ID del juego,Géneros,Categorías,Fecha de Lanzamiento
411330,Action,"Single-player, Multi-player, Family Sharing","{'coming_soon': False, 'date': '9 Feb, 2016'}"
428430,"Adventure, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '26 Apr, 2016'}"
268500,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '4 Feb, 2016'}"
9850,"Simulation, Strategy","Single-player, Multi-player, Co-op, Family Sharing","{'coming_soon': False, 'date': '6 May, 2009'}"
411310,"Simulation, Strategy","Single-player, Multi-player, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '18 Feb, 2016'}"
442810,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Steam Achievements, In-App Purchases","{'coming_soon': False, 'date': '8 Jun, 2016'}"
448370,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2016'}"
297450,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, VR Support, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Mar, 2016'}"
455910,"Action, Simulation","Single-player, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '29 Mar, 2016'}"
223100,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Stats, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '17 May, 2016'}"
390340,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '21 Jun, 2016'}"
49540,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': ''}"
511140,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Aug, 2016'}"
514080,"Action, Adventure, Casual, Simulation, Sports, Strategy","Single-player, Family Sharing","{'coming_soon': False, 'date': '26 Jan, 2017'}"
514140,Action,"Single-player, Family Sharing","{'coming_soon': False, 'date': '2 Feb, 2017'}"
514150,Action,"Single-player, Family Sharing","{'coming_soon': False, 'date': '1 Dec, 2016'}"
489520,"Action, Adventure, Indie, RPG, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Tablet","{'coming_soon': False, 'date': '24 May, 2019'}"
211400,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Oct, 2012'}"
550650,"Action, Free to Play","Multi-player, Steam Achievements, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '26 Jun, 2019'}"
550900,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '8 May, 2017'}"
552990,"Action, Massively Multiplayer, Simulation, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud","{'coming_soon': False, 'date': '15 Nov, 2017'}"
558260,"Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Feb, 2018'}"
563560,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Captions available, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Includes Source SDK","{'coming_soon': False, 'date': '20 Apr, 2017'}"
671440,"Indie, Simulation, Strategy","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 May, 2019'}"
694500,"Action, Strategy","Single-player, Family Sharing","{'coming_soon': False, 'date': '20 Dec, 2017'}"
737870,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '5 Dec, 2017'}"
741670,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '1 Dec, 2017'}"
744900,"Action, Free to Play, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Remote Play on Tablet","{'coming_soon': False, 'date': '15 Jul, 2019'}"
40990,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Aug, 2002'}"
790710,"Action, Massively Multiplayer, Simulation, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '10 Feb, 2022'}"
809140,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2019'}"
433850,"Action, Adventure, Free to Play, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases","{'coming_soon': False, 'date': '28 Feb, 2018'}"
837590,"Violent, Action","Single-player, Family Sharing","{'coming_soon': False, 'date': '13 Jul, 2018'}"
837600,"Violent, Action","Single-player, Family Sharing","{'coming_soon': False, 'date': '13 Jul, 2018'}"
656510,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '9 Apr, 2018'}"
864450,"Action, Simulation","Single-player, Family Sharing","{'coming_soon': False, 'date': '4 May, 2020'}"
893680,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Dec, 2018'}"
915490,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '3 Oct, 2019'}"
920490,Utilities,In-App Purchases,"{'coming_soon': False, 'date': '1 Nov, 2018'}"
925570,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Oct, 2020'}"
936780,"Action, Free to Play, Indie","Single-player, Full controller support, In-App Purchases, Steam Cloud","{'coming_soon': False, 'date': '6 Apr, 2019'}"
968550,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '30 Aug, 2021'}"
717690,,,
1058650,"Action, Indie, Massively Multiplayer, Simulation, Strategy","Multi-player, PvP, Online PvP, Family Sharing","{'coming_soon': False, 'date': '31 Aug, 2022'}"
694280,Action,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '18 Feb, 2021'}"
1103800,Action,"Single-player, Family Sharing","{'coming_soon': False, 'date': '3 Dec, 2019'}"
1146300,"Action, Adventure","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '10 Jun, 2021'}"
1202130,Strategy,"Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Jun, 2022'}"
1227530,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Oct, 2020'}"
1262600,"Action, Adventure, Racing","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Trading Cards","{'coming_soon': False, 'date': '4 Jun, 2020'}"
1287000,"Indie, Strategy","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '29 May, 2020'}"
1328660,"Action, Racing","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards","{'coming_soon': False, 'date': '6 Nov, 2020'}"
1366540,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '20 Jan, 2021'}"
1377920,"Action, Racing","Single-player, Family Sharing","{'coming_soon': False, 'date': '1 Sep, 2020'}"
1473250,"Indie, Simulation, Free to Play","Single-player, Steam Achievements","{'coming_soon': False, 'date': '21 Jun, 2022'}"
1473480,"Action, Massively Multiplayer, Free to Play","Multi-player, PvP, Online PvP, In-App Purchases","{'coming_soon': False, 'date': '23 Aug, 2022'}"
1525700,"Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Nov, 2021'}"
616560,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Family Sharing","{'coming_soon': False, 'date': '1 Jun, 2017'}"
1140630,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '13 Oct, 2020'}"
424840,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Apr, 2017'}"
1673630,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2022'}"
1694600,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '28 Apr, 2022'}"
1696400,Video Production,In-App Purchases,"{'coming_soon': False, 'date': '2 Aug, 2021'}"
1794680,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20 oct. 2022'}"
1894430,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Feb, 2023'}"
1577120,Adventure,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': '9 Jun, 2022'}"
2475420,"Indie, Simulation, Strategy","Single-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '3 Nov, 2023'}"
2653790,"Adventure, Indie, Simulation","Single-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '29 Nov, 2023'}"
440,"Action, Free to Play","Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, In-App Purchases, Partial Controller Support, Valve Anti-Cheat enabled, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet","{'coming_soon': False, 'date': '10 Oct, 2007'}"
20900,"Action, RPG","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Sep, 2008'}"
22370,RPG,"Single-player, Family Sharing","{'coming_soon': False, 'date': '17 Dec, 2009'}"
230410,"Action, RPG, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet","{'coming_soon': False, 'date': '25. März 2013'}"
221100,"Action, Adventure, Massively Multiplayer","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled","{'coming_soon': False, 'date': '13 Dec, 2018'}"
270550,"Action, Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together","{'coming_soon': False, 'date': '28 Mar, 2014'}"
222880,"Action, Indie, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '22 Jan, 2014'}"
299740,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled","{'coming_soon': False, 'date': '18 Dec, 2018'}"
200110,,,
333930,"Action, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': 'Jun 2015'}"
335330,"Action, Free to Play","Multi-player, Steam Trading Cards, Includes level editor","{'coming_soon': False, 'date': '11 Dec, 2014'}"
346900,"Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","{'coming_soon': False, 'date': '30 Mar, 2015'}"
235540,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 Oct, 2015'}"
363970,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","{'coming_soon': False, 'date': '13 May, 2015'}"
374320,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '11 Apr, 2016'}"
377160,RPG,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '9 Nov, 2015'}"
383080,"Casual, Free to Play, Indie","Single-player, Steam Trading Cards, Steam Cloud","{'coming_soon': False, 'date': '29 Jul, 2015'}"
311210,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '5 Nov, 2015'}"
299360,"Action, Free to Play, Massively Multiplayer, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Includes level editor","{'coming_soon': False, 'date': '30 Apr, 2015'}"
367500,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '15 Jan, 2016'}"
437220,"Action, Free to Play, Indie","Multi-player, Co-op, Full controller support, Remote Play on TV","{'coming_soon': False, 'date': '5 Oct, 2017'}"
440900,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '8 May, 2018'}"
444090,"Action, Adventure, Massively Multiplayer, Strategy, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet","{'coming_soon': False, 'date': '8 May, 2018'}"
379720,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '12 May, 2016'}"
223850,Utilities,"Steam Achievements, Steam Trading Cards, Steam Leaderboards","{'coming_soon': False, 'date': ''}"
319630,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '29 Jan, 2015'}"
527230,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2018'}"
403640,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '11 Nov, 2016'}"
544920,"Action, Free to Play, Indie","Multi-player, PvP, Online PvP, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '13 Jan, 2020'}"
552500,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': 'Mar 8, 2018'}"
558100,"Violent, Free to Play, Indie, Strategy, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '22 Dec, 2016'}"
524220,"Action, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '17 Mar, 2017'}"
572520,"Action, Free to Play, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '15 Feb, 2017'}"
646570,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '23 Jan, 2019'}"
677620,"Action, Free to Play, Indie","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, In-App Purchases","{'coming_soon': False, 'date': '24 May, 2019'}"
611500,"Action, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements","{'coming_soon': False, 'date': '18 Aug, 2022'}"
720560,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '14 Oct, 2020'}"
469600,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Stats","{'coming_soon': False, 'date': '1 Oct, 2021'}"
760160,"Action, Free to Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '27 Apr, 2022'}"
770720,,,
782330,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, HDR available, Family Sharing","{'coming_soon': False, 'date': '19 Mar, 2020'}"
809960,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, Early Access","Multi-player, Online PvP, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '10 Apr, 2018'}"
360620,"Action, Free to Play, Indie, RPG, Sports, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Stats","{'coming_soon': False, 'date': '13 Mar, 2018'}"
884660,"Action, Massively Multiplayer, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Steam Achievements, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '15 Jun, 2018'}"
1059980,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': 'Dec 19, 2023'}"
1094710,"Action, Casual, Free to Play, Massively Multiplayer, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '23 Feb, 2021'}"
374280,"Action, Free to Play, Massively Multiplayer","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud","{'coming_soon': False, 'date': '13 Apr, 2021'}"
1217060,"アクション, アドベンチャー, インディー, RPG","シングルプレイヤー, マルチプレイヤー, 協力, 協力プレイ（オンライン）, Steam実績, フルコントローラサポート, Steamトレーディングカード, Steamクラウド, スマホでRemote Play, タブレットでRemote Play, ファミリーシェアリング","{'coming_soon': False, 'date': '17 Nov, 2021'}"
1245620,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Feb, 2022'}"
1273710,"Action, Casual, Massively Multiplayer, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '25 Sep, 2023'}"
1286830,"Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '21 Jul, 2020'}"
1416260,"RPG, Strategy, Free to Play","Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Full controller support, Steam Cloud","{'coming_soon': False, 'date': '3 Nov, 2020'}"
843380,"Action, Adventure, Casual, Indie, Massively Multiplayer, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on TV","{'coming_soon': False, 'date': '26 Aug, 2021'}"
582660,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '25 июл. 2019 r.'}"
1557990,"Action, Massively Multiplayer, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 May, 2023'}"
1587130,"Action, RPG","Single-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '5 Dec, 2023'}"
823130,"Action, Free to Play, Indie","Multi-player, PvP, Online PvP, In-App Purchases","{'coming_soon': False, 'date': '5 Jun, 2018'}"
1240440,"Action, Free to Play","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Steam Cloud, Includes level editor, Remote Play on TV","{'coming_soon': False, 'date': '15 Nov, 2021'}"
1745510,"Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '30 Oct, 2023'}"
1782210,"Action, Casual, Free to Play, Indie, Racing","Multi-player, PvP, Online PvP, Co-op, Online Co-op","{'coming_soon': False, 'date': '29 Oct, 2021'}"
1599340,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '11 Feb, 2022'}"
1966720,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '23 окт. 2023 r.'}"
2067920,"Action, Casual, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '19 Sep, 2022'}"
2073850,"Action, Free to Play","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '7 Dec, 2023'}"
2088570,"Action, Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 Sep, 2022'}"
2075730,,,
668580,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Feb, 2023'}"
2187290,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Apr, 2023'}"
1938090,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Captions available, In-App Purchases","{'coming_soon': False, 'date': '27 Oct, 2022'}"
2218750,"Action, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 May, 2023'}"
2334730,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Nov, 2023'}"
2321470,"Action, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Feb, 2024'}"
1627720,"Action, Adventure, RPG","Single-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '18 Sep, 2023'}"
1716740,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Sep, 2023'}"
1086940,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Aug, 2023'}"
212500,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Co-op, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '6 Jun, 2012'}"
237310,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Partial Controller Support","{'coming_soon': False, 'date': '2 Jul, 2014'}"
1623730,"Action, Adventure, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 янв. 2024 r.'}"
282660,Utilities,"Multi-player, Cross-Platform Multiplayer","{'coming_soon': False, 'date': '10 Sep, 2015'}"
530620,"Action, Adventure","Single-player, Full controller support, Steam Cloud","{'coming_soon': False, 'date': '18 Dec, 2016'}"
218620,"Action, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Aug, 2013'}"
732730,"Action, Adventure, Free to Play, Indie, Simulation","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","{'coming_soon': False, 'date': '22 Nov, 2017'}"
504370,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases, Steam Cloud","{'coming_soon': False, 'date': '8 Nov, 2017'}"
755790,"Action, Free to Play, Massively Multiplayer","Multi-player, PvP, Online PvP, Family Sharing","{'coming_soon': False, 'date': '24 Jun, 2019'}"
1961460,"Action, Indie, Free to Play, Early Access","Multi-player, Co-op, Online Co-op, In-App Purchases","{'coming_soon': False, 'date': '12 Dec, 2022'}"
1721470,"Action, Adventure, Indie",Single-player,"{'coming_soon': False, 'date': '12 Oct, 2021'}"
