ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Fecha,Dias_Pasados,Minutos Totales
511430,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '20 Mar, 2020'}",0.0,1,1199,0,20/03/2020 00:00,1480,246
511470,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '18 Nov, 2016'}",0.0,3,499,0,18/11/2016 00:00,2698,870
511630,"Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '19 Aug, 2016'}",0.0,1,499,0,19/08/2016 00:00,2789,90
511750,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'date': '23 Sep, 2016'}",0.0,2,0,0,23/09/2016 00:00,2754,343
511820,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Remote Play Together, Family Sharing","{'date': '29 Aug, 2016'}",1.0,2,699,0,29/08/2016 00:00,2779,224
511330,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '23 Aug, 2016'}",0.0,3,99,0,23/08/2016 00:00,2785,609
512250,"Indie, Simulation","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '25 Oct, 2016'}",1.0,5,199,0,25/10/2016 00:00,2722,1020
512420,"Action, Indie, RPG, Early Access","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing","{'date': '29 Dec, 2016'}",0.0,1,599,0,29/12/2016 00:00,2657,40
512600,Adventure,"Single-player, Steam Trading Cards, Family Sharing","{'date': '1 Sep, 2016'}",0.0,1,0,0,01/09/2016 00:00,2776,91
512700,"Action, Adventure, Indie","Single-player, Co-op, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '20 Dec, 2016'}",0.0,2,499,0,20/12/2016 00:00,2666,278
512740,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '24 Aug, 2016'}",0.0,3,99,0,24/08/2016 00:00,2784,798
512770,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '25 Aug, 2016'}",1.0,2,99,0,25/08/2016 00:00,2783,424
513320,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '27 Oct, 2016'}",0.0,2,999,0,27/10/2016 00:00,2720,605
513370,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'date': '30 Nov, 2016'}",0.0,2,1099,0,30/11/2016 00:00,2686,242
513580,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '18 Aug, 2016'}",0.0,2,499,0,18/08/2016 00:00,2790,888
513610,"Action, Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing","{'date': '21 Sep, 2016'}",0.0,3,71,0,21/09/2016 00:00,2756,523
513840,"Action, Indie","Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '30 Sep, 2016'}",1.0,1,999,0,30/09/2016 00:00,2747,216
513880,"Action, Casual, Indie, Massively Multiplayer, Simulation, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '25 Aug, 2016'}",1.0,2,199,0,25/08/2016 00:00,2783,717
513960,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '15 Mar, 2017'}",0.0,1,299,0,15/03/2017 00:00,2581,120
514090,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '15 Sep, 2016'}",0.0,2,999,0,15/09/2016 00:00,2762,876
514220,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing","{'date': '17 Aug, 2016'}",1.0,1,799,0,17/08/2016 00:00,2791,184
514240,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '10 Oct, 2016'}",0.0,1,299,0,10/10/2016 00:00,2737,185
514290,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '20 Mar, 2017'}",0.0,1,999,0,20/03/2017 00:00,2576,210
514340,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '27 Jan, 2017'}",0.0,1,399,0,27/01/2017 00:00,2628,269
514620,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '25 Jan, 2017'}",0.0,1,349,0,25/01/2017 00:00,2630,266
514810,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'date': '27 Jan, 2017'}",0.0,1,124,0,27/01/2017 00:00,2628,109
514990,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '17 Jan, 2017'}",1.0,2,999,0,17/01/2017 00:00,2638,406
515650,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '10 Oct, 2016'}",0.0,1,419,0,10/10/2016 00:00,2737,270
515910,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'date': '19 Aug, 2016'}",0.0,5,59,0,19/08/2016 00:00,2789,958
516010,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '6 Sep, 2016'}",0.0,1,499,0,06/09/2016 00:00,2771,150
516560,"Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '4 Sep, 2016'}",0.0,1,499,0,04/09/2016 00:00,2773,189
516840,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '8 Sep, 2016'}",0.0,1,399,0,08/09/2016 00:00,2769,277
516920,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing","{'date': '23 Aug, 2016'}",0.0,1,299,0,23/08/2016 00:00,2785,185
517010,"Violent, Gore, Action, Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '11 Nov, 2016'}",0.0,2,99,0,11/11/2016 00:00,2705,342
517110,"Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '3 Mar, 2017'}",1.0,1,0,0,03/03/2017 00:00,2593,169
517360,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '22 Sep, 2016'}",0.0,1,1499,0,22/09/2016 00:00,2755,205
517470,"Casual, Indie","Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '9 Sep, 2016'}",1.0,1,299,0,09/09/2016 00:00,2768,231
517660,"Action, Indie","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'date': '16 Sep, 2016'}",1.0,1,199,0,16/09/2016 00:00,2761,227
518280,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '23 Sep, 2016'}",0.0,1,899,0,23/09/2016 00:00,2754,120
518650,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '29 Sep, 2016'}",0.0,2,599,0,29/09/2016 00:00,2748,424
518670,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '6 Sep, 2016'}",0.0,1,499,0,06/09/2016 00:00,2771,196
519870,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'date': '26 Oct, 2016'}",0.0,2,99,0,26/10/2016 00:00,2721,413
492610,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '25 Aug, 2016'}",0.0,1,99,0,25/08/2016 00:00,2783,211
519990,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '23 Nov, 2016'}",0.0,1,399,0,23/11/2016 00:00,2693,250
520290,"Action, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'date': '26 Aug, 2016'}",0.0,1,99,0,26/08/2016 00:00,2782,178
520820,"Adventure, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '1 Sep, 2016'}",0.0,2,0,0,01/09/2016 00:00,2776,457
521100,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '1 May, 2017'}",0.0,2,499,0,01/05/2017 00:00,2534,428
521130,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '13 Sep, 2016'}",0.0,3,69,0,13/09/2016 00:00,2764,500
521210,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'date': '25 Aug, 2016'}",0.0,1,899,0,25/08/2016 00:00,2783,243
521280,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '6 Sep, 2016'}",0.0,1,559,0,06/09/2016 00:00,2771,50
521540,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '2 Sep, 2016'}",0.0,1,799,0,02/09/2016 00:00,2775,322
521580,Indie,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","{'date': '16 Dec, 2016'}",1.0,1,299,0,16/12/2016 00:00,2670,350
521980,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '5 Nov, 2016'}",0.0,5,99,0,05/11/2016 00:00,2711,1297
522010,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Commentary available, Family Sharing","{'date': '15 Sep, 2016'}",0.0,1,199,0,15/09/2016 00:00,2762,193
522080,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '31 Mar, 2017'}",0.0,1,699,0,31/03/2017 00:00,2565,121
522220,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Family Sharing","{'date': '17 Feb, 2017'}",0.0,2,499,0,17/02/2017 00:00,2607,93
522490,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'date': '12 Sep, 2016'}",0.0,2,299,0,12/09/2016 00:00,2765,455
522890,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '15 Dec, 2016'}",0.0,1,199,0,15/12/2016 00:00,2671,69
522990,"Casual, Indie",Single-player,"{'date': '2 Sep, 2016'}",0.0,1,0,0,02/09/2016 00:00,2775,212
523210,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '26 Jan, 2017'}",0.0,3,83,0,26/01/2017 00:00,2629,353
523730,"Adventure, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'date': '26 Oct, 2016'}",0.0,2,999,0,26/10/2016 00:00,2721,361
523780,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'date': '26 May, 2017'}",0.0,8,499,0,26/05/2017 00:00,2509,1586
521000,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Stats, Family Sharing","{'date': '2 Sep, 2016'}",0.0,1,299,0,02/09/2016 00:00,2775,211
517330,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '21 Nov, 2016'}",0.0,2,1299,0,21/11/2016 00:00,2695,296
525330,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '18 Oct, 2016'}",1.0,1,499,0,18/10/2016 00:00,2729,91
525600,"Adventure, Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '26 Sep, 2016'}",0.0,1,99,0,26/09/2016 00:00,2751,136
526490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '13 Oct, 2016'}",0.0,4,599,0,13/10/2016 00:00,2734,1505
517190,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '23 Nov, 2016'}",0.0,3,199,0,23/11/2016 00:00,2693,133
526750,"Violent, Gore, Adventure, Casual, Indie, Strategy","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing","{'date': '14 Oct, 2016'}",0.0,1,399,0,14/10/2016 00:00,2733,185
527380,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '14 Apr, 2017'}",0.0,1,699,0,14/04/2017 00:00,2551,213
527420,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '1 Dec, 2016'}",0.0,2,1499,0,01/12/2016 00:00,2685,363
527510,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'date': '13 Sep, 2016'}",0.0,1,299,0,13/09/2016 00:00,2764,214
483420,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '7 Oct, 2016'}",0.0,3,599,0,07/10/2016 00:00,2740,755
527810,"Action, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '8 Sep, 2016'}",0.0,1,99,0,08/09/2016 00:00,2769,180
528070,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '10 Oct, 2016'}",0.0,5,89,0,10/10/2016 00:00,2737,1185
528180,"Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Remote Play Together, Family Sharing","{'date': '14 Feb, 2017'}",1.0,1,699,0,14/02/2017 00:00,2610,91
528670,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '11 Nov, 2016'}",0.0,3,99,0,11/11/2016 00:00,2705,987
528720,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '4 Oct, 2016'}",0.0,3,999,0,04/10/2016 00:00,2743,768
528770,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '18 Nov, 2016'}",0.0,1,199,0,18/11/2016 00:00,2698,182
528950,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '16 Dec, 2016'}",0.0,1,249,0,16/12/2016 00:00,2670,166
529160,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '16 Dec, 2016'}",0.0,1,1199,0,16/12/2016 00:00,2670,211
529480,"Violent, Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Includes level editor, Family Sharing","{'date': '26 Sep, 2016'}",0.0,2,0,0,26/09/2016 00:00,2751,399
525070,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats","{'date': '10 Feb, 2017'}",0.0,5,0,0,10/02/2017 00:00,2614,1414
529500,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing","{'date': '7 Oct, 2016'}",0.0,1,899,0,07/10/2016 00:00,2740,117
529660,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '18 May, 2017'}",0.0,3,1999,0,18/05/2017 00:00,2517,781
529950,"Action, Casual, Indie, Sports","Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '24 Oct, 2016'}",1.0,2,199,0,24/10/2016 00:00,2723,161
530020,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '5 May, 2017'}",0.0,4,1499,0,05/05/2017 00:00,2530,1884
530390,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '25 Oct, 2016'}",0.0,1,899,0,25/10/2016 00:00,2722,151
530520,"Action, Indie","Single-player, Family Sharing","{'date': '6 Oct, 2016'}",0.0,1,299,0,06/10/2016 00:00,2741,91
530740,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '10 Oct, 2016'}",1.0,1,0,0,10/10/2016 00:00,2737,90
530920,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'date': '6 Oct, 2016'}",0.0,1,199,0,06/10/2016 00:00,2741,160
532090,"Adventure, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'date': '8 Nov, 2016'}",0.0,1,0,0,08/11/2016 00:00,2708,211
532660,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '26 Oct, 2016'}",0.0,1,199,0,26/10/2016 00:00,2721,180
532700,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '11 Nov, 2016'}",0.0,2,1399,0,11/11/2016 00:00,2705,399
533320,"Violent, Gore, Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'date': '22 Nov, 2016'}",0.0,1,0,0,22/11/2016 00:00,2694,91
533660,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Family Sharing","{'date': '29 Dec, 2016'}",0.0,1,399,0,29/12/2016 00:00,2657,56
533890,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '19 Oct, 2016'}",0.0,1,199,0,19/10/2016 00:00,2728,151
534200,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '26 Oct, 2016'}",0.0,1,89,0,26/10/2016 00:00,2721,121
511490,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'date': '17 Oct, 2016'}",0.0,2,499,0,17/10/2016 00:00,2730,448
535460,"Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing","{'date': '17 Oct, 2016'}",0.0,1,99,0,17/10/2016 00:00,2730,176
535840,"Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '25 Nov, 2016'}",0.0,1,1199,0,25/11/2016 00:00,2691,270
535890,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing","{'date': '14 Dec, 2016'}",0.0,1,399,0,14/12/2016 00:00,2672,90
536320,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '3 Oct, 2016'}",0.0,1,199,0,03/10/2016 00:00,2744,166
536470,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '16 Oct, 2016'}",0.0,1,299,0,16/10/2016 00:00,2731,91
536780,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '10 Nov, 2016'}",0.0,1,1499,0,10/11/2016 00:00,2706,90
537200,"Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'date': '9 Nov, 2016'}",0.0,1,599,0,09/11/2016 00:00,2707,90
537700,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '18 Oct, 2016'}",0.0,3,399,0,18/10/2016 00:00,2729,492
538060,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '18 Nov, 2016'}",0.0,3,1999,0,18/11/2016 00:00,2698,436
538590,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Commentary available, Family Sharing","{'date': '8 Oct, 2016'}",0.0,7,999,0,08/10/2016 00:00,2739,863
538700,"Action, Adventure, Casual, Indie, RPG, Sports","Single-player, Steam Trading Cards, Family Sharing","{'date': '19 Dec, 2016'}",0.0,1,99,0,19/12/2016 00:00,2667,211
539380,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '14 Oct, 2016'}",0.0,1,0,0,14/10/2016 00:00,2733,125
539440,"Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'date': '3 Nov, 2016'}",0.0,5,199,0,03/11/2016 00:00,2713,1559
540640,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '13 Oct, 2016'}",1.0,1,699,0,13/10/2016 00:00,2734,185
540860,"Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Steam Workshop, Stats, Family Sharing","{'date': '10 Feb, 2017'}",0.0,1,499,0,10/02/2017 00:00,2614,212
541240,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '19 Jan, 2017'}",0.0,1,999,0,19/01/2017 00:00,2636,119
541720,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '20 Oct, 2016'}",0.0,1,293,0,20/10/2016 00:00,2727,181
542200,"Casual, Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'date': '14 Feb, 2017'}",0.0,1,999,0,14/02/2017 00:00,2610,442
542260,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '15 Nov, 2016'}",0.0,1,599,0,15/11/2016 00:00,2701,210
542350,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","{'date': '21 Dec, 2016'}",0.0,2,499,0,21/12/2016 00:00,2665,640
542550,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,3,199,0,-1,1398,495
542570,"Indie, Racing, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",,0.0,1,599,0,-1,1398,90
543270,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,499,0,-1,1398,211
544190,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,0,0,-1,1398,90
545200,"Casual, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,1.0,1,119,0,-1,1398,181
545400,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,999,0,-1,1398,91
545410,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,4,99,0,-1,1398,854
545670,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1,399,0,-1,1398,90
545860,"Action, Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",,0.0,3,0,0,-1,1398,594
546070,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,2,199,0,-1,1398,309
546170,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",,0.0,2,99,0,-1,1398,431
546340,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Commentary available, Family Sharing",,0.0,5,1399,0,-1,1398,621
546490,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,299,0,-1,1398,90
546550,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,1,299,0,-1,1398,8
546610,"Indie, Racing, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,1,499,0,-1,1398,170
546700,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,1,499,0,-1,1398,213
547040,"Adventure, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,1,399,0,-1,1398,91
547090,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,1,264,0,-1,1398,208
548230,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",,0.0,1,59,0,-1,1398,185
548710,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,2,599,0,-1,1398,558
