Unnamed: 0,ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Fecha,Dias_Pasados,Multiplayer,Cantidad de descargas,Precio
2185,207170,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '11 Apr, 2012'}",2012-04-11 00:00:00,4375,0.0,31,299
2186,202730,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '10 May, 2012'}",2012-05-10 00:00:00,4346,0.0,0,999
2187,94300,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 May, 2012'}",2012-05-11 00:00:00,4345,0.0,0,399
2188,202750,"Action, Adventure","Single-player, Full controller support, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': 'May 22, 2012'}",-1,2457,0.0,9,899
2189,204180,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 Mar, 2012'}",2012-03-20 00:00:00,4397,0.0,0,199
2190,110800,"Adventure, Strategy","Single-player, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '8 Nov, 2011'}",2011-11-08 00:00:00,4530,0.0,257,599
2191,206440,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '7 Sep, 2012'}",2012-09-07 00:00:00,4226,0.0,52,999
2192,200350,,,,-1,2457,,0,0
2193,220860,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '25 Sep, 2012'}",2012-09-25 00:00:00,4208,0.0,0,499
2194,217690,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Apr, 2013'}",2013-04-12 00:00:00,4009,0.0,0,999
2195,223730,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '9 Nov, 2012'}",2012-11-09 00:00:00,4163,0.0,0,999
2196,209190,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",2012-11-28 00:00:00,4144,0.0,1,999
2197,223510,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",2012-11-28 00:00:00,4144,0.0,0,299
2198,224960,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",2012-11-28 00:00:00,4144,0.0,9,699
2199,224980,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",2012-11-28 00:00:00,4144,0.0,10,97
2200,225000,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",2012-11-28 00:00:00,4144,0.0,2,97
2201,225320,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",2012-11-28 00:00:00,4144,0.0,7,699
2202,227580,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '15 Jan, 2013'}",2013-01-15 00:00:00,4096,0.0,3,499
2203,219200,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '9 Jan, 2013'}",2013-01-09 00:00:00,4102,1.0,0,1299
2204,207230,"Action, Free to Play, Indie","Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","{'coming_soon': False, 'date': '25 Apr, 2014'}",2014-04-25 00:00:00,3631,1.0,3,0
2205,204240,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '22 Feb, 2013'}",2013-02-22 00:00:00,4058,0.0,1,999
2206,227220,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","{'coming_soon': False, 'date': '5 Apr, 2013'}",2013-04-05 00:00:00,4016,0.0,0,0
2207,233510,"Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '1 Jul, 2009'}",2009-07-01 00:00:00,5390,0.0,0,499
2208,233530,"Action, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': ''}",-1,2457,0.0,0,499
2209,232950,Simulation,"Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '28 Mar, 2013'}",2013-03-28 00:00:00,4024,0.0,0,1999
2210,224220,,,,-1,2457,,1,799
2211,227480,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2013'}",2013-04-19 00:00:00,4002,1.0,1,0
2212,234290,"Action, Adventure, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 Apr, 2013'}",2013-04-29 00:00:00,3992,0.0,0,299
2213,228300,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '3 Jun, 2013'}",2013-06-03 00:00:00,3957,0.0,32,2999
2214,233270,"Action, Adventure","Single-player, Steam Trading Cards, Partial Controller Support","{'coming_soon': False, 'date': '1 May, 2013'}",2013-05-01 00:00:00,3990,0.0,10,1499
2215,215690,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '30 Apr, 2013'}",2013-04-30 00:00:00,3991,1.0,1,1499
2216,237570,"Indie, RPG","Single-player, Full controller support, Steam Trading Cards, Steam Cloud","{'coming_soon': False, 'date': ''}",-1,2457,0.0,0,0
2217,226740,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'coming_soon': False, 'date': '18 Mar, 2013'}",2013-03-18 00:00:00,4034,0.0,0,999
2218,243120,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '24 Mar, 2014'}",2014-03-24 00:00:00,3663,0.0,0,0
2219,243280,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2013'}",2013-11-08 00:00:00,3799,0.0,0,699
2220,204530,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Mar, 2014'}",2014-03-06 00:00:00,3681,0.0,6,1499
2221,239450,,,,-1,2457,,0,599
2222,244870,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '23 Aug, 2013'}",2013-08-23 00:00:00,3876,0.0,0,799
2223,201420,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '11 Jul, 2013'}",2013-07-11 00:00:00,3919,0.0,2,1499
2224,234390,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Jul, 2013'}",2013-07-24 00:00:00,3906,0.0,0,1299
2225,247020,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '8 Oct, 2013'}",2013-10-08 00:00:00,3830,1.0,10,999
2226,231040,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2013'}",2013-08-06 00:00:00,3893,0.0,1,999
2227,248390,"Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '24 Nov, 2014'}",2014-11-24 00:00:00,3418,1.0,312,1899
2228,248530,"Action, Adventure, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 Aug, 2014'}",2014-08-20 00:00:00,3514,0.0,1,1799
2229,232430,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Commentary available, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '15 Aug, 2013'}",2013-08-15 00:00:00,3884,0.0,4,1499
2230,250030,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2013'}",2013-11-01 00:00:00,3806,0.0,0,999
2231,96300,,,,-1,2457,,0,1499
2232,251990,"Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2013'}",2013-11-08 00:00:00,3799,0.0,6,999
2233,252670,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Oct, 2013'}",2013-10-25 00:00:00,3813,0.0,0,799
2234,253110,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '4 Dec, 2013'}",2013-12-04 00:00:00,3773,0.0,5,999
2235,253290,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '6 Nov, 2014'}",2014-11-06 00:00:00,3436,1.0,0,374
2236,253330,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '26 Sep, 2014'}",2014-09-26 00:00:00,3477,0.0,0,1499
2237,253650,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Oct, 2013'}",2013-10-24 00:00:00,3814,0.0,0,499
2238,241540,"Action, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '5 Nov, 2013'}",2013-11-05 00:00:00,3802,0.0,10,0
2239,209160,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Mar, 2014'}",2014-03-25 00:00:00,3662,1.0,36,5999
2240,257830,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '13 Dec, 2013'}",2013-12-13 00:00:00,3764,0.0,0,999
2241,257890,,,,-1,2457,,0,1799
2242,257990,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '5 Dec, 2013'}",2013-12-05 00:00:00,3772,0.0,2,999
2243,251170,Adventure,"Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '6 Oct, 2014'}",2014-10-06 00:00:00,3467,1.0,0,999
2244,258950,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Nov, 2013'}",2013-11-19 00:00:00,3788,0.0,0,499
2245,259600,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '3 Dec, 2013'}",2013-12-03 00:00:00,3774,0.0,0,699
2246,259740,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Feb, 2014'}",2014-02-05 00:00:00,3710,0.0,1,0
2247,259780,"Action, Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '6 Dec, 2013'}",2013-12-06 00:00:00,3771,0.0,1,499
2248,217100,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Dec, 2013'}",2013-12-17 00:00:00,3760,0.0,1,599
2249,261530,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2014'}",2014-06-06 00:00:00,3589,0.0,1,799
2250,261680,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Feb, 2014'}",2014-02-17 00:00:00,3698,0.0,0,999
2251,261700,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Nov, 2013'}",2013-11-19 00:00:00,3788,0.0,0,499
2252,105450,"Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '5 Jan, 2012'}",2012-01-05 00:00:00,4472,1.0,368,3999
2253,262830,"Action, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '11 Jun, 2014'}",2014-06-11 00:00:00,3584,1.0,12,1399
2254,264300,"Action, Adventure, Indie, RPG","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '30 Oct, 2014'}",2014-10-30 00:00:00,3443,0.0,0,87
2255,264460,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Jan, 2014'}",2014-01-24 00:00:00,3722,0.0,0,999
2256,265330,"Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Dec, 2013'}",2013-12-06 00:00:00,3771,0.0,0,499
2257,265380,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2014'}",2014-02-13 00:00:00,3702,0.0,0,999
2258,266010,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '17 Mar, 2014'}",2014-03-17 00:00:00,3670,0.0,8,299
2259,266210,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '28 Feb, 2014'}",2014-02-28 00:00:00,3687,0.0,22,349
2260,266330,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '7 Feb, 2014'}",2014-02-07 00:00:00,3708,0.0,0,999
2261,226840,"RPG, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '31 Mar, 2014'}",2014-03-31 00:00:00,3656,1.0,171,2999
2262,267920,Action,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Jan, 2014'}",2014-01-16 00:00:00,3730,0.0,0,299
2263,267980,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Jan, 2014'}",2014-01-30 00:00:00,3716,0.0,0,299
2264,269490,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '1 Apr, 2014'}",2014-04-01 00:00:00,3655,0.0,2,799
2265,269790,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 May, 2014'}",2014-05-15 00:00:00,3611,0.0,2,1499
2266,271860,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': 'Feb 5, 2014'}",-1,2457,0.0,0,499
2267,274900,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '25 Jul, 2014'}",2014-07-25 00:00:00,3540,1.0,12,299
2268,275470,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2014'}",2014-04-25 00:00:00,3631,0.0,0,79
2269,275490,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2014'}",2014-04-25 00:00:00,3631,0.0,0,699
2270,276220,"Casual, Simulation","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '27 Mar, 2014'}",2014-03-27 00:00:00,3660,0.0,0,1499
2271,277510,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '16 May, 2014'}",2014-05-16 00:00:00,3610,0.0,0,99
2272,277680,"Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Dec, 2014'}",2014-12-12 00:00:00,3400,0.0,0,799
2273,278640,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '9 Jul, 2014'}",2014-07-09 00:00:00,3556,0.0,0,499
2274,279260,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Jun, 2014'}",2014-06-05 00:00:00,3590,0.0,0,599
2275,279800,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '26 Mar, 2015'}",2015-03-26 00:00:00,3296,0.0,2,374
2276,280520,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Jun, 2016'}",2016-06-09 00:00:00,2855,1.0,0,1499
2277,281940,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Mar, 2015'}",2015-03-17 00:00:00,3305,0.0,0,999
2278,282880,"Casual, Indie, Strategy, Early Access","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Leaderboards, Remote Play Together","{'coming_soon': False, 'date': '2 Apr, 2014'}",2014-04-02 00:00:00,3654,1.0,0,0
2279,283390,Action,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '6 Mar, 2014'}",2014-03-06 00:00:00,3681,0.0,0,299
2280,284710,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': 'Apr 3, 2014'}",-1,2457,0.0,1,374
2281,284770,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': 'Jun 5, 2014'}",-1,2457,0.0,10,374
2282,284850,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Aug, 2014'}",2014-08-21 00:00:00,3513,0.0,3,374
2283,284870,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': 'Jul 10, 2014'}",-1,2457,0.0,0,1499
2284,284890,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Oct, 2014'}",2014-10-02 00:00:00,3471,0.0,0,374
2285,284950,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards","{'coming_soon': False, 'date': '17 Apr, 2014'}",2014-04-17 00:00:00,3639,0.0,1,0
2286,285010,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2014'}",2014-06-06 00:00:00,3589,0.0,0,499
2287,285130,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '4 Jul, 2014'}",2014-07-04 00:00:00,3561,0.0,0,999
2288,286320,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '4 Apr, 2014'}",2014-04-04 00:00:00,3652,0.0,0,499
2289,286340,"Adventure, Indie","Single-player, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2014'}",2014-04-25 00:00:00,3631,0.0,3,0
2290,286360,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Jun, 2014'}",2014-06-09 00:00:00,3586,0.0,0,699
2291,287120,"Action, Casual","Single-player, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2014'}",2014-06-06 00:00:00,3589,0.0,0,499
2292,287140,"Adventure, Casual, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, MMO, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '8 May, 2015'}",2015-05-08 00:00:00,3253,1.0,0,0
2293,288880,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '31 Jul, 2014'}",2014-07-31 00:00:00,3534,0.0,0,249
2294,289090,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '30 May, 2014'}",2014-05-30 00:00:00,3596,0.0,0,499
2295,290080,"Action, Indie, RPG, Simulation","Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'coming_soon': False, 'date': '17 Nov, 2015'}",2015-11-17 00:00:00,3060,1.0,104,1999
2296,291710,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2014'}",2014-06-06 00:00:00,3589,0.0,0,999
2297,292380,"Casual, Racing","Single-player, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2014'}",2014-06-06 00:00:00,3589,0.0,0,499
2298,292570,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '16 May, 2014'}",2014-05-16 00:00:00,3610,1.0,0,199
2299,292620,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '18 Jul, 2014'}",2014-07-18 00:00:00,3547,0.0,0,299
2300,292630,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '12 Sep, 2014'}",2014-09-12 00:00:00,3491,0.0,1,499
2301,293180,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '18 Apr, 2014'}",2014-04-18 00:00:00,3638,0.0,0,499
2302,293900,"Action, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '14 Jul, 2014'}",2014-07-14 00:00:00,3551,1.0,1,499
2303,294140,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 May, 2014'}",2014-05-23 00:00:00,3603,0.0,1,199
2304,294230,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 Apr, 2014'}",2014-04-18 00:00:00,3638,0.0,0,399
2305,295690,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '22 Jan, 2015'}",2015-01-22 00:00:00,3359,1.0,0,499
2306,295790,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '18 Nov, 2014'}",2014-11-18 00:00:00,3424,1.0,1,1499
2307,295930,"Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '8 May, 2014'}",2014-05-08 00:00:00,3618,0.0,0,299
2308,296870,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '12 Mar, 2015'}",2015-03-12 00:00:00,3310,0.0,0,599
2309,297020,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 May, 2014'}",2014-05-09 00:00:00,3617,0.0,0,499
2310,35450,"Action, Massively Multiplayer, Simulation","Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '13 Sep, 2011'}",2011-09-13 00:00:00,4586,1.0,66,1999
2311,236830,,,,-1,2457,,1,0
