ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer
343710,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '9 Jun, 2015'}",0.0
266310,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Game Development","Single-player, Multi-player, Includes level editor","{'coming_soon': False, 'date': '19 May, 2015'}",1.0
370910,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 May, 2016'}",0.0
780800,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Mar, 2018'}",0.0
684680,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '24 Aug, 2017'}",0.0
384190,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '2 Aug, 2016'}",0.0
1483870,"Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '12 Mar, 2021'}",1.0
1969870,"Action, Massively Multiplayer, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '20 Jul, 2022'}",1.0
258700,,,,
329020,"Free to Play, Indie, RPG","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '22 Oct, 2014'}",1.0
765710,"Action, Casual, Free to Play, Indie","Multi-player, PvP, Online PvP","{'coming_soon': False, 'date': '23 Oct, 2018'}",1.0
794600,"Action, Free to Play","Single-player, Steam Achievements, Captions available, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '26 Sep, 2018'}",0.0
859580,"Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2019'}",1.0
24740,Racing,"Single-player, Multi-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '12 Mar, 2009'}",1.0
7510,"Nudity, Violent, Action, Adventure, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '30 Apr, 2009'}",0.0
11390,"Action, Racing, Simulation","Single-player, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '27 Aug, 2009'}",0.0
253900,"Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '14 Oct, 2013'}",1.0
258050,"Action, Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '21 Jan, 2015'}",1.0
283660,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2014'}",0.0
285580,"Action, Free to Play, Indie, Sports, Strategy, Early Access","Single-player, Multi-player, Co-op, Family Sharing","{'coming_soon': False, 'date': '18 Aug, 2014'}",1.0
63380,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': ''}",1.0
238890,"Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '23 May, 2013'}",1.0
1252780,"Action, Free to Play, Strategy","Single-player, Steam Achievements, In-App Purchases","{'coming_soon': False, 'date': '10 Apr, 2020'}",0.0
1668080,"Action, Racing","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '4 Nov, 2021'}",1.0
376210,"Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, Partial Controller Support, Valve Anti-Cheat enabled","{'coming_soon': False, 'date': '1 Dec, 2015'}",1.0
476600,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2017'}",1.0
476620,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2017'}",1.0
907650,"Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '9 Mar, 2021'}",1.0
365720,RPG,"Single-player, Partial Controller Support","{'coming_soon': False, 'date': '12 Aug, 2015'}",0.0
389570,"Casual, Simulation, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '29 Jul, 2015'}",1.0
438680,"Casual, Indie, Strategy","Single-player, Multi-player, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '19 May, 2016'}",1.0
3830,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '11 Oct, 2006'}",0.0
12150,Action,"Single-player, Family Sharing","{'coming_soon': False, 'date': '6 Jan, 2011'}",0.0
11250,"Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '24 Jun, 2008'}",1.0
29800,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '19 Mar, 2009'}",0.0
22200,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Apr, 2009'}",0.0
24980,RPG,"Single-player, Family Sharing","{'coming_soon': False, 'date': ''}",0.0
33650,Casual,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '28 May, 2010'}",0.0
39800,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '3 Sep, 2009'}",1.0
70100,Simulation,"Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '14 Sep, 2010'}",0.0
63800,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '24 Sep, 2010'}",1.0
38600,"Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '17 Sep, 2010'}",0.0
70110,"Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '14 Sep, 2010'}",0.0
72400,"Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '18 Nov, 2010'}",1.0
35130,"Action, Adventure","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '28 Sep, 2010'}",1.0
91900,"Action, Racing","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '17 Mar, 2011'}",1.0
91600,"Action, Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '15 Apr, 2011'}",1.0
63000,"Action, Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '4 Apr, 2011'}",1.0
95500,,,,
91200,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '8 Apr, 2011'}",0.0
19680,"Action, Adventure","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '17 Jun, 2011'}",0.0
107310,"Indie, RPG","Single-player, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Jul, 2011'}",0.0
96100,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'coming_soon': False, 'date': '18 Mar, 2016'}",0.0
33460,"Adventure, Simulation",Single-player,"{'coming_soon': False, 'date': '17 Aug, 2011'}",0.0
107100,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '16 Aug, 2011'}",0.0
111400,"Action, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '21 Sep, 2011'}",1.0
57690,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '1 Sep, 2011'}",0.0
43190,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '24 Oct, 2011'}",1.0
98100,"Adventure, Casual, Indie","Single-player, Family Sharing","{'coming_soon': False, 'date': '8 Aug, 2011'}",0.0
98200,"Indie, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Turn Notifications, Family Sharing","{'coming_soon': False, 'date': '26 May, 2011'}",1.0
9200,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '3 Oct, 2011'}",1.0
110400,"Indie, Racing","Single-player, Multi-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '31 Oct, 2011'}",1.0
1510,"Indie, Strategy","Single-player, Family Sharing","{'coming_soon': False, 'date': '23 Aug, 2006'}",0.0
57400,"Action, Adventure","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",,0.0
201570,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '24 Feb, 2012'}",1.0
33180,"Action, Indie, RPG","Single-player, Family Sharing","{'coming_soon': False, 'date': '18 Nov, 2009'}",0.0
33130,"Action, Indie, RPG","Single-player, Family Sharing","{'coming_soon': False, 'date': '27 May, 2009'}",0.0
48900,Indie,Single-player,"{'coming_soon': False, 'date': ''}",0.0
203810,"Adventure, Casual, Indie","Single-player, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': ''}",0.0
2400,"Action, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Trading Cards, Valve Anti-Cheat enabled, Family Sharing","{'coming_soon': False, 'date': '11 Jul, 2006'}",1.0
207170,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '11 Apr, 2012'}",0.0
202730,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '10 May, 2012'}",0.0
94300,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 May, 2012'}",0.0
202750,"Action, Adventure","Single-player, Full controller support, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': 'May 22, 2012'}",0.0
204180,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 Mar, 2012'}",0.0
110800,"Adventure, Strategy","Single-player, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '8 Nov, 2011'}",0.0
206440,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '7 Sep, 2012'}",0.0
200350,,,,
220860,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '25 Sep, 2012'}",0.0
217690,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Apr, 2013'}",0.0
223730,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '9 Nov, 2012'}",0.0
209190,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",0.0
223510,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",0.0
224960,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",0.0
224980,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",0.0
225000,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",0.0
225320,"Action, Adventure","Single-player, Family Sharing","{'coming_soon': False, 'date': '28 Nov, 2012'}",0.0
227580,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '15 Jan, 2013'}",0.0
219200,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '9 Jan, 2013'}",1.0
207230,"Action, Free to Play, Indie","Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","{'coming_soon': False, 'date': '25 Apr, 2014'}",1.0
204240,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '22 Feb, 2013'}",0.0
227220,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards","{'coming_soon': False, 'date': '5 Apr, 2013'}",0.0
233510,"Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '1 Jul, 2009'}",0.0
233530,"Action, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': ''}",0.0
232950,Simulation,"Single-player, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '28 Mar, 2013'}",0.0
224220,,,,
227480,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2013'}",1.0
234290,"Action, Adventure, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 Apr, 2013'}",0.0
228300,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '3 Jun, 2013'}",0.0
233270,"Action, Adventure","Single-player, Steam Trading Cards, Partial Controller Support","{'coming_soon': False, 'date': '1 May, 2013'}",0.0
215690,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '30 Apr, 2013'}",1.0
237570,"Indie, RPG","Single-player, Full controller support, Steam Trading Cards, Steam Cloud","{'coming_soon': False, 'date': ''}",0.0
226740,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'coming_soon': False, 'date': '18 Mar, 2013'}",0.0
243120,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '24 Mar, 2014'}",0.0
243280,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2013'}",0.0
204530,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Mar, 2014'}",0.0
239450,,,,
244870,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '23 Aug, 2013'}",0.0
201420,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '11 Jul, 2013'}",0.0
234390,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Jul, 2013'}",0.0
247020,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '8 Oct, 2013'}",1.0
231040,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2013'}",0.0
248390,"Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '24 Nov, 2014'}",1.0
248530,"Action, Adventure, Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 Aug, 2014'}",0.0
232430,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Commentary available, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '15 Aug, 2013'}",0.0
250030,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '1 Nov, 2013'}",0.0
96300,,,,
251990,"Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2013'}",0.0
252670,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Oct, 2013'}",0.0
253110,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '4 Dec, 2013'}",0.0
253290,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '6 Nov, 2014'}",1.0
253330,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '26 Sep, 2014'}",0.0
253650,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Oct, 2013'}",0.0
241540,"Action, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '5 Nov, 2013'}",0.0
209160,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Valve Anti-Cheat enabled, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Mar, 2014'}",1.0
257830,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '13 Dec, 2013'}",0.0
257890,,,,
257990,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '5 Dec, 2013'}",0.0
251170,Adventure,"Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '6 Oct, 2014'}",1.0
258950,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Nov, 2013'}",0.0
259600,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '3 Dec, 2013'}",0.0
259740,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Feb, 2014'}",0.0
259780,"Action, Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '6 Dec, 2013'}",0.0
217100,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Dec, 2013'}",0.0
261530,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': '6 Jun, 2014'}",0.0
261680,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Feb, 2014'}",0.0
261700,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Nov, 2013'}",0.0
105450,"Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '5 Jan, 2012'}",1.0
262830,"Action, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '11 Jun, 2014'}",1.0
264300,"Action, Adventure, Indie, RPG","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '30 Oct, 2014'}",0.0
264460,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 Jan, 2014'}",0.0
265330,"Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Dec, 2013'}",0.0
265380,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2014'}",0.0
266010,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '17 Mar, 2014'}",0.0
266210,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '28 Feb, 2014'}",0.0
266330,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '7 Feb, 2014'}",0.0
226840,"RPG, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '31 Mar, 2014'}",1.0
267920,Action,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Jan, 2014'}",0.0
267980,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Jan, 2014'}",0.0
269490,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '1 Apr, 2014'}",0.0
269790,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 May, 2014'}",0.0
271860,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': 'Feb 5, 2014'}",0.0
274900,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '25 Jul, 2014'}",1.0
275470,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2014'}",0.0
275490,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Apr, 2014'}",0.0
276220,"Casual, Simulation","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '27 Mar, 2014'}",0.0
277510,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '16 May, 2014'}",0.0
277680,"Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Dec, 2014'}",0.0
278640,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '9 Jul, 2014'}",0.0
279260,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Jun, 2014'}",0.0
