Unnamed: 0,ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Fecha,Dias_Pasados,Multiplayer,Cantidad de descargas
2550,250320,"Action, Adventure, Casual","Single-player, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '11 Oct, 2013'}",2013-10-11 00:00:00,3827,0.0,83
2551,250760,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26 Jun, 2014'}",2014-06-26 00:00:00,3569,1.0,38
2552,251130,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '30 Apr, 2015'}",2015-04-30 00:00:00,3261,0.0,2
2553,251470,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '11 Mar, 2014'}",2014-03-11 00:00:00,3676,1.0,5
2554,251870,Adventure,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Feb, 2014'}",2014-02-21 00:00:00,3694,0.0,3
2555,252750,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '8 Jul, 2014'}",2014-07-08 00:00:00,3557,0.0,0
2556,224860,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '1 Oct, 2013'}",2013-10-01 00:00:00,3837,0.0,0
2557,247660,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 Oct, 2013'}",2013-10-29 00:00:00,3809,0.0,4
2558,242050,"Action, Adventure","Single-player, Multi-player, In-App Purchases","{'coming_soon': False, 'date': ''}",-1,2457,1.0,584
2559,258910,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Jan, 2015'}",2015-01-20 00:00:00,3361,0.0,1
2560,260230,Adventure,"Single-player, Family Sharing","{'coming_soon': False, 'date': '25 Jun, 2014'}",2014-06-25 00:00:00,3570,0.0,15
2561,261110,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '23 May, 2014'}",2014-05-23 00:00:00,3603,0.0,7
2562,261570,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '10 Mar, 2015'}",2015-03-10 00:00:00,3312,0.0,296
2563,258090,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '12 Nov, 2013'}",2013-11-12 00:00:00,3795,0.0,0
2564,262390,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '20 Mar, 2014'}",2014-03-20 00:00:00,3667,0.0,0
2565,263880,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '3 Feb, 2014'}",2014-02-03 00:00:00,3712,1.0,0
2566,264690,"Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '28 Oct, 2014'}",2014-10-28 00:00:00,3445,0.0,1
2567,267340,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Apr, 2014'}",2014-04-11 00:00:00,3645,0.0,0
2568,25890,Strategy,"Single-player, Multi-player, Co-op, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '7 Aug, 2009'}",2009-08-07 00:00:00,5353,1.0,58
2569,239160,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Feb, 2014'}",2014-02-27 00:00:00,3688,0.0,69
2570,235210,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '19 Feb, 2014'}",2014-02-19 00:00:00,3696,0.0,5
2571,282900,"RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': 'Jan 29, 2015'}",-1,2457,0.0,24
2572,283640,"Action, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '17 May, 2016'}",2016-05-17 00:00:00,2878,1.0,98
2573,284220,"Action, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': 'Jul 21, 2015'}",-1,2457,0.0,0
2574,285980,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '23 Oct, 2014'}",2014-10-23 00:00:00,3450,0.0,0
2575,286120,RPG,"Single-player, Steam Achievements, Stats, Family Sharing","{'coming_soon': False, 'date': '18 Apr, 2014'}",2014-04-18 00:00:00,3638,0.0,0
2576,286260,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '15 Dec, 2014'}",2014-12-15 00:00:00,3397,0.0,1
2577,286380,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '29 May, 2014'}",2014-05-29 00:00:00,3597,0.0,0
2578,201810,Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '19 May, 2014'}",2014-05-19 00:00:00,3607,0.0,143
2579,294370,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '7 Nov, 2014'}",2014-11-07 00:00:00,3435,0.0,1
2580,294810,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '11 Dec, 2014'}",2014-12-11 00:00:00,3401,1.0,5
2581,294860,"Action, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Nov, 2014'}",2014-11-11 00:00:00,3431,0.0,41
2582,296490,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Apr, 2015'}",2015-04-30 00:00:00,3261,0.0,103
2583,300380,"Action, Adventure, Indie, Racing, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '4 Oct, 2017'}",2017-10-04 00:00:00,2373,1.0,57
2584,292140,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '11 Dec, 2014'}",2014-12-11 00:00:00,3401,0.0,66
2585,305380,Action,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '8 Apr, 2015'}",2015-04-08 00:00:00,3283,1.0,0
2586,310360,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","{'coming_soon': False, 'date': '15 May, 2015'}",2015-05-15 00:00:00,3246,0.0,20
2587,311340,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '18 Dec, 2014'}",2014-12-18 00:00:00,3394,0.0,36
2588,312720,"Casual, Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Steam Turn Notifications, Family Sharing","{'coming_soon': False, 'date': '1 Oct, 2014'}",2014-10-01 00:00:00,3472,1.0,0
2589,313740,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '9 Jul, 2014'}",2014-07-09 00:00:00,3556,0.0,2
2590,314830,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Jan, 2015'}",2015-01-20 00:00:00,3361,0.0,1
2591,255070,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '15 Jul, 2014'}",2014-07-15 00:00:00,3550,1.0,0
2592,315810,Adventure,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Jan, 2015'}",2015-01-30 00:00:00,3351,0.0,17
2593,316790,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Commentary available, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26 Jan, 2015'}",2015-01-26 00:00:00,3355,0.0,13
2594,229810,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '23 Sep, 2015'}",2015-09-23 00:00:00,3115,1.0,0
2595,322290,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Mar, 2015'}",2015-03-30 00:00:00,3292,0.0,0
2596,258520,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Sep, 2014'}",2014-09-25 00:00:00,3478,0.0,0
2597,400430,"Adventure, Indie","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': ''}",-1,2457,0.0,2
2598,323320,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '4 Feb, 2015'}",2015-02-04 00:00:00,3346,0.0,1
2599,258970,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '23 Sep, 2014'}",2014-09-23 00:00:00,3480,1.0,44
2600,221540,"Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '23 Sep, 2014'}",2014-09-23 00:00:00,3480,1.0,24
2601,312860,,Family Sharing,"{'coming_soon': False, 'date': '22 Sep, 2014'}",2014-09-22 00:00:00,3481,0.0,0
2602,305050,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '29 Sep, 2014'}",2014-09-29 00:00:00,3474,1.0,1
2603,289130,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 Sep, 2014'}",2014-09-18 00:00:00,3485,1.0,147
2604,329440,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2015'}",2015-11-02 00:00:00,3075,0.0,4
2605,329490,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '23 Jan, 2015'}",2015-01-23 00:00:00,3358,1.0,1
2606,330830,Adventure,"Single-player, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '16 Feb, 2021'}",2021-02-16 00:00:00,1142,0.0,23
2607,214610,"Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2012'}",2012-11-08 00:00:00,4164,0.0,0
2608,333220,Indie,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '20 Nov, 2014'}",2014-11-20 00:00:00,3422,0.0,0
2609,234630,"Racing, Simulation, Sports","Single-player, Multi-player, Steam Achievements, VR Supported, Steam Trading Cards, VR Support, Partial Controller Support, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 May, 2015'}",2015-05-06 00:00:00,3255,1.0,46
2610,333600,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '29 Dec, 2014'}",2014-12-29 00:00:00,3383,0.0,42
2611,333980,"Action, Adventure, Casual, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '26 May, 2015'}",2015-05-26 00:00:00,3235,0.0,12
2612,334300,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '1 Jan, 2015'}",2015-01-01 00:00:00,3380,0.0,0
2613,339400,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '2 Mar, 2015'}",2015-03-02 00:00:00,3320,0.0,3
2614,304650,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '6 Feb, 2015'}",2015-02-06 00:00:00,3344,0.0,51
2615,242680,"Action, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '5 Dec, 2015'}",2015-12-05 00:00:00,3042,1.0,87
2616,340770,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '7 Jun, 2016'}",2016-06-07 00:00:00,2857,0.0,0
2617,341510,"Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Mar, 2015'}",2015-03-02 00:00:00,3320,0.0,0
2618,347620,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 May, 2015'}",2015-05-30 00:00:00,3231,0.0,12
2619,347830,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '4 Aug, 2015'}",2015-08-04 00:00:00,3165,0.0,0
2620,353270,"RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Oct, 2015'}",2015-10-30 00:00:00,3078,0.0,6
2621,354160,Racing,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '8 Oct, 2015'}",2015-10-08 00:00:00,3100,1.0,2
2622,355050,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '29 Apr, 2015'}",2015-04-29 00:00:00,3262,1.0,2
2623,350080,Action,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '4 May, 2015'}",2015-05-04 00:00:00,3257,0.0,79
2624,345180,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '24 Jul, 2015'}",2015-07-24 00:00:00,3176,1.0,14
2625,359310,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Aug, 2015'}",2015-08-25 00:00:00,3144,0.0,1
2626,359870,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '12 May, 2016'}",2016-05-12 00:00:00,2883,0.0,624
2627,236450,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '24 Sep, 2013'}",2013-09-24 00:00:00,3844,0.0,8
2628,360740,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '15 Oct, 2015'}",2015-10-15 00:00:00,3093,0.0,14
2629,362660,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '23 Apr, 2015'}",2015-04-23 00:00:00,3268,0.0,0
2630,369990,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '10 Mar, 2016'}",2016-03-10 00:00:00,2946,1.0,83
2631,351710,"RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '29 May, 2015'}",2015-05-29 00:00:00,3232,0.0,11
2632,269670,"Action, Adventure, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26 May, 2015'}",2015-05-26 00:00:00,3235,1.0,5
2633,373930,Strategy,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '11 Aug, 2017'}",2017-08-11 00:00:00,2427,1.0,157
2634,247080,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '23 Apr, 2015'}",2015-04-23 00:00:00,3268,1.0,115
2635,380690,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 Jun, 2015'}",2015-06-29 00:00:00,3201,0.0,0
2636,385800,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '17 Aug, 2015'}",2015-08-17 00:00:00,3152,0.0,10
2637,290340,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '1 Sep, 2015'}",2015-09-01 00:00:00,3137,1.0,113
2638,387290,Action,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Apr, 2016'}",2016-04-27 00:00:00,2898,0.0,250
2639,387340,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '21 Mar, 2016'}",2016-03-21 00:00:00,2935,0.0,3
2640,340170,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 Aug, 2015'}",2015-08-18 00:00:00,3151,0.0,10
2641,292910,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '8 Jul, 2014'}",2014-07-08 00:00:00,3557,0.0,11
2642,310490,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '25 Aug, 2015'}",2015-08-25 00:00:00,3144,0.0,0
2643,404540,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20 Jun, 2017'}",2017-06-20 00:00:00,2479,1.0,1
2644,351970,RPG,"Um jogador, Multijogador, Tela dividida/compartilhada, Conquistas Steam, Compat. total com controle, Cartas Colecionáveis Steam, Nuvem Steam, Remote Play no celular, Remote Play no tablet, Remote Play na TV, Remote Play Together, Compartilhamento de biblioteca","{'coming_soon': False, 'date': '19 Oct, 2015'}",2015-10-19 00:00:00,3089,0.0,36
2645,412830,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '8 Sep, 2016'}",2016-09-08 00:00:00,2764,0.0,116
2646,420270,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '4 Dec, 2015'}",2015-12-04 00:00:00,3043,0.0,0
2647,368500,"Action, Adventure","Single-player, In-App Purchases, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '18 Nov, 2015'}",2015-11-18 00:00:00,3059,0.0,367
2648,421060,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '6 Jan, 2016'}",2016-01-06 00:00:00,3010,0.0,0
2649,422810,"Action, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '27 Feb, 2017'}",2017-02-27 00:00:00,2592,1.0,0
2650,434650,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '31 Aug, 2016'}",2016-08-31 00:00:00,2772,1.0,200
2651,264240,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '8 Jan, 2014'}",2014-01-08 00:00:00,3738,0.0,0
2652,372360,RPG,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '1 Feb, 2016'}",2016-02-01 00:00:00,2984,1.0,52
2653,449220,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '5 Apr, 2016'}",2016-04-05 00:00:00,2920,0.0,0
2654,455400,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '21 Jun, 2016'}",2016-06-21 00:00:00,2843,1.0,4
2655,485510,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '7 Nov, 2017'}",2017-11-07 00:00:00,2339,1.0,323
2656,445310,"RPG, Strategy","Single-player, Multi-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '4 Aug, 2016'}",2016-08-04 00:00:00,2799,1.0,58
2657,512900,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '12 Jul, 2019'}",2019-07-12 00:00:00,1727,1.0,362
2658,524580,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Feb, 2017'}",2017-02-14 00:00:00,2605,0.0,7
2659,460920,"Action, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, In-App Purchases, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '2 Dec, 2016'}",2016-12-02 00:00:00,2679,1.0,120
