Unnamed: 0,ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Fecha,Dias_Pasados,Multiplayer,Cantidad de descargas
648,1128810,"Casual, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Remote Play on Phone, Remote Play on Tablet, Remote Play Together","{'coming_soon': False, 'date': '19 Feb, 2020'}",2020-02-19 00:00:00,1505,1.0,1863
649,1172380,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Tablet, Remote Play on TV, HDR available","{'coming_soon': False, 'date': '14 Nov, 2019'}",2019-11-14 00:00:00,1602,0.0,1343
650,1276390,"Action, Casual, Indie, Strategy, Free to Play","Multi-player, PvP, Online PvP, In-App Purchases","{'coming_soon': False, 'date': '30 Nov, 2021'}",2021-11-30 00:00:00,855,1.0,653
651,1241100,"Action, Indie, Massively Multiplayer, Free to Play, Early Access","Multi-player, MMO, PvP, Online PvP, In-App Purchases","{'coming_soon': False, 'date': '6 Mar, 2020'}",2020-03-06 00:00:00,1489,1.0,303
652,1302240,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '18 Aug, 2023'}",2023-08-18 00:00:00,229,1.0,226
653,1326470,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '22 feb 2024'}",-1,2457,1.0,8204
654,1341290,"Adventure, Casual, Indie","Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '10 May, 2022'}",2022-05-10 00:00:00,694,1.0,245
655,1408610,"Adventure, Casual, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '31 Aug, 2022'}",2022-08-31 00:00:00,581,1.0,307
656,1496790,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, HDR available, Family Sharing","{'coming_soon': False, 'date': '21/out./2022'}",-1,2457,1.0,165
657,1517290,"Action, Adventure, Casual","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, HDR available","{'coming_soon': False, 'date': '19 Nov, 2021'}",2021-11-19 00:00:00,866,1.0,12958
658,1551360,"Action, Adventure, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2021'}",2021-11-08 00:00:00,877,1.0,9442
659,674020,"Aktion, Kostenlos","Mehrspieler, PvP, Online-PvP, Teilweise Controllerunterstützung","{'coming_soon': False, 'date': '10 Dec, 2022'}",2022-12-10 00:00:00,480,0.0,60
660,916440,"Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards","{'coming_soon': False, 'date': 'Apr 2019'}",-1,2457,1.0,1979
661,2369390,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '11 May, 2023'}",2023-05-11 00:00:00,328,1.0,1135
662,1203220,"Action, Adventure, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '11 Aug, 2021'}",2021-08-11 00:00:00,966,1.0,93851
663,109600,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Includes level editor","{'coming_soon': False, 'date': '5 Dec, 2013'}",2013-12-05 00:00:00,3772,1.0,467
664,319910,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20 Aug, 2015'}",2015-08-20 00:00:00,3149,1.0,4
665,332070,"Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Achievements, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '4 Dec, 2014'}",2014-12-04 00:00:00,3408,1.0,2
666,365670,"Animation & Modeling, Design & Illustration, Video Production",,"{'coming_soon': False, 'date': '2015 年 4 月 24 日'}",-1,2457,,5535
667,292030,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '18/mai./2015'}",-1,2457,0.0,10818
668,397900,"Adventure, Casual, Indie, Massively Multiplayer, Simulation, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Leaderboards, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together","{'coming_soon': False, 'date': '27 Jul, 2017'}",2017-07-27 00:00:00,2442,1.0,349
669,413150,"Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26 Feb, 2016'}",2016-02-26 00:00:00,2959,1.0,136848
670,442080,"Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '6 Jul, 2016'}",2016-07-06 00:00:00,2828,1.0,53
671,24200,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '2 Nov, 2011'}",2011-11-02 00:00:00,4536,1.0,379
672,706220,,,,-1,2457,,0
673,1025580,"Free to Play, Strategy, Early Access","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2019'}",2019-02-13 00:00:00,1876,1.0,1
674,1056600,"Action, Indie, Strategy, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases","{'coming_soon': False, 'date': 'Mar 25, 2021'}",-1,2457,1.0,10
675,1195460,"Action, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, In-App Purchases","{'coming_soon': False, 'date': '9 Dec, 2019'}",2019-12-09 00:00:00,1577,1.0,10
676,1254120,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '6 Aug, 2021'}",2021-08-06 00:00:00,971,1.0,562
677,1301720,"Adventure, Casual, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards","{'coming_soon': False, 'date': '5 Sep, 2020'}",2020-09-05 00:00:00,1306,1.0,95
