ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas
720380,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support",,1.0,3
662320,"Violent, Gore, Action, Adventure, Casual, Free to Play, Massively Multiplayer","Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
914320,"Casual, Free to Play, Indie, RPG, Simulation","Single-player, In-App Purchases",,0.0,35
914700,"Action, Casual, Free to Play, Indie, Simulation, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Family Sharing",,1.0,0
1083600,"Casual, Indie, Strategy, Free to Play","Single-player, Steam Achievements, In-App Purchases, Steam Cloud, Steam Leaderboards",,0.0,64
2113050,"Adventure, Indie, Strategy","Single-player, Steam Achievements",,0.0,1
2325900,"Indie, Simulation, Strategy","Single-player, Partial Controller Support, Steam Cloud",,0.0,5
1176710,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,103
461520,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
362930,Racing,"Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '16 Oct, 2015'}",0.0,44
1142100,"Action, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together, Family Sharing",,1.0,5
1142500,"Action, Indie, Simulation","Single-player, Includes level editor, Family Sharing",,0.0,53
316240,Simulation,"Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0
842500,"Gore, Action, Indie",Single-player,,0.0,0
1263550,"Action, Adventure, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",,1.0,124
583010,Utilities,Partial Controller Support,,0.0,155
839310,"Indie, Simulation","Single-player, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,11
862800,"Action, Indie, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Leaderboards, Family Sharing",,1.0,20
1378990,Action,"Single-player, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': '18 Oct, 2022'}",0.0,85
1388870,"Adventure, Indie, Simulation","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,35
1282590,Simulation,"Single-player, Steam Achievements, Full controller support, Stats, Family Sharing",,0.0,72
269190,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '8 Jun, 2021'}",0.0,12
335620,"RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Family Sharing",,0.0,52
344860,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,3
470310,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,104
574720,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,58
699170,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,66
716490,"Indie, Simulation","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",,0.0,13
726840,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,40
684450,"Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,154
1488200,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,206
330580,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",,1.0,0
944110,"Casual, Indie, Simulation, Free to Play","Single-player, Steam Achievements, In-App Purchases",,0.0,7
958480,"Action, Casual, Indie","Single-player, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0
1185520,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,0
1310910,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,4
2022180,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,4
12520,Racing,"Single-player, Family Sharing",,0.0,1
33730,Simulation,"Single-player, Family Sharing",,0.0,1
248290,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
283040,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing",,0.0,1
284970,"Action, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,1
292200,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
301050,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0
315940,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0.0,0
337940,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
338800,"Indie, Simulation, Strategy","Single-player, Multi-player, Family Sharing",,1.0,19
340130,"Action, Casual","Single-player, Steam Cloud, Stats, Family Sharing",,0.0,0
342090,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
354640,"Free to Play, Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Steam Cloud, Family Sharing",,1.0,0
354960,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0
357200,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0
552280,Adventure,"Single-player, Steam Trading Cards, Family Sharing",,0.0,3
745960,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,2
812560,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Family Sharing",,0.0,0
820730,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1
1044620,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,28
1069230,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,2
325180,"Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing",Steam Workshop,,0.0,2
1299420,Indie,"Single-player, Full controller support",,0.0,1
263700,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Partial Controller Support, Steam Leaderboards, Family Sharing",,1.0,1
298400,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0.0,0
359220,"Racing, Simulation","Single-player, Multi-player, Includes level editor, Family Sharing",,1.0,6
737010,,,,,0
857980,"Action, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,37
1019100,Action,"Single-player, Game demo, Partial Controller Support, Family Sharing",,0.0,5
1051690,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,25
1055430,"Action, Adventure, Casual, RPG, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Remote Play Together, Family Sharing",,1.0,69
1707650,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Family Sharing",,1.0,11
1009560,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Family Sharing",,0.0,126
658970,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",,1.0,14
722750,,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",,1.0,0
731910,Casual,"Single-player, Family Sharing",,0.0,0
807890,"Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",,1.0,0
405900,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,43
495280,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,32
803600,"RPG, Strategy","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,74
882710,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,3
924980,RPG,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,0.0,54
1167100,"Action, Indie, RPG","Single-player, Partial Controller Support, Family Sharing",,0.0,0
1191840,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",,0.0,12
1233880,"RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Family Sharing",,0.0,12
1288310,Indie,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,8
1696440,"Indie, RPG, Strategy, Early Access","Single-player, Full controller support, Steam Workshop, Steam Workshop, Steam Cloud, Family Sharing",,0.0,87
1718570,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,248
1939560,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",,0.0,2
1868180,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,43
6010,Adventure,"Single-player, Steam Cloud, Family Sharing",,0.0,16
603140,"Casual, Free to Play, Indie, Simulation","Single-player, Steam Achievements",,0.0,0
623080,"Adventure, Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1
863570,"Adventure, Casual, RPG, Simulation, Strategy","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0.0,14
227920,"Strategy, Casual","Single-player, Family Sharing",,0.0,14
505060,"Action, Adventure, Indie, RPG, Early Access","Single-player, Steam Cloud, Includes level editor, Family Sharing",,0.0,0
433530,"Action, Indie, Massively Multiplayer","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,25
1371480,"Action, Indie, Strategy, Early Access","Multi-player, PvP, Online PvP, Steam Trading Cards, In-App Purchases, Family Sharing",,1.0,0
1763050,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,14
1968340,"Action, Indie, Simulation, Early Access","Single-player, Partial Controller Support, Family Sharing",,0.0,2
2209680,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,6
2027330,"Action, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Includes level editor, Family Sharing",,1.0,338
733610,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
1344350,"Action, Adventure, Free to Play, Indie","Single-player, Partial Controller Support, Steam Cloud",,0.0,41
1599020,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,16
1732740,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1
1842810,,,,,90
1863670,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",,0.0,56
2273880,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,2
2427700,"Strategy, Early Access","Multi-player, PvP, Online PvP, Steam Cloud, Family Sharing",,1.0,6883
1529570,Audio Production,Steam Cloud,,0.0,61
205550,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Family Sharing",,1.0,0
99910,"Adventure, Casual, Free to Play, Massively Multiplayer, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, In-App Purchases",,1.0,98
105430,,,,,14
109410,,,,,0
286080,"Action, Adventure, Free to Play, Indie","Single-player, Full controller support, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Includes Source SDK",,0.0,6
238910,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,2
259360,,,,,0
267060,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
267940,"Action, Racing","Single-player, Family Sharing",,0.0,0
312640,"Action, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0
328940,Indie,"Single-player, Co-op, Steam Achievements, Partial Controller Support, Family Sharing",,0.0,0
344130,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0
346210,,,,,3
348960,,,,,0
350620,,,,,0
351800,,,,,0
356200,,,,,0
357780,,,,,4
357900,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,0
359810,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
368650,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
371390,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
375010,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
375620,"Action, Adventure, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Trading Cards, Remote Play Together, Family Sharing",,1.0,0
385890,"Action, Free to Play, Massively Multiplayer, RPG, Strategy, Early Access","Multi-player, MMO, Co-op, Steam Achievements, Family Sharing",,1.0,0
389400,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,2
392820,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
402330,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",,0.0,2
404070,"Casual, Free to Play, Indie, RPG, Early Access","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Trading Cards, Remote Play Together",,1.0,0
405950,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
272890,"Indie, Sports","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0
415350,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,1
415960,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing",,0.0,0
416690,Indie,Multi-player,,1.0,0
418160,"Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
418430,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0
424000,"Action, Adventure","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
430020,Adventure,"Single-player, Steam Trading Cards, Family Sharing",,0.0,1
434210,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,2
434500,"Action, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
435140,"Casual, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
440730,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",,1.0,0
448460,,,,,0
448470,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
449520,"Casual, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
449530,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
452920,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,0
453850,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
455970,Casual,"Single-player, Steam Trading Cards, Family Sharing",,0.0,0
456660,Casual,"Single-player, Steam Trading Cards, Family Sharing",,0.0,0
461880,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0
461890,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
463100,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
463710,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
466890,"Action, Adventure","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
473810,"Action, Adventure, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, In-App Purchases, Partial Controller Support, Family Sharing",,1.0,0
485390,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
485890,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
495780,"Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
496680,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1
497100,"Action, Adventure, Casual, Indie, Sports","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
502090,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
507380,"Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0
507390,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
520530,"Action, Indie, Massively Multiplayer, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",,1.0,0
531800,,,,,Error
536410,"Violent, Gore, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0
543170,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1
543360,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0
551080,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
551930,"Indie, Simulation, Sports","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
571020,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
571870,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
575840,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0
576750,"Action, Adventure, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",,0.0,0
579150,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1
622170,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",,1.0,0
662830,"Action, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, In-App Purchases, Remote Play Together",,1.0,19
1126320,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,340
1172940,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,2
1545450,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,34
1840490,"Action, Indie","Single-player, Full controller support, Family Sharing",,0.0,2
2067790,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0
2162520,"Adventure, Casual, Indie, Simulation","Single-player, Family Sharing",,0.0,0
390570,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",,0.0,0
411370,Action,"Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2016'}",1.0,15
522880,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0
658620,"Adventure, Casual","Single-player, Steam Trading Cards, Family Sharing",,0.0,15
965010,Adventure,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1
970570,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0.0,26
976390,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,4
1144300,Adventure,"Single-player, Steam Cloud, Family Sharing",,0.0,0
1145030,Adventure,"Single-player, Steam Cloud, Family Sharing",,0.0,0
1714320,"Casual, Indie","Single-player, Family Sharing",,0.0,9
346290,"Action, Adventure, Free to Play, Indie","Single-player, Full controller support, Captions available, Family Sharing",,0.0,2
608990,"Casual, Indie, Simulation, Strategy, Early Access","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Family Sharing",,1.0,1
760510,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support",,0.0,0
640890,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,1
1755910,"Action, Free to Play","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,22
664830,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,19
443080,,,,,1
326160,"Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards",,1.0,54
342190,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, VR Support, Steam Cloud, Family Sharing",,1.0,0
977690,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",,1.0,0
1363430,Action,"Single-player, Tracked Controller Support, VR Only",,0.0,31
214170,RPG,"Single-player, Family Sharing",,0.0,34
224440,"Indie, RPG, Simulation, Strategy, Early Access","Single-player, Steam Workshop, Family Sharing",,0.0,0
207930,Action,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",,1.0,2
251970,,,,,0
252290,"Adventure, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Family Sharing",,0.0,0
290320,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0
293940,"Action, Indie, Simulation, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,1.0,0
297060,"Action, Indie, Strategy","Single-player, Partial Controller Support, Family Sharing",,0.0,0
297810,,,,,0
301220,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Includes level editor, Family Sharing",,0.0,0
219760,RPG,"Single-player, Family Sharing",,0.0,4
312200,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,0.0,4
253510,"Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards",,1.0,0
323060,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,4
339200,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,0.0,3
368720,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
372800,"Adventure, Indie, Massively Multiplayer, RPG, Free to Play, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats, Steam Leaderboards, Includes level editor",,1.0,83
381180,,,,,0
398850,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,10
403970,RPG,"Single-player, Steam Achievements, Full controller support, Remote Play on TV, Family Sharing",,0.0,3
471010,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,25
573120,"Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,33
378540,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,71
672970,"Adventure, RPG","Single-player, Family Sharing",,0.0,0
730590,,,,,Error
565020,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, In-App Purchases",,1.0,0
770070,"Adventure, RPG","Single-player, Family Sharing",,0.0,1
780580,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing",,0.0,0
840800,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Family Sharing",,1.0,21
929010,"Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,16
