ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas
341720,"Casual, Free to Play, Indie, Simulation","Single-player, Family Sharing","{'coming_soon': False, 'date': '22 Jan, 2015'}",0.0,1
395200,"Action, Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Dec, 2015'}",0.0,15
828900,"Adventure, Indie","Single-player, Family Sharing","{'coming_soon': False, 'date': '7 Feb, 2019'}",0.0,1
866800,Adventure,"Single-player, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': '13 Aug, 2018'}",0.0,83
1580970,"Adventure, Casual, Indie",Single-player,"{'coming_soon': False, 'date': '20 May, 2021'}",0.0,0
1657630,"Action, Adventure, Casual, Indie, Simulation, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '22 Sep, 2022'}",0.0,694
485670,"Casual, Indie, Massively Multiplayer, Simulation, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '21 Apr, 2018'}",1.0,1
699240,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Cloud","{'coming_soon': False, 'date': '21 Sep, 2017'}",0.0,1
1504020,"Casual, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Feb, 2021'}",0.0,1
745920,"Adventure, Indie, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet","{'coming_soon': False, 'date': '6 Sep, 2022'}",1.0,287
786450,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '16 Jul, 2018'}",1.0,1
1457320,"Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 Jul, 2023'}",1.0,671
2208920,"Action, Adventure, RPG","Single-player, Captions available, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '6 Dec, 2022'}",0.0,2745
26000,"Action, Indie","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '9 Mar, 2009'}",0.0,1
15390,Action,"Single-player, Family Sharing","{'coming_soon': False, 'date': '8 Oct, 2008'}",0.0,14
2290,Action,"Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Aug, 2007'}",0.0,3
206480,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Co-op, In-App Purchases","{'coming_soon': False, 'date': '25 Jun, 2012'}",1.0,423
415420,"Action, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '4 Dec, 2015'}",0.0,2
555150,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Commentary available, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '14 Sep, 2017'}",0.0,1
598700,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '13 Jul, 2018'}",0.0,21
703700,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Nov, 2017'}",0.0,0
312670,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Aug, 2018'}",1.0,87
836490,"Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 May, 2018'}",0.0,0
885810,"Adventure, Casual, Indie, RPG","Single-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '30 Oct, 2018'}",0.0,3
923910,"Adventure, Indie, RPG, Early Access","Single-player, Family Sharing","{'coming_soon': False, 'date': '4 Jun, 2019'}",0.0,0
356650,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Aug, 2018'}",0.0,28
370280,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Mar, 2016'}",0.0,0
1002560,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '27 Feb, 2019'}",0.0,9
1038810,"Adventure, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '13 Jun, 2019'}",0.0,3
1093910,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Sep, 2019'}",0.0,4
1140610,"Adventure, Casual, Indie","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Sep, 2019'}",0.0,0
1144910,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '10 Mar, 2021'}",0.0,4
1244950,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20 Aug, 2020'}",1.0,3
1283220,"Action, Adventure, Free to Play, Indie","Single-player, Steam Achievements, Partial Controller Support","{'coming_soon': False, 'date': '11 Jul, 2020'}",0.0,0
1365010,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Aug, 2020'}",0.0,0
1367080,"Action, Free to Play","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Leaderboards","{'coming_soon': False, 'date': '30 May, 2023'}",1.0,399
1377360,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '2 Oct, 2020'}",0.0,9
1393350,"Casual, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Nov, 2020'}",0.0,2
1437400,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '6 Nov, 2023'}",1.0,39
1528130,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '12 Feb, 2021'}",0.0,0
257350,"Приключенческие игры, Ролевые игры","Для одного игрока, Для нескольких игроков, Кооперативная игра, Кроссплатформенная игра, Достижения Steam, Коллекционные карточки, Имеются субтитры, Steam Cloud, Family Library Sharing","{'coming_soon': False, 'date': '15 Nov, 2013'}",0.0,586
1899060,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 May, 2023'}",0.0,16
2594920,"Adventure, Casual, RPG","Single-player, In-App Purchases","{'coming_soon': False, 'date': '24 Jan, 2024'}",0.0,337
1812370,"Adventure, RPG","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '7 Nov, 2023'}",1.0,39
203210,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '3 Feb, 2012'}",0.0,1
237590,,,,,0
243450,"Action, Racing, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '18 Sep, 2013'}",0.0,2
255870,Action,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '11 Nov, 2013'}",1.0,0
249330,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '4 Oct, 2013'}",0.0,1
278930,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '6 Mar, 2014'}",0.0,1
325100,,,"{'coming_soon': False, 'date': '3 Nov, 2014'}",,0
453720,"Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '29 Aug, 2016'}",1.0,2
467950,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '20 May, 2016'}",0.0,2
528200,Video Production,,"{'coming_soon': False, 'date': '30 Sep, 2016'}",,100
533950,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '11 Nov, 2016'}",0.0,0
556870,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '29 Nov, 2016'}",0.0,0
563810,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '13 Feb, 2017'}",0.0,0
567580,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'coming_soon': False, 'date': '28 Dec, 2016'}",0.0,0
656600,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '14 Jul, 2017'}",0.0,0
733800,"Action, Indie, Strategy","Single-player, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '8 Dec, 2017'}",0.0,0
38740,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","{'coming_soon': False, 'date': '11 Aug, 2011'}",0.0,1
248170,"Animation & Modeling, Education, Utilities, Web Publishing","Single-player, Multi-player, MMO, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Leaderboards, Remote Play Together","{'coming_soon': False, 'date': '5 Dec, 2013'}",1.0,206
338530,"Action, Casual, Indie","Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '17 Nov, 2015'}",1.0,0
438720,"Free to Play, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases","{'coming_soon': False, 'date': '3 Aug, 2016'}",1.0,0
601810,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '10 Apr, 2017'}",0.0,4
684200,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Full controller support","{'coming_soon': False, 'date': '12 Jul, 2018'}",1.0,0
752580,Strategy,"Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '16 Aug, 2021'}",1.0,92
7760,Strategy,"Single-player, Family Sharing","{'coming_soon': False, 'date': '4 Sep, 2008'}",0.0,59
48240,Strategy,"Single-player, Multi-player, Steam Trading Cards","{'coming_soon': False, 'date': '17 Nov, 2011'}",1.0,121
213850,Strategy,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '26 Jun, 2013'}",1.0,20
269950,Simulation,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Tracked Controller Support, VR Supported, Partial Controller Support, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '30 Mar, 2017'}",1.0,708
271260,"Action, Adventure, Simulation","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Includes level editor, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '20 Sep, 2018'}",1.0,14
326130,Casual,"Single-player, Family Sharing","{'coming_soon': False, 'date': '24 Oct, 2014'}",0.0,0
336940,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '27 Apr, 2018'}",0.0,2
398170,"Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '18 Jan, 2016'}",1.0,4
412450,"Action, Adventure, RPG, Early Access","Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '19 Apr, 2016'}",1.0,0
419480,"Action, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '23 May, 2017'}",0.0,13
445220,"Action, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Family Sharing","{'coming_soon': False, 'date': '9 Mar, 2020'}",1.0,1077
465490,"Adventure, Indie, RPG, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '22 Sep, 2016'}",0.0,76
501080,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '7 Feb, 2018'}",0.0,34
541210,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Includes level editor, Family Sharing","{'coming_soon': False, 'date': '5 Jun, 2017'}",0.0,149
588030,"Adventure, Indie, Simulation, Early Access","Single-player, Tracked Controller Support, VR Supported, Family Sharing","{'coming_soon': False, 'date': '25 Jan, 2019'}",0.0,203
588210,"Action, Indie, Massively Multiplayer, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '21 Oct, 2019'}",1.0,22
712190,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing","{'coming_soon': False, 'date': '25 Feb, 2020'}",0.0,15
732240,"Indie, RPG, Simulation","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '18 Jul, 2020'}",0.0,3
735580,"Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '8 Nov, 2018'}",0.0,0
979110,"Indie, RPG, Simulation, Strategy, Early Access","Single-player, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '21 May, 2020'}",0.0,420
718850,Strategy,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '6 Aug, 2019'}",1.0,204
1113120,,,"{'coming_soon': False, 'date': '7 Dec, 2022'}",,362
1161580,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '24 May, 2022'}",0.0,322
1288320,"Adventure, Simulation, Sports","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Aug, 2022'}",1.0,396
941570,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '3 Aug, 2020'}",0.0,4
1622900,"Adventure, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Family Sharing","{'coming_soon': False, 'date': '12 Oct, 2023'}",1.0,120
784080,"Action, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '26 May, 2021'}",1.0,1192
1646850,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","Single-player, Family Sharing","{'coming_soon': False, 'date': '17 Feb, 2023'}",0.0,123
9870,,,,,4
347670,"Action, Indie, RPG, Sports","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 Mar, 2015'}",0.0,3
337360,Action,"Single-player, Steam Achievements, Full controller support, Family Sharing","{'coming_soon': False, 'date': '31 May, 2016'}",0.0,4
771350,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '26 Jan, 2018'}",0.0,0
824190,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '13 Apr, 2018'}",0.0,0
542590,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases","{'coming_soon': False, 'date': '5 Apr, 2017'}",1.0,25
414740,"Action, Adventure, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '26 Sep, 2017'}",1.0,2
782250,"Indie, Simulation, Strategy","Single-player, Partial Controller Support, Family Sharing","{'coming_soon': False, 'date': '20 Apr, 2023'}",0.0,18
821880,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '26 Jul, 2021'}",0.0,47
829660,"Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","{'coming_soon': False, 'date': '21 Aug, 2019'}",1.0,26
930210,"Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '8 Feb, 2021'}",0.0,126
965230,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '10 Oct, 2019'}",0.0,8
1034140,"Action, Adventure, Casual, RPG, Strategy, Early Access","Single-player, Family Sharing","{'coming_soon': False, 'date': '26 Mar, 2021'}",0.0,184
1142130,"Action, Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op","{'coming_soon': False, 'date': '1 Nov, 2019'}",1.0,2
1150950,"Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '20 May, 2020'}",0.0,3
1250650,Simulation,"Single-player, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '16 Mar, 2020'}",0.0,23
1268110,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '15 Sep, 2020'}",0.0,14
1286350,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Sep, 2020'}",0.0,41
1336600,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '12 Jul, 2021'}",0.0,3
1354230,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '19 Dec, 2023'}",0.0,5
978780,"Casual, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing","{'coming_soon': False, 'date': '14 Jul, 2020'}",0.0,57
1401590,"Action, Adventure, Casual, RPG, Simulation","Single-player, Multi-player, Full controller support, Family Sharing","{'coming_soon': False, 'date': '5 Dec, 2023'}",1.0,3323
1547890,"Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '5 Nov, 2021'}",0.0,83
1924140,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '16 Mar, 2023'}",0.0,11
2293900,"Adventure, Massively Multiplayer, RPG, Free to Play, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases","{'coming_soon': False, 'date': '18 Jul, 2023'}",1.0,82
2647230,"Indie, Strategy","Single-player, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '30 Nov, 2023'}",0.0,21
1588010,"RPG, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '13 Oct, 2022'}",1.0,1215
347950,"Casual, Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases","{'coming_soon': False, 'date': '14 Dec, 2017'}",1.0,27
376310,"Indie, Massively Multiplayer, RPG","Multi-player, MMO, Steam Achievements, Steam Trading Cards, Family Sharing","{'coming_soon': False, 'date': '12 Sep, 2016'}",1.0,0
568580,"Action, Free to Play, Massively Multiplayer, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '6 Feb, 2017'}",1.0,1
596940,"Casual, Free to Play, Indie","Multi-player, PvP, Online PvP, Co-op, Online Co-op","{'coming_soon': False, 'date': '31 Aug, 2017'}",1.0,1
612290,,,,,0
655550,"Action, Free to Play, Sports","Multi-player, PvP, Online PvP","{'coming_soon': False, 'date': '29 Aug, 2017'}",1.0,0
668170,"Action, Free to Play, Indie, Racing, Simulation, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Workshop, In-App Purchases, Partial Controller Support","{'coming_soon': False, 'date': '9 Oct, 2017'}",1.0,2
673940,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Steam Trading Cards, In-App Purchases","{'coming_soon': False, 'date': '10 Oct, 2017'}",1.0,1
681500,Free to Play,"Single-player, Steam Achievements, Steam Cloud","{'coming_soon': False, 'date': '16 Aug, 2017'}",0.0,1
691730,"Free to Play, Racing, Simulation, Early Access","Single-player, Multi-player, PvP, Online PvP, Full controller support","{'coming_soon': False, 'date': '9 Sep, 2017'}",1.0,2
946090,Casual,"Single-player, Steam Achievements, Family Sharing","{'coming_soon': False, 'date': '17 Oct, 2018'}",0.0,0
1266800,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '15 Oct, 2020'}",0.0,3
1290000,"Casual, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '14 Jul, 2022'}",1.0,1900
1305420,"Casual, Indie, Strategy","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing","{'coming_soon': False, 'date': '25 Jul, 2020'}",1.0,18
1124980,"Action, Free to Play, Indie, Massively Multiplayer","Multi-player, PvP, Online PvP, In-App Purchases, Family Sharing","{'coming_soon': False, 'date': '22 Oct, 2019'}",1.0,0
33520,"Simulation, Strategy","Single-player, Family Sharing","{'coming_soon': False, 'date': '26 Jul, 2009'}",0.0,21
33530,"Simulation, Strategy","Single-player, Family Sharing",,0.0,12
342570,Indie,Partial Controller Support,,0.0,0
331810,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Family Sharing",,1.0,0
440090,Action,"Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Includes level editor",,1.0,0
672680,"Free to Play, Massively Multiplayer, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats",,1.0,458
798420,"Action, Casual, Massively Multiplayer, Simulation, Sports, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Stats",,1.0,63
819500,"Action, Adventure, Massively Multiplayer","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Stats, Family Sharing",,1.0,0
880850,"Action, Casual, Free to Play, Massively Multiplayer","Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",,1.0,25
1362420,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free to Play",Single-player,,0.0,2
1408680,"Action, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases, Partial Controller Support, Family Sharing",,1.0,0
1560500,"Action, Free to Play, Simulation, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",,1.0,78
2175210,"Action, Adventure, Free to Play",Single-player,,0.0,9
2337640,"Simulation, Free to Play","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud",,1.0,19
1191330,"Indie, Massively Multiplayer, RPG, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Partial Controller Support",,1.0,36
1232420,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases",,1.0,169
1628760,"Adventure, Casual, Indie, RPG, Simulation, Free to Play","Single-player, Steam Achievements, Stats",,0.0,0
260430,"Casual, Massively Multiplayer, Simulation, Free to Play","Multi-player, MMO, PvP, Online PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Valve Anti-Cheat enabled",,1.0,57
335220,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0
