ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Minutos jugadas,Fecha,Dias_Pasados
850170,"Action, Strategy, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases","{'date': '15 Aug, 2023'}",1,755,0,1,,15/08/2023 00:00,237
866510,"Adventure, Casual, Indie","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '6 Jun, 2018'}",1,7,199,1,,06/06/2018 00:00,2133
820030,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","{'date': '19 Jun, 2018'}",0,7,499,1,,19/06/2018 00:00,2120
967250,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '5 Nov, 2018'}",0,0,99,0,,05/11/2018 00:00,1981
703880,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '6 Nov, 2018'}",1,0,999,0,,06/11/2018 00:00,1980
994910,"Casual, Massively Multiplayer, Simulation, Strategy, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases","{'date': '23 Sep, 2020'}",1,116,0,1,,23/09/2020 00:00,1293
1013320,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free to Play, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet","{'date': '26 Sep, 2019'}",1,2182,0,1,,26/09/2019 00:00,1656
500710,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '18 Dec, 2017'}",1,14,0,1,,18/12/2017 00:00,2303
1098340,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '24 Jun, 2019'}",0,2,199,0,,24/06/2019 00:00,1750
1015500,"Simulation, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '21 Oct, 2019'}",1,14,0,0,,21/10/2019 00:00,1631
1245610,"Casual, Free to Play, Massively Multiplayer","Multi-player, MMO, Co-op, Online Co-op, In-App Purchases","{'date': '4 Apr, 2020'}",1,69,0,1,,04/04/2020 00:00,1465
287630,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV","{'date': '13 Mar, 2018'}",0,26,0,0,,13/03/2018 00:00,2218
1333350,"Adventure, RPG, Strategy, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases","{'date': '14 Aug, 2020'}",1,469,0,1,,14/08/2020 00:00,1333
1463920,"Casual, Indie, Free to Play","Single-player, Steam Achievements, Steam Cloud","{'date': '15 Jan, 2021'}",0,64,0,0,,15/01/2021 00:00,1179
1535560,"Casual, Free to Play, Indie, RPG, Simulation, Early Access","Single-player, Steam Achievements, In-App Purchases","{'date': '25 Aug, 2022'}",0,2382,0,1,,25/08/2022 00:00,592
1540960,"Free to Play, Indie, Strategy","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","{'date': '2 Feb, 2023'}",0,274,0,1,,02/02/2023 00:00,431
1269260,Strategy,"Single-player, Multi-player, PvP, Online PvP, Family Sharing",{'date': ''},1,3,0,0,,-1,708
1641650,"Free to Play, Simulation","Single-player, Multi-player, PvP, Online PvP, In-App Purchases","{'date': '23 Jun, 2021'}",1,383,0,1,,23/06/2021 00:00,1020
1022310,"Casual, Strategy","Multi-player, PvP, Online PvP, Family Sharing","{'date': '21 Apr, 2020'}",1,4,2999,0,,21/04/2020 00:00,1448
1353300,"Casual, Indie, Strategy, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '21 Dec, 2020'}",0,1177,0,1,,21/12/2020 00:00,1204
1690710,"Adventure, Indie, RPG, Strategy, Free to Play, Early Access","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","{'date': '22 Jul, 2022'}",0,1579,0,1,,22/07/2022 00:00,626
1777760,"Free to Play, Sports","Single-player, Steam Achievements, In-App Purchases","{'date': '26 Nov, 2021'}",0,343,0,1,,26/11/2021 00:00,864
937310,"Free to Play, Indie, Strategy","Single-player, Steam Achievements, Includes level editor","{'date': '6 May, 2021'}",0,185,0,0,,06/05/2021 00:00,1068
1878910,"Casual, Indie, Simulation","Single-player, Steam Cloud","{'date': '13 Jan, 2023'}",0,31,0,0,,13/01/2023 00:00,451
1891700,"Action, Casual, Indie, RPG, Free to Play","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","{'date': '17 Mar, 2022'}",0,2249,0,1,,17/03/2022 00:00,753
1964220,"Adventure, Casual, Indie, RPG, Simulation, Free to Play","Single-player, Steam Achievements, In-App Purchases, Stats","{'date': '23 Aug, 2022'}",0,151,0,1,,23/08/2022 00:00,594
1985170,"Strategy, Free to Play, Early Access","Single-player, Multi-player, PvP, Online PvP, In-App Purchases","{'date': '19 Oct, 2023'}",1,195,0,1,,19/10/2023 00:00,172
1990690,"Casual, Simulation, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","{'date': '2 Feb, 2023'}",0,125,0,1,,02/02/2023 00:00,431
2066550,"Casual, Free to Play, Indie, Simulation","Single-player, Steam Achievements","{'date': '26 Jul, 2022'}",0,27,0,0,,26/07/2022 00:00,622
2067850,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases","{'date': '16 May, 2023'}",1,124,0,1,,16/05/2023 00:00,328
1117350,Action,"Multi-player, PvP, Online PvP, Family Sharing","{'date': '24 Jan, 2023'}",1,2,0,0,,24/01/2023 00:00,440
1582500,"Indie, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing","{'date': '20 Oct, 2022'}",1,1,0,0,,20/10/2022 00:00,536
2333480,"Massively Multiplayer, RPG, Strategy, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","{'date': '9 Jan, 2024'}",1,561,0,1,,09/01/2024 00:00,90
2349820,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Steam Achievements, In-App Purchases, Remote Play Together","{'date': '17 May, 2023'}",1,9643,0,1,,17/05/2023 00:00,327
2368470,"Casual, Indie, Free to Play","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","{'date': '16 Nov, 2023'}",0,45,0,0,,16/11/2023 00:00,144
544610,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '31 Aug, 2017'}",1,82,3999,0,,31/08/2017 00:00,2412
226620,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '18 Apr, 2023'}",0,20,1499,0,,18/04/2023 00:00,356
2391710,"Action, Adventure, Casual, Indie, RPG, Simulation, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud","{'date': '10 Nov, 2023'}",1,93,0,0,,10/11/2023 00:00,150
1092040,"Action, Indie","Single-player, Full controller support","{'date': '15 Dec, 2020'}",0,0,0,0,,15/12/2020 00:00,1210
443910,Simulation,"Single-player, Full controller support, Steam Cloud, Family Sharing","{'date': '16 Jun, 2016'}",0,3,3999,0,,16/06/2016 00:00,2853
2484110,"Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '6 Dec, 2023'}",1,1635,0,1,,06/12/2023 00:00,124
2529130,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud","{'date': '31 Aug, 2023'}",0,18,0,0,,31/08/2023 00:00,221
2594640,"Action, Adventure, RPG, Simulation",Single-player,"{'date': '8 Dec, 2023'}",0,41,0,0,,08/12/2023 00:00,122
2140510,"Casual, Indie, RPG, Strategy, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases","{'date': '25 Aug, 2023'}",1,544,0,1,,25/08/2023 00:00,227
630360,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Captions available","{'date': '19 Jul, 2017'}",0,0,0,0,,19/07/2017 00:00,2455
1188260,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud","{'date': '22 Dec, 2019'}",0,5,0,0,,22/12/2019 00:00,1569
1035510,"Action, Adventure, Casual, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '8 Dec, 2020'}",1,40,324,0,,08/12/2020 00:00,1217
311250,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Steam Cloud, Family Sharing","{'date': '17 Sep, 2014'}",0,0,999,0,,17/09/2014 00:00,3491
7860,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing","{'date': '20 May, 2009'}",1,4,499,0,,20/05/2009 00:00,5437
32330,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","{'date': '8 Jul, 2009'}",1,60,1999,0,,08/07/2009 00:00,5388
21120,Action,"Single-player, Family Sharing","{'date': '21 May, 2010'}",0,7,5499,0,,21/05/2010 00:00,5071
42670,Action,"Single-player, Multi-player, Family Sharing","{'date': '30 Jun, 2010'}",1,10,2999,0,,30/06/2010 00:00,5031
63950,Simulation,"Single-player, Multi-player, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing","{'date': '19 Jul, 2011'}",1,0,0,0,,19/07/2011 00:00,4647
57900,Action,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '9 Jun, 2011'}",1,46,1999,0,,09/06/2011 00:00,4687
12130,Action,"Single-player, Family Sharing","{'date': '6 Jan, 2011'}",0,34,999,0,,06/01/2011 00:00,4841
212630,Action,"Single-player, Multi-player, Co-op","{'date': '26 Jun, 2012'}",1,19,1999,0,,26/06/2012 00:00,4304
4720,Action,"Single-player, Family Sharing","{'date': '29 Oct, 2012'}",0,9,1495,0,,29/10/2012 00:00,4179
3270,Action,"Single-player, Multi-player, Family Sharing","{'date': '30 Oct, 2007'}",1,6,499,0,,30/10/2007 00:00,6005
6920,Action,"Single-player, Full controller support, Family Sharing","{'date': '29 Mar, 2007'}",0,9,699,0,,29/03/2007 00:00,6220
6980,Action,"Single-player, Full controller support, Family Sharing","{'date': '29 Mar, 2007'}",0,12,899,0,,29/03/2007 00:00,6220
8080,Action,"Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing","{'date': '13 Dec, 2007'}",1,1,0,0,,13/12/2007 00:00,5961
242960,Action,"Single-player, Family Sharing","{'date': '24 Sep, 2013'}",0,2,699,0,,24/09/2013 00:00,3849
407810,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing","{'date': '3 Jun, 2016'}",0,3,1999,0,,03/06/2016 00:00,2866
259170,"Action, Adventure","Single-player, Family Sharing","{'date': '29 Oct, 2013'}",0,5,999,0,,29/10/2013 00:00,3814
460810,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '25 May, 2017'}",0,13,1999,0,,25/05/2017 00:00,2510
728740,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '13 May, 2019'}",1,45,999,0,,13/05/2019 00:00,1792
964800,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Includes level editor, Family Sharing","{'date': '23 Sep, 2022'}",1,70,2499,0,,23/09/2022 00:00,563
969990,"Action, Adventure, Casual","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '23 Jun, 2020'}",1,85,2999,0,,23/06/2020 00:00,1385
996580,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'date': '3 Sep, 2019'}",0,281,3999,0,,03/09/2019 00:00,1679
548570,Action,"Single-player, Steam Achievements, Captions available, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '13 May, 2019'}",0,84,3999,0,,13/05/2019 00:00,1792
1920490,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'date': '7 Mar, 2023'}",0,192,5999,0,,07/03/2023 00:00,398
2096610,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '17 Nov, 2022'}",0,90,2999,0,,17/11/2022 00:00,508
17710,"Action, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Family Sharing","{'date': '26 Sep, 2011'}",1,0,999,0,,26/09/2011 00:00,4578
608110,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing","{'date': '3 May, 2018'}",1,1,499,0,,03/05/2018 00:00,2167
15380,Strategy,"Single-player, Family Sharing","{'date': '10 Oct, 2008'}",0,37,999,0,,10/10/2008 00:00,5659
1630,Strategy,"Single-player, Multi-player, Co-op, Family Sharing","{'date': '6 Jul, 2006'}",1,57,599,0,,06/07/2006 00:00,6486
1640,Strategy,"Single-player, Multi-player, Co-op, Family Sharing","{'date': '6 Jul, 2006'}",1,44,599,0,,06/07/2006 00:00,6486
65600,RPG,"Single-player, Family Sharing","{'date': '22 Mar, 2011'}",0,21,999,0,,22/03/2011 00:00,4766
227260,Utilities,,"{'date': '29 Mar, 2013'}",,0,3999,0,,29/03/2013 00:00,4028
1281800,"Adventure, Free to Play, Indie","Single-player, Steam Achievements, Steam Cloud","{'date': '29 Apr, 2020'}",0,35,0,0,,29/04/2020 00:00,1440
1286530,"Action, Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing","{'date': '30 Apr, 2020'}",0,0,0,0,,30/04/2020 00:00,1439
1287840,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '21 Oct, 2021'}",1,75,999,0,,21/10/2021 00:00,900
34190,Racing,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '3 Mar, 2010'}",1,26,999,0,,03/03/2010 00:00,5150
3330,Casual,"Single-player, Family Sharing","{'date': '30 Aug, 2006'}",0,650,499,0,,30/08/2006 00:00,6431
280180,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Support, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing","{'date': '31 May, 2017'}",1,3,1999,0,,31/05/2017 00:00,2504
439350,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing","{'date': '11 Nov, 2019'}",1,0,0,1,,11/11/2019 00:00,1610
513510,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '4 Nov, 2016'}",1,3,299,0,,04/11/2016 00:00,2712
529110,"Adventure, Indie, Free to Play","Single-player, Partial Controller Support, Commentary available","{'date': '21 Oct, 2016'}",0,1,0,0,,21/10/2016 00:00,2726
542310,"Adventure, Free to Play, Indie",Single-player,"{'date': '13 Oct, 2016'}",0,1,0,0,,13/10/2016 00:00,2734
589870,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","{'date': '12 May, 2017'}",0,142,0,1,,12/05/2017 00:00,2523
624270,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '27 Sep, 2017'}",0,24,1999,0,,27/09/2017 00:00,2385
637850,"Adventure, Free to Play, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support","{'date': '27 May, 2017'}",0,2,0,0,,27/05/2017 00:00,2508
659190,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'date': '10 Nov, 2017'}",0,1,699,0,,10/11/2017 00:00,2341
696140,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Remote Play Together, Family Sharing","{'date': '2 Oct, 2017'}",1,0,1499,0,,02/10/2017 00:00,2380
715220,"Action, Free to Play","Multi-player, PvP, Online PvP, In-App Purchases, Steam Cloud, Family Sharing","{'date': '18 Dec, 2019'}",1,1,0,1,,18/12/2019 00:00,1573
809870,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '4 Sep, 2018'}",1,0,999,0,,04/09/2018 00:00,2043
813630,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '5 Apr, 2019'}",0,59,1999,0,,05/04/2019 00:00,1830
553660,"Action, Casual, Free to Play, Indie","Multi-player, PvP, Online PvP, Partial Controller Support","{'date': '6 Apr, 2018'}",1,3,0,0,,06/04/2018 00:00,2194
885640,"Indie, Simulation, Free to Play","Single-player, Steam Achievements","{'date': '13 Jul, 2018'}",0,0,0,0,,13/07/2018 00:00,2096
908050,"Action, Adventure, Casual, Indie, Racing","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '16 Jul, 2019'}",1,0,899,0,,16/07/2019 00:00,1728
519860,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'date': '10 Dec, 2018'}",1,75,1999,0,,10/12/2018 00:00,1946
1028570,Indie,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together","{'date': '12 Mar, 2019'}",1,1,0,0,,12/03/2019 00:00,1854
1037130,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '25 Mar, 2021'}",0,4,1999,0,,25/03/2021 00:00,1110
1086410,"Casual, Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'date': '4 Dec, 2020'}",1,2,499,0,,04/12/2020 00:00,1221
1105620,"Action, Casual, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","{'date': '26 Aug, 2019'}",0,0,199,0,,26/08/2019 00:00,1687
1122720,"Action, Casual","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'date': '12 Dec, 2019'}",0,1,1299,0,,12/12/2019 00:00,1579
382560,"Action, Adventure, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Family Sharing","{'date': '19 Sep, 2019'}",1,17,1999,0,,19/09/2019 00:00,1663
1227800,"Action, Free to Play, Sports, Strategy","Multi-player, PvP, Online PvP, Family Sharing","{'date': '21 Feb, 2020'}",1,0,0,0,,21/02/2020 00:00,1508
555000,"Action, Early Access","Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud, Family Sharing","{'date': '10 Jul, 2019'}",1,2,599,0,,10/07/2019 00:00,1734
1377150,"Adventure, Casual","Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud","{'date': '28 Aug, 2020'}",1,39,0,0,,28/08/2020 00:00,1319
584640,"Action, Adventure, Casual, Indie, Racing","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '24 Sep, 2021'}",1,3,299,0,,24/09/2021 00:00,927
2231450,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'date': '26 Jan, 2023'}",0,2058,1999,0,,26/01/2023 00:00,438
2291760,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'date': '31 Mar, 2023'}",0,239,599,0,,31/03/2023 00:00,374
19980,"Action, Adventure","Single-player, Family Sharing","{'date': '10 Dec, 2008'}",0,22,199,0,,10/12/2008 00:00,5598
650700,"Adventure, Casual, Free to Play, Indie","Single-player, Partial Controller Support, Family Sharing","{'date': '10 Jan, 2018'}",0,55,0,0,,10/01/2018 00:00,2280
740250,"Free to Play, Indie, Massively Multiplayer, Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, Early Access","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Supported, Partial Controller Support, Includes level editor","{'date': '4 May, 2018'}",1,1,0,0,,04/05/2018 00:00,2166
1761390,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing","{'date': '26 May, 2022'}",0,290,3939,0,,26/05/2022 00:00,683
33900,"Action, Simulation, Strategy","Single-player, Multi-player, Co-op, Captions available, Partial Controller Support, Includes level editor, Family Sharing",{'date': ''},1,0,1299,0,,-1,708
241560,"Action, Massively Multiplayer, Racing","Single-player, Multi-player, MMO, In-App Purchases, Partial Controller Support, Family Sharing","{'date': '2 Dec, 2014'}",1,4,0,1,,02/12/2014 00:00,3415
12250,,"Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Family Sharing",{'date': ''},0,0,0,0,,-1,708
1526180,"Adventure, Indie, Massively Multiplayer, RPG","Multi-player, PvP, LAN PvP, Co-op, LAN Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '12 Nov, 2021'}",1,0,299,0,,12/11/2021 00:00,878
672630,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'date': '28 Jan, 2021'}",0,28,1999,0,,28/01/2021 00:00,1166
691020,"Violent, Gore, Action, Free to Play, Indie, Massively Multiplayer",Multi-player,"{'date': '22 Feb, 2018'}",1,0,0,0,,22/02/2018 00:00,2237
1136380,"Simulation, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing","{'date': '22 Aug, 2022'}",1,22,1999,0,,22/08/2022 00:00,595
1179680,"Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases","{'date': '24 Jul, 2020'}",1,151,0,1,,24/07/2020 00:00,1354
816180,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing","{'date': '26 Apr, 2018'}",0,0,99,0,,26/04/2018 00:00,2174
1421230,Adventure,"Single-player, Full controller support, Family Sharing","{'date': '8 Oct, 2020'}",0,0,0,0,,08/10/2020 00:00,1278
1449690,Adventure,"Single-player, Steam Achievements, Full controller support, Family Sharing","{'date': '29 Oct, 2020'}",0,616,4999,0,,29/10/2020 00:00,1257
320240,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '10 Aug, 2018'}",0,92,5999,0,,10/08/2018 00:00,2068
914620,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Family Sharing","{'date': '14 Aug, 2018'}",0,137,1099,0,,14/08/2018 00:00,2064
1743830,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '20 Jul, 2023'}",1,8,2499,0,,20/07/2023 00:00,263
40400,"Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '21 Oct, 2009'}",1,2,999,0,,21/10/2009 00:00,5283
65560,Action,"Single-player, Family Sharing","{'date': '25 Feb, 2011'}",0,0,499,0,,25/02/2011 00:00,4791
729460,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing","{'date': '2 Nov, 2017'}",0,1,28,0,,02/11/2017 00:00,2349
802200,"Action, Indie, Free to Play","Single-player, Full controller support, Steam Cloud, Steam Leaderboards","{'date': '22 Nov, 2019'}",0,2,0,0,,22/11/2019 00:00,1599
321400,"Action, Casual, Free to Play, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats","{'date': '8 Feb, 2019'}",1,1,0,1,,08/02/2019 00:00,1886
703940,Sports,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing","{'date': '8 Sep, 2017'}",1,1,49,0,,08/09/2017 00:00,2404
822240,"Adventure, Free to Play, Massively Multiplayer, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","{'date': '11 Dec, 2018'}",1,158,0,1,,11/12/2018 00:00,1945
2237980,"Adventure, Casual, Indie",Single-player,"{'date': '17 Dec, 2022'}",0,5,0,0,,17/12/2022 00:00,478
