ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased
527420,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '1 Dec, 2016'}",0.0,2,1499,0
527510,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'date': '13 Sep, 2016'}",0.0,0,299,0
483420,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '7 Oct, 2016'}",0.0,2,599,0
527810,"Action, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '8 Sep, 2016'}",0.0,0,99,0
528070,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '10 Oct, 2016'}",0.0,2,89,0
528180,"Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Remote Play Together, Family Sharing","{'date': '14 Feb, 2017'}",1.0,0,699,0
528670,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '11 Nov, 2016'}",0.0,0,99,0
528720,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '4 Oct, 2016'}",0.0,0,999,0
528770,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '18 Nov, 2016'}",0.0,0,199,0
528950,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '16 Dec, 2016'}",0.0,0,249,0
529160,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '16 Dec, 2016'}",0.0,0,1199,0
529480,"Violent, Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Includes level editor, Family Sharing","{'date': '26 Sep, 2016'}",0.0,0,0,0
525070,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats","{'date': '10 Feb, 2017'}",0.0,0,0,0
529500,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing","{'date': '7 Oct, 2016'}",0.0,0,899,0
529660,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '18 May, 2017'}",0.0,1,1999,0
529950,"Action, Casual, Indie, Sports","Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '24 Oct, 2016'}",1.0,0,199,0
530020,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '5 May, 2017'}",0.0,0,1499,0
530390,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '25 Oct, 2016'}",0.0,0,899,0
530520,"Action, Indie","Single-player, Family Sharing","{'date': '6 Oct, 2016'}",0.0,0,299,0
530740,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '10 Oct, 2016'}",1.0,0,0,0
530920,Indie,"Single-player, Steam Trading Cards, Family Sharing","{'date': '6 Oct, 2016'}",0.0,0,199,0
532090,"Adventure, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'date': '8 Nov, 2016'}",0.0,0,0,0
532660,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '26 Oct, 2016'}",0.0,0,199,0
532700,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '11 Nov, 2016'}",0.0,0,1399,0
533320,"Violent, Gore, Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'date': '22 Nov, 2016'}",0.0,0,0,0
533660,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Family Sharing","{'date': '29 Dec, 2016'}",0.0,0,399,0
533890,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '19 Oct, 2016'}",0.0,0,199,0
534200,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '26 Oct, 2016'}",0.0,0,89,0
511490,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'date': '17 Oct, 2016'}",0.0,1,499,0
535460,"Casual, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing","{'date': '17 Oct, 2016'}",0.0,0,99,0
535840,"Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '25 Nov, 2016'}",0.0,0,1199,0
535890,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing","{'date': '14 Dec, 2016'}",0.0,0,399,0
536320,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '3 Oct, 2016'}",0.0,0,199,0
536470,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '16 Oct, 2016'}",0.0,0,299,0
536780,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '10 Nov, 2016'}",0.0,2,1499,0
537200,"Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing","{'date': '9 Nov, 2016'}",0.0,0,599,0
537700,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '18 Oct, 2016'}",0.0,0,399,0
538060,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '18 Nov, 2016'}",0.0,0,1999,0
538590,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Commentary available, Family Sharing","{'date': '8 Oct, 2016'}",0.0,0,999,0
538700,"Action, Adventure, Casual, Indie, RPG, Sports","Single-player, Steam Trading Cards, Family Sharing","{'date': '19 Dec, 2016'}",0.0,0,99,0
539380,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '14 Oct, 2016'}",0.0,0,0,0
539440,"Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'date': '3 Nov, 2016'}",0.0,0,199,0
540640,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '13 Oct, 2016'}",1.0,0,699,0
540860,"Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Steam Workshop, Stats, Family Sharing","{'date': '10 Feb, 2017'}",0.0,0,499,0
541240,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '19 Jan, 2017'}",0.0,0,999,0
541720,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '20 Oct, 2016'}",0.0,1,293,0
542200,"Casual, Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Family Sharing","{'date': '14 Feb, 2017'}",0.0,0,999,0
542260,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '15 Nov, 2016'}",0.0,1,599,0
542350,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing","{'date': '21 Dec, 2016'}",0.0,1,499,0
542550,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,199,0
542570,"Indie, Racing, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",,0.0,0,599,0
543270,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499,0
544190,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,0,0
545200,"Casual, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,1.0,0,119,0
545400,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,999,0
545410,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,99,0
545670,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,399,0
545860,"Action, Adventure, Casual","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards",,0.0,0,0,0
546070,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,199,0
546170,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",,0.0,0,99,0
546340,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Commentary available, Family Sharing",,0.0,0,1399,0
546490,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,299,0
546550,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,299,0
546610,"Indie, Racing, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,0,499,0
546700,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,499,0
547040,"Adventure, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,399,0
547090,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,264,0
548230,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing",,0.0,0,59,0
548710,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,599,0
297660,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,0,0,0
549900,Action,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,299,0
550310,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,699,0
550580,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,99,0
551100,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,199,0
551680,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0,0
552160,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",,0.0,1,399,0
404170,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,1299,0
446600,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,1299,0
552870,"Adventure, Casual, Indie","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,399,0
553000,"Adventure, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,99,0
553210,"Action, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,6,0,0
553450,"Action, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,299,0
553780,"Action, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",,1.0,0,499,0
553830,"Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,999,0
553960,"Action, Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",,0.0,0,1999,0
554660,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",,0.0,0,299,0
555060,"Action, Casual, Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Leaderboards, Family Sharing",,1.0,0,1999,0
555080,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,99,0
555290,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",,0.0,0,499,0
555750,"Action, Indie","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",,1.0,0,99,0
555830,"Action, Casual, Indie, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Family Sharing",,1.0,0,799,0
555890,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",,1.0,0,299,0
555920,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,99,0
556000,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,499,0
556090,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,499,0
526920,"Action, Casual, Indie, Racing, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",,1.0,0,0,0
556230,"Action, Adventure, Casual, Indie, Racing, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",,1.0,0,1999,0
556250,"Action, Indie, Strategy","Single-player, Family Sharing",,0.0,0,99,0
556340,"Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499,0
556770,"Gore, Action, Indie, RPG, Early Access","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,999,0
557580,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0.0,0,799,0
557830,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,299,0
557890,"Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Trading Cards",,0.0,0,0,0
558340,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,1499,0
558790,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,1499,0
559130,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,99,0
559350,"Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499,0
559450,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499,0
560220,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",,0.0,0,399,0
560250,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,1499,0
560640,"Action, Adventure, Casual, Indie, Strategy","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,499,0
560720,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1,399,0
560730,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,399,0
560740,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1,399,0
560750,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,399,0
560820,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,399,0
561420,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499,0
562050,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,99,0
562160,"Adventure, Casual, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499,0
562330,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,299,0
562490,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,299,0
562570,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,299,0
562600,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499,0
562660,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,99,0
563150,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Family Sharing",,0.0,0,399,0
563250,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",,0.0,0,999,0
563520,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,699,0
563910,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,1,499,0
564280,Action,"Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",,1.0,0,99,0
564720,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,399,0
564810,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,599,0
565200,"Adventure, Casual, Indie","Single-player, Tracked Controller Support, VR Supported, Steam Trading Cards, Family Sharing",,0.0,0,299,0
565380,"Action, Adventure, Free to Play","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards",,0.0,0,0,0
565660,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499,0
566180,"Action, Adventure, Indie, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing",,0.0,0,699,0
566270,"Action, Adventure","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,999,0
565860,"Action, Adventure, Casual, Indie, Racing","Single-player, Steam Trading Cards, Family Sharing",,0.0,2,399,0
564420,"Violent, Gore, Action, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,299,0
566880,"Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,99,0
567060,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,499,0
567200,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,399,0
567210,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,299,0
567370,Action,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",,0.0,0,399,0
567690,"Adventure, Casual, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0,0
567890,"Action, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",,1.0,0,99,0
568040,"Action, Indie","Single-player, Partial Controller Support, Family Sharing",,0.0,1,199,0
568090,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,15,499,0
568200,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,199,0
568670,"Action, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",,1.0,0,299,0
568860,"Action, Casual, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,2,99,0
569360,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499,0
569380,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,999,0
570350,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,299,0
570500,"Sexual Content, Violent, Gore, Adventure, Indie, Early Access","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,109,0
570910,"Action, Indie","Single-player, Steam Achievements, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,0,0
571520,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,169,0
572010,"Action, Adventure, Indie","Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,799,0
572330,Adventure,"Single-player, Steam Trading Cards, Family Sharing",,0.0,0,119,0
572760,Casual,"Single-player, Steam Trading Cards, Family Sharing",,0.0,0,699,0
573260,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,799,0
574580,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,199,0
574690,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,199,0
575090,"Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0,0
575590,"Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,99,0
575630,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,199,0
575880,"Action, Adventure, Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,499,0
576160,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,199,0
576380,"Casual, Indie, Strategy","Single-player, Steam Cloud, Family Sharing",,0.0,0,0,0
576660,"Indie, Racing","Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",,1.0,0,99,0
576670,"Adventure, Casual, Free to Play, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards",,0.0,0,0,0
576980,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,599,0
552350,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,99,0
577280,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,999,0
577380,"Action, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",,1.0,0,599,0
577480,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,6,799,0
577690,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,0.0,22,999,0
577760,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,199,0
579230,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,99,0
579330,"Action, Adventure, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,499,0
579760,"Adventure, Indie","Single-player, Family Sharing",,0.0,0,1499,0
575670,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,334,0
580300,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",,1.0,0,799,0
580590,"Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing",,1.0,0,999,0
580680,"Action, Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",,0.0,0,99,0
581060,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,399,0
581810,"Nudity, Gore, Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,100,0
582620,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",,0.0,0,499,0
584220,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,199,0
584780,"Action, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,99,0
585180,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,1,399,0
585360,"Action, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,199,0
585430,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,1599,0
