ID del juego,Géneros,Categorías,Multiplayer
634340,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
3380,Casual,"Single-player, Family Sharing",0.0
214700,"Adventure, Casual, Indie","Single-player, Commentary available, Family Sharing",0.0
212700,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
111900,"Action, Strategy","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",1.0
252830,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
242980,Action,"Single-player, Family Sharing",0.0
262490,"Animation & Modeling, Design & Illustration, Web Publishing",Single-player,0.0
262900,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
264340,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
265670,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Stats, Includes level editor, Family Sharing",0.0
274230,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",0.0
274290,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",0.0
300540,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
311480,"Action, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
358090,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",0.0
364230,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0.0
561770,"Sexual Content, Violent, Gore, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
680830,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0.0
1102130,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1353270,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1862660,"Casual, Indie","Single-player, Family Sharing",0.0
300820,"Action, Adventure","Single-player, Multi-player, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",1.0
370090,Sports,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Commentary available, Family Sharing",1.0
382140,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
477290,Indie,"Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",1.0
670350,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
41050,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Includes level editor, Remote Play Together, Family Sharing",1.0
201480,"Action, Indie, RPG","Single-player, Family Sharing",0.0
222520,"Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Cross-Platform Multiplayer",1.0
280620,,,
311260,"RPG, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",1.0
297210,"Casual, Free to Play, Indie, RPG, Strategy",Single-player,0.0
39650,"Simulation, Strategy","Single-player, Family Sharing",0.0
39660,"Simulation, Strategy","Single-player, Family Sharing",0.0
39680,"Simulation, Strategy","Single-player, Steam Cloud, Family Sharing",0.0
345790,"Casual, Indie, Simulation","Single-player, Family Sharing",0.0
352160,"Action, Free to Play, Indie","Single-player, Full controller support",0.0
380360,"Action, Casual, Free to Play, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards",0.0
2700,"Simulation, Strategy","Single-player, Family Sharing",0.0
285310,,,
521150,,,
322780,,,
643980,,,
707030,,,
765810,,,
825580,,,
841500,,,
949290,,,
1318690,,,
1454160,,,
1519890,,,
1615290,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
1623880,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1150530,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",1.0
340540,"Action, Adventure, Massively Multiplayer, Free to Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Family Sharing",1.0
1372810,"Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",1.0
222160,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
278570,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
280640,"Action, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
291170,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
295250,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
332480,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.0
338840,"Action, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
339290,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
349460,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
356880,Indie,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
360010,"Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
361850,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
365110,"Adventure, Casual, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
368710,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",0.0
376730,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
380000,"Casual, Indie, Racing","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Family Sharing",1.0
386110,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
388660,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",0.0
389160,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",0.0
389900,"Action, Strategy","Single-player, Family Sharing",0.0
395250,"Adventure, Indie","Single-player, Steam Trading Cards, Steam Cloud, Commentary available, Family Sharing",0.0
399420,"Adventure, Indie, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Trading Cards, Remote Play Together, Family Sharing",1.0
418040,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Includes level editor, Family Sharing",0.0
270570,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
429280,Casual,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
430080,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Steam Trading Cards, Family Sharing",0.0
431750,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
432260,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
434890,"Casual, Racing","Single-player, Multi-player, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",1.0
439930,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",0.0
454100,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
464070,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",1.0
464230,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
469890,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
485920,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
490910,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Remote Play on TV, Remote Play Together, Family Sharing",0.0
495570,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Commentary available, Remote Play on TV, Remote Play Together, Family Sharing",1.0
503830,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
506760,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing",0.0
512550,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
513980,"Casual, Indie","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",1.0
521430,Indie,"Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
521590,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing",0.0
527710,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
527800,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
529900,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
530540,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
533340,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
540190,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
540900,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
541920,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
542880,"Action, Adventure, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing",0.0
545470,"Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",1.0
545690,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
550810,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",1.0
555930,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
557030,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
559960,"Action, Adventure, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
562640,"Adventure, Casual, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing",0.0
567150,"Action, Adventure, Casual, Simulation, Sports","Single-player, Steam Trading Cards, Family Sharing",0.0
575750,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
575760,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
575780,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
575860,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
575890,"Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
576050,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
581200,"Indie, Racing","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
581600,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
585560,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
585950,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
586130,"Casual, Indie, Racing","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
589640,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
592060,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",0.0
594720,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",0.0
595780,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",0.0
601240,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
603060,"Action, Adventure, Casual, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
607210,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
610810,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
614950,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
614960,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
617710,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
619740,"Gore, Adventure, Indie","Single-player, Steam Trading Cards, Commentary available, Family Sharing",0.0
621150,RPG,"Single-player, Steam Trading Cards, Family Sharing",0.0
623550,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
627950,RPG,"Single-player, Steam Trading Cards, Family Sharing",0.0
631830,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
635850,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
635880,"Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
648120,"Casual, Indie","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Trading Cards, Stats, Family Sharing",1.0
715010,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0.0
754120,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
813540,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
993740,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
715210,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
1046820,Indie,"Single-player, Steam Achievements, Captions available, Family Sharing",0.0
1157750,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1252560,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1334000,"Casual, Indie, Simulation, Sports","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1334010,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing",0.0
362400,Strategy,"Multi-player, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing",1.0
246700,"Action, Indie","Single-player, Multi-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Commentary available, Family Sharing",1.0
296630,"Action, Adventure, Free to Play, Indie","Single-player, Steam Achievements, Captions available, Steam Cloud",0.0
302010,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",0.0
422970,"Action, Indie","Single-player, Family Sharing",0.0
432470,"Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
436320,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, VR Support, SteamVR Collectibles, Steam Cloud, Family Sharing",1.0
457420,"Action, Free to Play, Indie, Simulation","Single-player, Tracked Controller Support, VR Only",0.0
752480,"Action, Adventure","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",0.0
810500,"Action, Casual, Indie, Sports","Single-player, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",0.0
844040,"Action, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing",1.0
954850,"Indie, Simulation, Early Access","Single-player, Family Sharing",0.0
1037020,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0.0
1079800,"Action, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0.0
1170060,"Action, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",0.0
844380,"Action, Adventure, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",0.0
1222580,"Free to Play, Indie, Utilities","Single-player, Multi-player, Steam Cloud",1.0
976800,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Early Access","Multi-player, PvP, Online PvP",1.0
1292040,"Action, Adventure, Massively Multiplayer, Simulation, Sports","Single-player, Multi-player, Tracked Controller Support, VR Only, Family Sharing",1.0
1296610,"Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0.0
1055210,"Action, Free to Play, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",1.0
1358140,"Casual, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
1512590,"Action, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",1.0
1514950,"Action, Indie, Racing","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing",0.0
1583230,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1592190,"Action, Adventure, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",0.0
1608470,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Full controller support, Steam Cloud, Stats, Family Sharing",1.0
1674780,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
1717770,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",0.0
1743850,"Action, Indie","Single-player, Steam Achievements, Family Sharing",0.0
1316910,Action,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
1759380,"RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1651960,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
1824960,"Action, Adventure","Single-player, Tracked Controller Support, VR Only, Family Sharing",0.0
1895130,"Action, Adventure, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",1.0
1922010,Action,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Supported, Family Sharing",1.0
1947070,Action,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",1.0
1347970,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",1.0
2330500,"Casual, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",0.0
2441700,"Action, Indie, Simulation","Single-player, Tracked Controller Support, VR Only, Family Sharing",0.0
591370,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0.0
1594320,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Cloud, Family Sharing",0.0
548290,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP",1.0
557810,Free to Play,"Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases",0.0
20840,,,
220050,,,
389280,,,
441920,,,
485650,"Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Steam Leaderboards",0.0
524970,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Family Sharing",1.0
542480,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, MMO, PvP, Online PvP, In-App Purchases",1.0
557400,"Adventure, Casual, Free to Play, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards",0.0
689090,"Free to Play, Simulation","Single-player, Steam Achievements",0.0
726390,"Casual, Free to Play","Single-player, Steam Achievements, In-App Purchases",0.0
729580,"Casual, Free to Play, Indie, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Leaderboards",0.0
40330,Adventure,"Single-player, Family Sharing",0.0
246300,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
251430,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
253770,Simulation,"Single-player, Partial Controller Support, Includes level editor, Family Sharing",0.0
230840,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Family Sharing",0.0
285380,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",0.0
314810,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
333260,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
350910,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",1.0
357750,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing",0.0
385330,"Adventure, Indie","Single-player, Family Sharing",0.0
417880,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0.0
433100,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Steam Cloud, Remote Play on TV, Family Sharing",0.0
567980,"Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",0.0
596000,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
782130,"Casual, Indie, Simulation","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",1.0
794800,"Casual, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing",1.0
965210,"Casual, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
1537710,,,
1363250,Video Production,,
1364130,"Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0.0
787740,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",0.0
803980,"Adventure, Indie, Simulation","Single-player, Family Sharing",0.0
1058380,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0.0
108200,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",1.0
8300,Adventure,"Single-player, Family Sharing",0.0
234490,"Action, Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",1.0
251910,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0.0
260550,"Adventure, Casual","Single-player, Steam Trading Cards, Family Sharing",0.0
266940,,,
281060,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0.0
286500,,,
291330,"Action, Casual, Indie, Sports","Single-player, Multi-player, Shared/Split Screen, Steam Trading Cards, Remote Play Together, Family Sharing",1.0
299840,"Action, Indie","Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Trading Cards",1.0
300060,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, VR Support, Family Sharing",0.0
301540,"Action, Casual, Indie","Single-player, Partial Controller Support, Family Sharing",0.0
302120,,,
308060,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",0.0
313140,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",0.0
