ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Minutos jugadas
914260,"Action, Adventure, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,1,2,499,0,
1089980,"Adventure, Casual, Indie","Single-player, Steam Achievements, Captions available, Remote Play on Phone, Remote Play on Tablet, Family Sharing",,0,140,1499,0,
1196630,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0,26,1999,0,
1520370,"Adventure, Casual, Indie, Racing, Simulation, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing",,0,354,1599,0,
2073470,"Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Family Sharing",,1,6,499,0,
2102520,"Indie, Racing, Simulation, Early Access","Single-player, Partial Controller Support, Family Sharing",,0,7,1899,0,
1259800,"Racing, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,1,36,399,0,
206610,"Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing",,0,0,999,0,
1528080,"Casual, Simulation","Single-player, Steam Achievements, Steam Leaderboards",,0,28,0,0,
2671970,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0,128,99,1,
17440,Simulation,"Single-player, Family Sharing",,0,64,1999,0,
322110,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",,1,46,299,0,
328080,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",,0,59,749,0,
329130,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,0,29,1499,0,
371970,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing",,1,643,1999,0,
448280,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, VR Support, SteamVR Collectibles, Family Sharing",,0,60,1999,0,
469610,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, SteamVR Collectibles, Family Sharing",,0,16,2999,0,
587220,"Action, Adventure, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",,1,1,1999,0,
598780,"Action, Early Access","Multi-player, PvP, Online PvP, Full controller support, Family Sharing",,1,0,399,0,
726830,"Action, Adventure, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, Family Sharing",,0,15,2999,0,
780310,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",,0,347,2999,0,
858210,"Action, Indie, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",,0,136,1799,0,
877810,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0,1,1999,0,
1099170,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1,0,799,0,
1277400,"Adventure, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,1,223,3999,0,
1972440,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",,0,105,749,0,
2342950,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0,215,599,0,
340050,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,1,9,499,0,
377260,"Action, Free to Play, Indie","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support",,1,0,0,1,
384490,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,1,5,2999,0,
528450,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements",,1,0,0,0,
543460,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,1,25,2999,0,
613880,Simulation,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,1,26,1999,0,
652660,"Action, Indie, Simulation, Sports, Strategy","Single-player, Family Sharing",,0,0,999,0,
746140,"Action, Casual","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",,1,0,499,0,
768200,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing",,1,320,3499,0,
787040,"Action, Adventure, Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",,1,3,499,0,
799240,"Casual, Free to Play, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",,1,81,0,1,
885570,"Action, Indie, Simulation, Free to Play, Early Access","Multi-player, Co-op, Online Co-op, LAN Co-op",,1,231,0,0,
530630,"Free to Play, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Leaderboards",,1,23,0,0,
1019940,"Indie, Massively Multiplayer, Racing, Simulation","Multi-player, MMO, PvP, Online PvP, Family Sharing",,1,0,499,0,
1112400,"Free to Play, Massively Multiplayer, Racing","Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support",,1,28,0,1,
764050,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Steam Cloud",,1,2,0,0,
1336560,"Indie, Massively Multiplayer, Racing, RPG, Simulation, Sports","Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Family Sharing",,1,1,199,1,
1344110,Simulation,"Single-player, Family Sharing",,0,0,699,0,
1378080,"Action, Adventure, Casual, Indie, Simulation","Single-player, Family Sharing",,0,0,199,0,
1431040,"Casual, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",,1,0,899,0,
1635450,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support",,1,253,1899,0,
1694200,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Free to Play","Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",,1,18,0,1,
2285150,"Action, Indie, Massively Multiplayer, Simulation, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op",,1,427,1999,0,
2379390,Action,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",,1,69,3999,1,
1661270,"Indie, Simulation","Single-player, Full controller support",,0,13,0,0,
6210,Strategy,"Single-player, Family Sharing",,0,2,499,0,
2780,Action,"Single-player, Multi-player, Includes level editor, Family Sharing",,1,1,799,0,
7840,Racing,"Single-player, Steam Cloud, Family Sharing",,0,1,299,0,
22340,,"Single-player, Family Sharing",,0,8,499,0,
6830,Strategy,"Single-player, Multi-player, Co-op, Family Sharing",,1,36,499,0,
39550,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Cloud, Includes level editor, Family Sharing",,1,59,1499,0,
34010,"Action, RPG","Single-player, Family Sharing",,0,17,0,0,
57970,,,,,0,0,0,
33420,,,,,2,999,0,
73210,"RPG, Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing",,1,2,999,0,
12830,Action,"Single-player, Partial Controller Support, Family Sharing",,0,15,999,0,
210950,"Action, Adventure","Single-player, Multi-player, Steam Achievements, Family Sharing",,1,1,999,0,
99410,"Action, Indie","Single-player, Partial Controller Support, Family Sharing",,0,0,499,0,
223330,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0,73,1499,0,
257730,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases",,1,5,0,1,
242800,,,,,0,99,0,
233210,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,1,0,1499,0,
246740,"Action, Adventure, Indie","Single-player, Family Sharing",,0,1,899,0,
250520,"Indie, RPG","Single-player, Steam Achievements, Family Sharing",,0,193,1499,0,
252870,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing",,1,69,2499,0,
22180,"Action, Adventure, Indie","Single-player, Captions available, Family Sharing",,0,6,999,0,
264280,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",,0,0,499,0,
237870,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Trading Cards, Steam Workshop, Partial Controller Support",,0,11,0,0,
285500,"Action, Racing, RPG","Single-player, Steam Trading Cards, Family Sharing",,0,21,199,0,
228180,"Audio Production, Education, Software Training, Utilities, Video Production, Web Publishing",,,,392,2999,0,
297350,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",,0,0,599,0,
298950,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",,0,1,999,0,
300080,"Free to Play, Strategy","Single-player, Multi-player",,1,Error,0,0,
46270,"RPG, Strategy","Single-player, Steam Cloud, Family Sharing",,0,6,399,0,
46280,"RPG, Strategy","Single-player, Family Sharing",,0,0,399,0,
9800,"Action, Adventure","Single-player, Steam Cloud, Family Sharing",,0,3,499,0,
323220,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",,1,44,1499,0,
369440,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0,6,1099,0,
380570,"Action, Indie, RPG","Single-player, Multi-player, Steam Trading Cards, Family Sharing",,1,0,0,0,
415030,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0,0,499,0,
19000,Adventure,"Single-player, Family Sharing",,0,9,3999,0,
485980,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0,29,1399,0,
497180,"Racing, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",,0,22,599,0,
526160,"Action, Adventure, Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Remote Play on TV, Family Sharing",,1,14,2499,0,
362960,"Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,0,96,2999,0,
546230,Action,"Single-player, Family Sharing",,0,3,1499,0,
606500,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing",,0,1,1999,0,
617160,"Adventure, Indie","Single-player, Full controller support, Remote Play on TV, Family Sharing","{'date': '26 Sep, 2017'}",0,6,1599,0,
704450,RPG,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing",,1,1126,1999,0,
311290,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,1,24,3999,0,
871420,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0,2,1499,0,
910490,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,1,1,2999,0,
939520,"Action, RPG","Single-player, Family Sharing",,0,19,1299,0,
999220,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '20 Oct, 2020'}",0,22,2999,0,
899440,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,1,71,5999,0,
1033950,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0,4,1599,0,
1041720,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,0,228,3999,0,
1042490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0,12,1999,0,
1104280,"Action, Adventure, Indie, RPG, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing",,0,44,1499,0,
1123770,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0,104,1999,0,
1135230,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",,1,262,1999,0,
1159560,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0,18,2499,0,
1159690,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Partial Controller Support, Steam Cloud, Family Sharing",,1,201,2999,0,
1178490,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",,0,13,1299,0,
1254370,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0,8,699,0,
1263070,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing",,1,2,1999,0,
1282410,"Action, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0,41,2999,0,
1358710,"Action, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,1,20,1000,0,
1371690,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing",,1,3,2499,0,
826940,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0,6,2499,0,
1413660,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,0,6,1999,0,
1030210,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Tablet, Family Sharing",,1,39,3999,0,
753650,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Multi-player, PvP, Online PvP",,1,0,1499,0,
774241,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",,1,35,2999,0,
1481400,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud",,0,6,0,0,
1492070,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",,1,10,2499,0,
1569200,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",,0,9,1799,0,
1671280,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0,1,699,0,
1676130,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0,54,2499,0,
1119980,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0,22,3499,0,
1837690,"Action, Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0,0,1199,0,
1097350,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing",,0,152,3999,0,
2344520,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",,1,4073,6999,1,
764570,"Casual, Indie, Simulation, Early Access","Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together",,1,8,0,0,
307960,"Action, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, VR Supported, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",,1,385,4999,0,
334920,"Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Cloud",,1,147,0,0,
587650,"Action, Free to Play",Single-player,,0,2,0,0,
703510,,,,,1,999,0,
1269690,,,,,39,699,0,
46400,,,,,0,499,0,
11200,,,,,0,999,0,
34920,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0,0,799,0,
46440,Strategy,"Single-player, Multi-player, Shared/Split Screen, Remote Play Together, Family Sharing",,1,0,499,0,
46450,"Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing",,0,0,999,0,
41730,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0,0,999,0,
45450,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0,1,199,0,
41740,"Action, Adventure, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",,0,0,999,0,
96200,"Action, Indie","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",,1,0,1499,0,
105300,"Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0,0,199,0,
46520,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0,0,499,0,
24400,"RPG, Strategy","Single-player, Multi-player, Family Sharing",,1,0,499,0,
9350,Strategy,"Single-player, Multi-player, Family Sharing",,1,107,1299,0,
94200,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",,1,3,999,0,
99700,"Casual, Indie, Strategy","Single-player, Family Sharing",,0,1,999,0,
26900,"Casual, Indie","Single-player, Family Sharing",,0,2,1999,0,
4300,"Action, Indie","Single-player, Partial Controller Support, Includes level editor, Family Sharing",,0,0,999,0,
6250,"Action, Strategy","Single-player, Multi-player, Family Sharing",,1,3,399,0,
46700,Strategy,"Single-player, Family Sharing",,0,0,199,0,
46710,Strategy,"Single-player, Family Sharing",,0,0,199,0,
46320,,,,,0,0,0,
46370,Simulation,"Single-player, Steam Cloud, Family Sharing",,0,1,499,0,
46380,Strategy,"Single-player, Steam Cloud, Family Sharing",,0,0,399,0,
399820,"Action, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1,4,599,0,
524030,"Action, Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",,0,0,499,0,
2338770,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",,1,9550,5999,1,
321800,"Adventure, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing",,1,123,1999,0,
613730,"Action, Adventure, Casual, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,1,0,199,0,
661790,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0,0,999,0,
963710,Indie,"Single-player, Partial Controller Support, Family Sharing",,0,10,1199,0,
1064460,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0,7,1199,0,
1228520,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",,0,13,299,0,
1245430,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",,1,7,1999,0,
1611490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0,5,299,0,
29900,Action,"Single-player, Multi-player, Partial Controller Support, Family Sharing",,1,1,999,0,
220090,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0,0,699,0,
36630,,,,,4,0,0,
238260,"Free to Play, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",,1,28,0,0,
253530,"Action, Free to Play, Indie","Multi-player, Includes level editor, Includes Source SDK",,1,3,0,0,
255370,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0,0,999,0,
258200,"Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0,0,0,0,
262150,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing",,1,0,224,0,
270010,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Commentary available, Family Sharing",,0,0,499,0,
280140,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0,1,89,0,
285070,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0,0,499,0,
290470,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, In-App Purchases, Partial Controller Support",,1,22,0,1,
303840,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0,0,499,0,
321950,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0,0,199,0,
317440,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0,0,999,0,
340650,"Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0,0,0,0,
363620,"Action, Indie, Simulation","Single-player, Steam Achievements, VR Supported, Steam Trading Cards, VR Support, Family Sharing",,0,0,999,0,
373680,,,,,0,0,0,
403740,"Casual, RPG","Single-player, Steam Trading Cards, Family Sharing",,0,0,99,0,
412880,"Action, Indie, Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Family Sharing",,1,3,499,0,
454910,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases, Family Sharing",,1,0,0,1,
457590,"Adventure, Casual, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases",,1,0,0,1,
628730,"Adventure, Casual, Indie, Free to Play",Single-player,,0,0,0,0,
644540,Adventure,Single-player,,0,7,0,0,
661130,"Action, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Multi-player, MMO, Co-op, Online Co-op, Tracked Controller Support, VR Supported",,1,52,0,0,
690510,"Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Family Sharing","{'date': '19 Mar, 2019'}",1,1,0,1,
734910,"Adventure, Casual, Free to Play, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud",,0,0,0,0,
806510,"Casual, Free to Play, Indie",Single-player,,0,0,0,0,
546050,"Action, Casual","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",,1,31,1999,0,
862570,"Action, Casual, Indie","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",,1,3,99,0,
868980,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0,0,499,0,
921940,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases, Family Sharing",,1,0,0,1,
950460,"Action, Casual, Free to Play","Single-player, Steam Achievements, Stats",,0,0,0,0,
952040,"Indie, Simulation","Single-player, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0,18,399,0,
963330,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0,4,49,0,
1007840,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",,0,1,999,0,
1047440,Simulation,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0,8,3999,0,
