ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Minutos jugadas
850170,"Action, Strategy, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases","{'date': '15 Aug, 2023'}",1,755,0,1,
866510,"Adventure, Casual, Indie","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '6 Jun, 2018'}",1,7,199,1,
820030,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","{'date': '19 Jun, 2018'}",0,7,499,1,
967250,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '5 Nov, 2018'}",0,0,99,0,
703880,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '6 Nov, 2018'}",1,0,999,0,
994910,"Casual, Massively Multiplayer, Simulation, Strategy, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases","{'date': '23 Sep, 2020'}",1,116,0,1,
1013320,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free to Play, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet","{'date': '26 Sep, 2019'}",1,2182,0,1,
500710,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '18 Dec, 2017'}",1,14,0,1,
1098340,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '24 Jun, 2019'}",0,2,199,0,
1015500,"Simulation, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '21 Oct, 2019'}",1,14,0,0,
1245610,"Casual, Free to Play, Massively Multiplayer","Multi-player, MMO, Co-op, Online Co-op, In-App Purchases","{'date': '4 Apr, 2020'}",1,69,0,1,
287630,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV","{'date': '13 Mar, 2018'}",0,26,0,0,
1333350,"Adventure, RPG, Strategy, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases","{'date': '14 Aug, 2020'}",1,469,0,1,
1463920,"Casual, Indie, Free to Play","Single-player, Steam Achievements, Steam Cloud","{'date': '15 Jan, 2021'}",0,64,0,0,
1535560,"Casual, Free to Play, Indie, RPG, Simulation, Early Access","Single-player, Steam Achievements, In-App Purchases","{'date': '25 Aug, 2022'}",0,2382,0,1,
1540960,"Free to Play, Indie, Strategy","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","{'date': '2 Feb, 2023'}",0,274,0,1,
1269260,Strategy,"Single-player, Multi-player, PvP, Online PvP, Family Sharing",{'date': ''},1,3,0,0,
1641650,"Free to Play, Simulation","Single-player, Multi-player, PvP, Online PvP, In-App Purchases","{'date': '23 Jun, 2021'}",1,383,0,1,
1022310,"Casual, Strategy","Multi-player, PvP, Online PvP, Family Sharing","{'date': '21 Apr, 2020'}",1,4,2999,0,
1353300,"Casual, Indie, Strategy, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '21 Dec, 2020'}",0,1177,0,1,
1690710,"Adventure, Indie, RPG, Strategy, Free to Play, Early Access","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","{'date': '22 Jul, 2022'}",0,1579,0,1,
1777760,"Free to Play, Sports","Single-player, Steam Achievements, In-App Purchases","{'date': '26 Nov, 2021'}",0,343,0,1,
937310,"Free to Play, Indie, Strategy","Single-player, Steam Achievements, Includes level editor","{'date': '6 May, 2021'}",0,185,0,0,
1878910,"Casual, Indie, Simulation","Single-player, Steam Cloud","{'date': '13 Jan, 2023'}",0,31,0,0,
1891700,"Action, Casual, Indie, RPG, Free to Play","Single-player, Steam Achievements, In-App Purchases, Steam Cloud","{'date': '17 Mar, 2022'}",0,2249,0,1,
1964220,"Adventure, Casual, Indie, RPG, Simulation, Free to Play","Single-player, Steam Achievements, In-App Purchases, Stats","{'date': '23 Aug, 2022'}",0,151,0,1,
1985170,"Strategy, Free to Play, Early Access","Single-player, Multi-player, PvP, Online PvP, In-App Purchases","{'date': '19 Oct, 2023'}",1,195,0,1,
1990690,"Casual, Simulation, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","{'date': '2 Feb, 2023'}",0,125,0,1,
2066550,"Casual, Free to Play, Indie, Simulation","Single-player, Steam Achievements","{'date': '26 Jul, 2022'}",0,27,0,0,
2067850,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases","{'date': '16 May, 2023'}",1,124,0,1,
1117350,Action,"Multi-player, PvP, Online PvP, Family Sharing","{'date': '24 Jan, 2023'}",1,2,0,0,
1582500,"Indie, Strategy, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Family Sharing","{'date': '20 Oct, 2022'}",1,1,0,0,
2333480,"Massively Multiplayer, RPG, Strategy, Free to Play","Single-player, Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","{'date': '9 Jan, 2024'}",1,561,0,1,
2349820,"Action, Adventure, Massively Multiplayer, RPG, Free to Play","Multi-player, MMO, PvP, Online PvP, Steam Achievements, In-App Purchases, Remote Play Together","{'date': '17 May, 2023'}",1,9643,0,1,
2368470,"Casual, Indie, Free to Play","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","{'date': '16 Nov, 2023'}",0,45,0,0,
544610,Strategy,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '31 Aug, 2017'}",1,82,3999,0,
226620,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '18 Apr, 2023'}",0,20,1499,0,
2391710,"Action, Adventure, Casual, Indie, RPG, Simulation, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud","{'date': '10 Nov, 2023'}",1,93,0,0,
1092040,"Action, Indie","Single-player, Full controller support","{'date': '15 Dec, 2020'}",0,0,0,0,
443910,Simulation,"Single-player, Full controller support, Steam Cloud, Family Sharing","{'date': '16 Jun, 2016'}",0,3,3999,0,
2484110,"Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '6 Dec, 2023'}",1,1635,0,1,
2529130,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud","{'date': '31 Aug, 2023'}",0,18,0,0,
2594640,"Action, Adventure, RPG, Simulation",Single-player,"{'date': '8 Dec, 2023'}",0,41,0,0,
2140510,"Casual, Indie, RPG, Strategy, Free to Play","Multi-player, PvP, Online PvP, Steam Achievements, In-App Purchases","{'date': '25 Aug, 2023'}",1,544,0,1,
630360,"Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Captions available","{'date': '19 Jul, 2017'}",0,0,0,0,
1188260,"Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud","{'date': '22 Dec, 2019'}",0,5,0,0,
1035510,"Action, Adventure, Casual, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '8 Dec, 2020'}",1,40,324,0,
311250,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Steam Cloud, Family Sharing","{'date': '17 Sep, 2014'}",0,0,999,0,
334670,,,,,0,999,0,
7860,Action,"Single-player, Multi-player, Steam Cloud, Family Sharing","{'date': '20 May, 2009'}",1,4,499,0,
32330,"Action, Adventure","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing","{'date': '8 Jul, 2009'}",1,60,1999,0,
21120,Action,"Single-player, Family Sharing","{'date': '21 May, 2010'}",0,7,5499,0,
42670,Action,"Single-player, Multi-player, Family Sharing","{'date': '30 Jun, 2010'}",1,10,2999,0,
99810,,,,,1,1999,0,
63950,Simulation,"Single-player, Multi-player, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Family Sharing","{'date': '19 Jul, 2011'}",1,0,0,0,
57900,Action,"Single-player, Multi-player, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '9 Jun, 2011'}",1,46,1999,0,
12130,Action,"Single-player, Family Sharing","{'date': '6 Jan, 2011'}",0,34,999,0,
212630,Action,"Single-player, Multi-player, Co-op","{'date': '26 Jun, 2012'}",1,19,1999,0,
4720,Action,"Single-player, Family Sharing","{'date': '29 Oct, 2012'}",0,9,1495,0,
3270,Action,"Single-player, Multi-player, Family Sharing","{'date': '30 Oct, 2007'}",1,6,499,0,
6920,Action,"Single-player, Full controller support, Family Sharing","{'date': '29 Mar, 2007'}",0,9,699,0,
6980,Action,"Single-player, Full controller support, Family Sharing","{'date': '29 Mar, 2007'}",0,12,899,0,
8080,Action,"Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing","{'date': '13 Dec, 2007'}",1,1,0,0,
242960,Action,"Single-player, Family Sharing","{'date': '24 Sep, 2013'}",0,2,699,0,
407810,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing","{'date': '3 Jun, 2016'}",0,3,1999,0,
259170,"Action, Adventure","Single-player, Family Sharing","{'date': '29 Oct, 2013'}",0,5,999,0,
460810,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '25 May, 2017'}",0,13,1999,0,
728740,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '13 May, 2019'}",1,45,999,0,
964800,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Includes level editor, Family Sharing","{'date': '23 Sep, 2022'}",1,70,2499,0,
969990,"Action, Adventure, Casual","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '23 Jun, 2020'}",1,85,2999,0,
996580,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'date': '3 Sep, 2019'}",0,281,3999,0,
548570,Action,"Single-player, Steam Achievements, Captions available, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '13 May, 2019'}",0,84,3999,0,
1920490,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'date': '7 Mar, 2023'}",0,192,5999,0,
2096610,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '17 Nov, 2022'}",0,90,2999,0,
17710,"Action, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Family Sharing","{'date': '26 Sep, 2011'}",1,0,999,0,
608110,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing","{'date': '3 May, 2018'}",1,1,499,0,
15380,Strategy,"Single-player, Family Sharing","{'date': '10 Oct, 2008'}",0,37,999,0,
1630,Strategy,"Single-player, Multi-player, Co-op, Family Sharing","{'date': '6 Jul, 2006'}",1,57,599,0,
1640,Strategy,"Single-player, Multi-player, Co-op, Family Sharing","{'date': '6 Jul, 2006'}",1,44,599,0,
65600,RPG,"Single-player, Family Sharing","{'date': '22 Mar, 2011'}",0,21,999,0,
227260,Utilities,,"{'date': '29 Mar, 2013'}",,0,3999,0,
1281800,"Adventure, Free to Play, Indie","Single-player, Steam Achievements, Steam Cloud","{'date': '29 Apr, 2020'}",0,35,0,0,
1286530,"Action, Adventure, Indie, RPG","Single-player, Full controller support, Family Sharing","{'date': '30 Apr, 2020'}",0,0,0,0,
1287840,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '21 Oct, 2021'}",1,75,999,0,
34190,Racing,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Full controller support, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '3 Mar, 2010'}",1,26,999,0,
3330,Casual,"Single-player, Family Sharing","{'date': '30 Aug, 2006'}",0,650,499,0,
280180,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, VR Support, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play on TV, Family Sharing","{'date': '31 May, 2017'}",1,3,1999,0,
439350,"Action, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, In-App Purchases, Family Sharing","{'date': '11 Nov, 2019'}",1,0,0,1,
513510,"Action, Casual, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '4 Nov, 2016'}",1,3,299,0,
529110,"Adventure, Indie, Free to Play","Single-player, Partial Controller Support, Commentary available","{'date': '21 Oct, 2016'}",0,1,0,0,
542310,"Adventure, Free to Play, Indie",Single-player,"{'date': '13 Oct, 2016'}",0,1,0,0,
589870,"Action, Adventure, Casual, Free to Play, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats","{'date': '12 May, 2017'}",0,142,0,1,
624270,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '27 Sep, 2017'}",0,24,1999,0,
637850,"Adventure, Free to Play, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support","{'date': '27 May, 2017'}",0,2,0,0,
659190,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'date': '10 Nov, 2017'}",0,1,699,0,
696140,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Remote Play Together, Family Sharing","{'date': '2 Oct, 2017'}",1,0,1499,0,
715220,"Action, Free to Play","Multi-player, PvP, Online PvP, In-App Purchases, Steam Cloud, Family Sharing","{'date': '18 Dec, 2019'}",1,1,0,1,
809870,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '4 Sep, 2018'}",1,0,999,0,
813630,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '5 Apr, 2019'}",0,59,1999,0,
553660,"Action, Casual, Free to Play, Indie","Multi-player, PvP, Online PvP, Partial Controller Support","{'date': '6 Apr, 2018'}",1,3,0,0,
885640,"Indie, Simulation, Free to Play","Single-player, Steam Achievements","{'date': '13 Jul, 2018'}",0,0,0,0,
908050,"Action, Adventure, Casual, Indie, Racing","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '16 Jul, 2019'}",1,0,899,0,
519860,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'date': '10 Dec, 2018'}",1,75,1999,0,
1028570,Indie,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together","{'date': '12 Mar, 2019'}",1,1,0,0,
1037130,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '25 Mar, 2021'}",0,4,1999,0,
1086410,"Casual, Indie, Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Includes level editor, Family Sharing","{'date': '4 Dec, 2020'}",1,2,499,0,
1105620,"Action, Casual, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards, Family Sharing","{'date': '26 Aug, 2019'}",0,0,199,0,
1122720,"Action, Casual","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing","{'date': '12 Dec, 2019'}",0,1,1299,0,
382560,"Action, Adventure, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Family Sharing","{'date': '19 Sep, 2019'}",1,17,1999,0,
1227800,"Action, Free to Play, Sports, Strategy","Multi-player, PvP, Online PvP, Family Sharing","{'date': '21 Feb, 2020'}",1,0,0,0,
555000,"Action, Early Access","Multi-player, PvP, Online PvP, Steam Achievements, Steam Cloud, Family Sharing","{'date': '10 Jul, 2019'}",1,2,599,0,
1377150,"Adventure, Casual","Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud","{'date': '28 Aug, 2020'}",1,39,0,0,
584640,"Action, Adventure, Casual, Indie, Racing","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '24 Sep, 2021'}",1,3,299,0,
2231450,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing","{'date': '26 Jan, 2023'}",0,2058,1999,0,
2291760,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing","{'date': '31 Mar, 2023'}",0,239,599,0,
19980,"Action, Adventure","Single-player, Family Sharing","{'date': '10 Dec, 2008'}",0,22,199,0,
356330,,,,,0,0,0,
650700,"Adventure, Casual, Free to Play, Indie","Single-player, Partial Controller Support, Family Sharing","{'date': '10 Jan, 2018'}",0,55,0,0,
740250,"Free to Play, Indie, Massively Multiplayer, Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing, Early Access","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Supported, Partial Controller Support, Includes level editor","{'date': '4 May, 2018'}",1,1,0,0,
1761390,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing","{'date': '26 May, 2022'}",0,290,3939,0,
33900,"Action, Simulation, Strategy","Single-player, Multi-player, Co-op, Captions available, Partial Controller Support, Includes level editor, Family Sharing",{'date': ''},1,0,1299,0,
245130,,,,,0,0,0,
241560,"Action, Massively Multiplayer, Racing","Single-player, Multi-player, MMO, In-App Purchases, Partial Controller Support, Family Sharing","{'date': '2 Dec, 2014'}",1,4,0,1,
12250,,"Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Family Sharing",{'date': ''},0,0,0,0,
1526180,"Adventure, Indie, Massively Multiplayer, RPG","Multi-player, PvP, LAN PvP, Co-op, LAN Co-op, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '12 Nov, 2021'}",1,0,299,0,
672630,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing","{'date': '28 Jan, 2021'}",0,28,1999,0,
691020,"Violent, Gore, Action, Free to Play, Indie, Massively Multiplayer",Multi-player,"{'date': '22 Feb, 2018'}",1,0,0,0,
1136380,"Simulation, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing","{'date': '22 Aug, 2022'}",1,22,1999,0,
1179680,"Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases","{'date': '24 Jul, 2020'}",1,151,0,1,
816180,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing","{'date': '26 Apr, 2018'}",0,0,99,0,
1421230,Adventure,"Single-player, Full controller support, Family Sharing","{'date': '8 Oct, 2020'}",0,0,0,0,
1449690,Adventure,"Single-player, Steam Achievements, Full controller support, Family Sharing","{'date': '29 Oct, 2020'}",0,616,4999,0,
320240,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '10 Aug, 2018'}",0,92,5999,0,
914620,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Family Sharing","{'date': '14 Aug, 2018'}",0,137,1099,0,
1743830,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '20 Jul, 2023'}",1,8,2499,0,
40400,"Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '21 Oct, 2009'}",1,2,999,0,
65560,Action,"Single-player, Family Sharing","{'date': '25 Feb, 2011'}",0,0,499,0,
729460,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing","{'date': '2 Nov, 2017'}",0,1,28,0,
802200,"Action, Indie, Free to Play","Single-player, Full controller support, Steam Cloud, Steam Leaderboards","{'date': '22 Nov, 2019'}",0,2,0,0,
321400,"Action, Casual, Free to Play, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases, Partial Controller Support, Stats","{'date': '8 Feb, 2019'}",1,1,0,1,
703940,Sports,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing","{'date': '8 Sep, 2017'}",1,1,49,0,
822240,"Adventure, Free to Play, Massively Multiplayer, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases","{'date': '11 Dec, 2018'}",1,158,0,1,
2237980,"Adventure, Casual, Indie",Single-player,"{'date': '17 Dec, 2022'}",0,5,0,0,
298520,"Action, Indie, Simulation, Free to Play","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together","{'date': '7 Aug, 2014'}",1,0,0,0,
1238000,"Action, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards","{'date': '11 Jun, 2020'}",1,684,3999,0,
215550,"Violent, Gore, Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Full controller support, Family Sharing","{'date': '31 Oct, 2016'}",1,0,999,0,
251270,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '25 Apr, 2016'}",0,5,1499,0,
252610,"Action, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '21 Jul, 2016'}",1,95,374,0,
253250,"Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Trading Cards, Steam Workshop, Remote Play Together, Family Sharing","{'date': '25 Jul, 2018'}",1,113,1999,0,
264260,"Violent, Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '11 Aug, 2014'}",0,0,0,0,
269770,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '29 Feb, 2024'}",1,380,1499,0,
270410,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '15 Apr, 2016'}",0,0,0,0,
284410,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '26 Apr, 2016'}",0,0,1999,0,
284990,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '30 Apr, 2015'}",0,0,1999,0,
324060,,,,,1,999,0,
301990,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '3 Jul, 2014'}",0,0,99,0,
312780,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '23 Jul, 2015'}",0,21,2499,0,
345080,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '28 May, 2015'}",0,0,1199,0,
314320,"Casual, Indie, Simulation, Strategy","Single-player, Family Sharing","{'date': '8 Aug, 2014'}",0,1,899,0,
315460,"Action, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '10 Jul, 2018'}",1,20,1199,0,
317100,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Steam Leaderboards, Commentary available","{'date': '25 Feb, 2015'}",0,3,0,0,
241260,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '29 Sep, 2014'}",0,39,2999,0,
323490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '12 Dec, 2014'}",0,0,1499,0,
324160,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '23 Nov, 2015'}",0,35,4499,0,
