ID del juego,Fecha de Lanzamiento
357200,
552280,
745960,
812560,
820730,
1044620,
1069230,
325180,
1299420,
263700,
298400,
359220,
737010,
857980,"{'coming_soon': False, 'date': '28 May, 2019'}"
1019100,
1051690,
1055430,
1707650,
1009560,
658970,
722750,
731910,
807890,
405900,
495280,"{'coming_soon': False, 'date': '30 Jan, 2017'}"
803600,"{'coming_soon': False, 'date': '22 Oct, 2018'}"
882710,
924980,"{'coming_soon': False, 'date': '24 Apr, 2020'}"
1167100,
1191840,
1233880,"{'coming_soon': False, 'date': '10 Sep, 2020'}"
1288310,
1696440,
1718570,
1939560,
1868180,
6010,
603140,
623080,
863570,
227920,
505060,
433530,
1371480,
1763050,
1968340,
2209680,
2027330,
733610,
1344350,
1599020,
1732740,
1842810,
1863670,
2273880,
2427700,
1529570,
205550,
99910,
105430,
109410,
286080,
238910,
259360,
267060,
267940,
312640,
328940,
344130,
346210,
348960,
350620,
351800,
356200,
357780,
357900,
359810,
368650,
371390,
375010,
375620,
385890,
389400,
392820,
402330,
404070,
405950,
272890,
415350,
415960,
416690,
418160,
418430,
424000,
430020,
434210,
434500,
435140,
440730,
448460,
448470,
449520,
449530,
452920,
453850,
455970,
456660,
461880,
461890,
463100,
463710,
466890,
473810,
485390,
485890,
495780,
496680,
497100,
502090,
507380,
507390,
520530,
531800,
536410,
543170,
543360,
551080,
551930,
571020,
571870,
575840,
576750,
579150,
622170,
662830,
1126320,
1172940,
1545450,
1840490,"{'coming_soon': False, 'date': 'Dec 17, 2021'}"
2067790,
2162520,
390570,
411370,"{'coming_soon': False, 'date': '19 Apr, 2016'}"
522880,
658620,
965010,
970570,
976390,
1144300,
1145030,
1714320,
346290,
608990,
760510,
640890,
1755910,
664830,
443080,
326160,
342190,
977690,
1363430,
214170,
224440,
207930,
251970,
252290,
290320,
293940,
297060,
297810,
301220,
219760,
312200,
253510,
323060,
339200,
368720,
372800,
381180,
398850,
403970,
471010,
573120,
378540,
672970,
730590,
565020,
770070,
780580,
840800,
929010,
957440,
449960,
1151080,
1390680,
1614730,
2244800,
2321580,
2488510,
1026420,
2586870,
207210,
666330,
293840,
300760,
362610,
368750,
388420,
424830,
453980,
1240290,
1131080,
338060,
429680,
648580,
570780,
1111450,
22130,
404530,
1106840,
2530670,
1008210,
1568940,
2624740,
1497640,
381870,
453670,
473140,
529240,
562730,
604780,
606860,
610730,
628950,
634340,
3380,
214700,
212700,
111900,
252830,
242980,
262490,
262900,
264340,
265670,
274230,
274290,
300540,
311480,
358090,
364230,
561770,
680830,
1102130,
1353270,
1862660,
300820,
370090,
382140,
477290,
670350,
41050,
201480,
222520,
280620,
311260,
297210,
39650,
39660,
39680,
345790,
352160,
380360,
2700,
285310,
521150,
322780,
643980,
707030,
765810,
825580,
841500,
949290,
1318690,
1454160,
1519890,
1615290,
1623880,
1150530,
340540,
1372810,
222160,
278570,
280640,
291170,
295250,
332480,
338840,
339290,
349460,
356880,
360010,
361850,
365110,
368710,
376730,
380000,
386110,
388660,
389160,
389900,
395250,
399420,"{'coming_soon': False, 'date': 'Sep 3, 2015'}"
418040,
270570,
429280,
430080,
431750,
432260,
434890,
439930,
454100,
464070,
464230,
469890,
485920,
490910,
495570,
503830,
506760,
512550,
513980,
521430,
521590,
527710,
527800,
529900,
530540,
533340,
540190,
540900,
541920,
542880,
545470,
545690,
550810,
555930,
557030,
559960,
562640,
567150,
575750,
575760,
575780,
575860,
575890,
576050,
581200,
581600,
585560,
585950,
586130,
589640,
592060,
594720,
595780,
601240,
603060,
607210,
610810,
614950,
614960,
617710,
619740,
621150,
623550,
627950,
631830,
635850,
635880,
648120,
715010,
754120,
813540,
993740,
715210,
1046820,
1157750,
1252560,
1334000,
1334010,
362400,
246700,
296630,
302010,
422970,
432470,
436320,
457420,
752480,
810500,
844040,
954850,
1037020,"{'coming_soon': False, 'date': '21 Oct, 2020'}"
1079800,
1170060,
844380,
1222580,
976800,
1292040,
1296610,
1055210,
1358140,
1512590,
1514950,
1583230,"{'coming_soon': False, 'date': '13 Dec, 2022'}"
1592190,
1608470,
1674780,
1717770,
1743850,
1316910,
1759380,
1651960,"{'coming_soon': False, 'date': 'Nov 16, 2021'}"
1824960,
1895130,
1922010,
1947070,
1347970,
2330500,
2441700,
591370,
1594320,
548290,
557810,
20840,
220050,
389280,
441920,
485650,
524970,
542480,
557400,
689090,
726390,
729580,
40330,
246300,
251430,
253770,
230840,
285380,
314810,
333260,
350910,
357750,
385330,
417880,
433100,
567980,
596000,
782130,
794800,
965210,
1537710,
1363250,
1364130,
787740,
803980,
1058380,
108200,
8300,
234490,
251910,
260550,
266940,
281060,
286500,
291330,
299840,
300060,
301540,
302120,
308060,
313140,
334940,
340220,
344230,
344790,
345130,
354920,
355280,
355410,
356070,
359580,
360830,
360890,
366220,
366610,
247950,
371460,
371330,
381140,
388050,
390710,
391600,
393230,
395380,
369360,
404660,
405500,
414580,
418610,
422650,
423760,
429060,
431640,
432170,
434220,
434800,
448790,
449760,
451660,
453950,
454080,
455940,
460150,
463670,
466780,
485560,
485570,
485640,
485660,
485830,
487350,
489020,
490980,
492280,
493780,
496120,
496530,
497020,
497560,"{'coming_soon': False, 'date': '6 Jan, 2017'}"
502910,"{'coming_soon': False, 'date': '29 Jul, 2016'}"
507400,"{'coming_soon': False, 'date': 'May 15, 2017'}"
509850,"{'coming_soon': False, 'date': 'Sep 12, 2016'}"
509930,"{'coming_soon': False, 'date': 'Sep 8, 2016'}"
510330,"{'coming_soon': False, 'date': '15 Sep, 2016'}"
513820,"{'coming_soon': False, 'date': '26 Oct, 2016'}"
516410,"{'coming_soon': False, 'date': '4 Jan, 2017'}"
523160,"{'coming_soon': False, 'date': '7 Oct, 2016'}"
527790,"{'coming_soon': False, 'date': '23 Sep, 2016'}"
531240,"{'coming_soon': False, 'date': '21 Oct, 2016'}"
533860,"{'coming_soon': False, 'date': '14 Nov, 2016'}"
534290,"{'coming_soon': False, 'date': '20 Oct, 2016'}"
539450,"{'coming_soon': False, 'date': '19 Jan, 2017'}"
543160,"{'coming_soon': False, 'date': '5 Nov, 2016'}"
544330,"{'coming_soon': False, 'date': '28 Mar, 2017'}"
551520,"{'coming_soon': False, 'date': '17 Nov, 2016'}"
552900,"{'coming_soon': False, 'date': '7 Apr, 2017'}"
562240,"{'coming_soon': False, 'date': '2 Jan, 2017'}"
562650,
566670,"{'coming_soon': False, 'date': '20 Jan, 2017'}"
567680,"{'coming_soon': False, 'date': '17 Jan, 2017'}"
575830,"{'coming_soon': False, 'date': '3 Mar, 2017'}"
576500,"{'coming_soon': False, 'date': '16 Aug, 2018'}"
580420,"{'coming_soon': False, 'date': '20 Jan, 2017'}"
580910,"{'coming_soon': False, 'date': '31 Aug, 2017'}"
581100,"{'coming_soon': False, 'date': '27 Feb, 2017'}"
581380,"{'coming_soon': False, 'date': '1 May, 2017'}"
581820,"{'coming_soon': False, 'date': '18 Jan, 2017'}"
581970,"{'coming_soon': False, 'date': '10 Feb, 2017'}"
582290,"{'coming_soon': False, 'date': '10 Mar, 2020'}"
584860,"{'coming_soon': False, 'date': '15 Mar, 2017'}"
584890,"{'coming_soon': False, 'date': '17 May, 2018'}"
594160,"{'coming_soon': False, 'date': '16 Mar, 2017'}"
595640,"{'coming_soon': False, 'date': '21 Feb, 2017'}"
601570,"{'coming_soon': False, 'date': '8 Mar, 2017'}"
606330,"{'coming_soon': False, 'date': '24 Mar, 2017'}"
600210,"{'coming_soon': False, 'date': '31 Mar, 2017'}"
614460,"{'coming_soon': False, 'date': '5 Apr, 2017'}"
623940,"{'coming_soon': False, 'date': '14 Sep, 2017'}"
628760,"{'coming_soon': False, 'date': '29 Jul, 2017'}"
647040,"{'coming_soon': False, 'date': '13 Jul, 2017'}"
673660,"{'coming_soon': False, 'date': '21 Jul, 2017'}"
673720,"{'coming_soon': False, 'date': '8 Aug, 2017'}"
682910,"{'coming_soon': False, 'date': '7 Aug, 2017'}"
696480,"{'coming_soon': False, 'date': '2 Oct, 2017'}"
701720,"{'coming_soon': False, 'date': '8 Sep, 2017'}"
719120,"{'coming_soon': False, 'date': '31 Oct, 2017'}"
724740,"{'coming_soon': False, 'date': '31 Oct, 2017'}"
725280,"{'coming_soon': False, 'date': '10 Nov, 2017'}"
731230,"{'coming_soon': False, 'date': '24 Nov, 2017'}"
783050,"{'coming_soon': False, 'date': '8 Feb, 2018'}"
815830,"{'coming_soon': False, 'date': '26 Mar, 2018'}"
834420,"{'coming_soon': False, 'date': '10 Apr, 2018'}"
951940,"{'coming_soon': False, 'date': '19 Feb, 2019'}"
15080,"{'coming_soon': False, 'date': '13 Jun, 2008'}"
104020,"{'coming_soon': False, 'date': '19 Jan, 2012'}"
287100,"{'coming_soon': False, 'date': '1 May, 2014'}"
306260,"{'coming_soon': False, 'date': '25 Jul, 2014'}"
357930,"{'coming_soon': False, 'date': '1 Apr, 2015'}"
446840,"{'coming_soon': False, 'date': '7 Feb, 2017'}"
41060,"{'coming_soon': False, 'date': '30 Aug, 2019'}"
111600,"{'coming_soon': False, 'date': '30 Aug, 2011'}"
214190,"{'coming_soon': False, 'date': '10 Sep, 2014'}"
359960,"{'coming_soon': False, 'date': '16 Jul, 2015'}"
466220,"{'coming_soon': False, 'date': '14 Apr, 2017'}"
37420,"{'coming_soon': False, 'date': '25 Aug, 2009'}"
42120,"{'coming_soon': False, 'date': '8 Apr, 2010'}"
318220,"{'coming_soon': False, 'date': '24 Oct, 2014'}"
897630,"{'coming_soon': False, 'date': '17 Aug, 2018'}"
404550,"{'coming_soon': False, 'date': '24 Nov, 2015'}"
205710,"{'coming_soon': False, 'date': '13 Dec, 2012'}"
484900,"{'coming_soon': False, 'date': '25 Jul, 2017'}"
596650,"{'coming_soon': False, 'date': '3 Mar, 2017'}"
602700,"{'coming_soon': False, 'date': '14 Jun, 2019'}"
671970,"{'coming_soon': False, 'date': '13 Oct, 2021'}"
684870,"{'coming_soon': False, 'date': '9 Aug, 2017'}"
748300,"{'coming_soon': False, 'date': '6 Dec, 2018'}"
758690,"{'coming_soon': False, 'date': '10 May, 2023'}"
782660,"{'coming_soon': False, 'date': '26 Feb, 2018'}"
838630,"{'coming_soon': False, 'date': '14 Apr, 2020'}"
855740,"{'coming_soon': False, 'date': '12 May, 2023'}"
944770,"{'coming_soon': False, 'date': '20 Dec, 2018'}"
989770,"{'coming_soon': False, 'date': '28 Nov, 2019'}"
991170,"{'coming_soon': False, 'date': '15 Jun, 2020'}"
421650,
1078760,"{'coming_soon': False, 'date': '17 Nov, 2021'}"
1141530,"{'coming_soon': False, 'date': '16 May, 2020'}"
567730,
1281080,"{'coming_soon': False, 'date': '21 Apr, 2020'}"
1296280,"{'coming_soon': False, 'date': '23 Jun, 2020'}"
1340530,"{'coming_soon': False, 'date': '27 Aug, 2020'}"
1391000,"{'coming_soon': False, 'date': '3 Sep, 2020'}"
1433570,"{'coming_soon': False, 'date': '13 Apr, 2022'}"
1515180,"{'coming_soon': False, 'date': '31 Mar, 2021'}"
46510,"{'coming_soon': False, 'date': '19 May, 2011'}"
1783530,"{'coming_soon': False, 'date': '6 Nov, 2021'}"
46420,
451340,"{'coming_soon': False, 'date': '13 Oct, 2017'}"
625080,"{'coming_soon': False, 'date': '22 Jun, 2017'}"
1200230,"{'coming_soon': False, 'date': '20 Feb, 2020'}"
817510,"{'coming_soon': False, 'date': '28 Mar, 2018'}"
729660,"{'coming_soon': False, 'date': '20 Oct, 2017'}"
266230,"{'coming_soon': False, 'date': '13 Mar, 2014'}"
370040,"{'coming_soon': False, 'date': '25 May, 2015'}"
373440,"{'coming_soon': False, 'date': '28 May, 2015'}"
383520,"{'coming_soon': False, 'date': '7 Jul, 2015'}"
110500,"{'coming_soon': False, 'date': '24 Oct, 2011'}"
227780,"{'coming_soon': False, 'date': '30 Aug, 2019'}"
12230,"{'coming_soon': False, 'date': ''}"
12240,
252350,"{'coming_soon': False, 'date': '6 Feb, 2014'}"
270510,"{'coming_soon': False, 'date': '5 Jun, 2014'}"
277870,"{'coming_soon': False, 'date': '5 Mar, 2014'}"
1058200,"{'coming_soon': False, 'date': '18 Nov, 2019'}"
296050,"{'coming_soon': False, 'date': '30 May, 2014'}"
304670,"{'coming_soon': False, 'date': '3 Jul, 2014'}"
332400,"{'coming_soon': False, 'date': '10 Jul, 2015'}"
340820,
342970,"{'coming_soon': False, 'date': '5 May, 2016'}"
345120,"{'coming_soon': False, 'date': '17 Mar, 2015'}"
363670,"{'coming_soon': False, 'date': '21 Aug, 2015'}"
365400,"{'coming_soon': False, 'date': '11 May, 2015'}"
368770,"{'coming_soon': False, 'date': '12 Aug, 2015'}"
368780,"{'coming_soon': False, 'date': '5 Aug, 2015'}"
369000,"{'coming_soon': False, 'date': '11 May, 2015'}"
368760,"{'coming_soon': False, 'date': '1 Jul, 2015'}"
371220,"{'coming_soon': False, 'date': '25 Sep, 2015'}"
373290,"{'coming_soon': False, 'date': '26 May, 2015'}"
380120,"{'coming_soon': False, 'date': '24 Jun, 2015'}"
383630,"{'coming_soon': False, 'date': '15 Jul, 2015'}"
380550,"{'coming_soon': False, 'date': '30 Jun, 2015'}"
386420,"{'coming_soon': False, 'date': '31 Jul, 2015'}"
386870,"{'coming_soon': False, 'date': '27 Aug, 2015'}"
387860,"{'coming_soon': False, 'date': '10 Aug, 2015'}"
387930,"{'coming_soon': False, 'date': '19 Nov, 2015'}"
388390,"{'coming_soon': False, 'date': '20 Jul, 2015'}"
393240,"{'coming_soon': False, 'date': '19 Oct, 2015'}"
393930,"{'coming_soon': False, 'date': '14 Jul, 2016'}"
395920,"{'coming_soon': False, 'date': '21 Oct, 2015'}"
407420,"{'coming_soon': False, 'date': '14 Dec, 2015'}"
409340,"{'coming_soon': False, 'date': '29 Jan, 2016'}"
423720,"{'coming_soon': False, 'date': '2 May, 2016'}"
433910,"{'coming_soon': False, 'date': '12 May, 2016'}"
436530,"{'coming_soon': False, 'date': '22 Nov, 2016'}"
440790,"{'coming_soon': False, 'date': '4 Mar, 2016'}"
444930,"{'coming_soon': False, 'date': '16 Jun, 2016'}"
449060,"{'coming_soon': False, 'date': '23 Mar, 2016'}"
449730,"{'coming_soon': False, 'date': '1 Dec, 2016'}"
450060,"{'coming_soon': False, 'date': '6 May, 2016'}"
451700,"{'coming_soon': False, 'date': '3 May, 2016'}"
453830,"{'coming_soon': False, 'date': '13 May, 2016'}"
454970,"{'coming_soon': False, 'date': '15 Apr, 2016'}"
458600,"{'coming_soon': False, 'date': '17 Apr, 2017'}"
459640,"{'coming_soon': False, 'date': '17 Mar, 2017'}"
461390,"{'coming_soon': False, 'date': '19 Jan, 2017'}"
461490,"{'coming_soon': False, 'date': '7 Jul, 2016'}"
463880,"{'coming_soon': False, 'date': '20 Feb, 2017'}"
474050,"{'coming_soon': False, 'date': '30 Jun, 2016'}"
481600,"{'coming_soon': False, 'date': '30 Jan, 2017'}"
481870,"{'coming_soon': False, 'date': '12 Oct, 2018'}"
485430,"{'coming_soon': False, 'date': '17 Dec, 2016'}"
486850,"{'coming_soon': False, 'date': '21 Jun, 2016'}"
487370,"{'coming_soon': False, 'date': '6 Jun, 2016'}"
490870,"{'coming_soon': False, 'date': '18 Nov, 2016'}"
491720,"{'coming_soon': False, 'date': '2 Aug, 2016'}"
494290,"{'coming_soon': False, 'date': '11 Jul, 2016'}"
502100,"{'coming_soon': False, 'date': '26 Oct, 2016'}"
502400,"{'coming_soon': False, 'date': '1 Aug, 2016'}"
503680,"{'coming_soon': False, 'date': '2 Sep, 2016'}"
504980,"{'coming_soon': False, 'date': '1 Aug, 2016'}"
506730,"{'coming_soon': False, 'date': '17 May, 2017'}"
508380,
508840,"{'coming_soon': False, 'date': '1 Aug, 2016'}"
513230,"{'coming_soon': False, 'date': '1 Sep, 2016'}"
513290,"{'coming_soon': False, 'date': '13 Dec, 2018'}"
514890,"{'coming_soon': False, 'date': '15 Sep, 2016'}"
518620,"{'coming_soon': False, 'date': '14 Oct, 2016'}"
518730,"{'coming_soon': False, 'date': '2 Oct, 2016'}"
521630,"{'coming_soon': False, 'date': '22 Sep, 2016'}"
525300,"{'coming_soon': False, 'date': '2 Sep, 2016'}"
525690,"{'coming_soon': False, 'date': '1 May, 2017'}"
529420,"{'coming_soon': False, 'date': '26 Oct, 2016'}"
533180,"{'coming_soon': False, 'date': '7 Dec, 2016'}"
536750,"{'coming_soon': False, 'date': '14 Oct, 2016'}"
539460,"{'coming_soon': False, 'date': '11 Oct, 2016'}"
544870,"{'coming_soon': False, 'date': '21 Oct, 2016'}"
546090,"{'coming_soon': False, 'date': '21 Oct, 2016'}"
546930,"{'coming_soon': False, 'date': '15 May, 2017'}"
548130,"{'coming_soon': False, 'date': '29 Mar, 2017'}"
552780,"{'coming_soon': False, 'date': '7 Dec, 2016'}"
553610,"{'coming_soon': False, 'date': '24 Nov, 2016'}"
553790,"{'coming_soon': False, 'date': '9 Nov, 2016'}"
554330,"{'coming_soon': False, 'date': '23 Feb, 2017'}"
556260,"{'coming_soon': False, 'date': '17 Oct, 2017'}"
560710,"{'coming_soon': False, 'date': '30 Dec, 2016'}"
562290,"{'coming_soon': False, 'date': '1 May, 2017'}"
562430,"{'coming_soon': False, 'date': '1 Oct, 2018'}"
562520,"{'coming_soon': False, 'date': '8 Dec, 2016'}"
567780,"{'coming_soon': False, 'date': '2 Feb, 2017'}"
568500,"{'coming_soon': False, 'date': '18 Dec, 2016'}"
544180,"{'coming_soon': False, 'date': '28 Dec, 2016'}"
576810,"{'coming_soon': False, 'date': '3 Feb, 2017'}"
580560,
584800,
534560,
588920,
593740,
602880,
603360,
604140,
604490,
605210,
607040,
618490,
618750,
619220,
622920,
627670,
632200,
650490,
652550,
656140,
656610,
672860,
673800,
675940,
680620,
684050,
690740,
693250,
701470,
705710,
709840,
709870,
712010,
718660,
721940,
723450,
724430,
725780,
632050,
738000,
739690,
747190,
756230,
774281,
776340,
780750,
781440,
783590,
786720,
798850,
818480,
821390,
822680,
826160,
827640,
828150,
832680,
843780,
852110,
854810,
857010,
857050,
857060,
879510,
350280,
938860,"{'coming_soon': False, 'date': '21 Sep, 2021'}"
565110,
982150,
1024380,
1072120,
1079310,
252130,
1085750,
1091950,
1106860,
1113680,
1129220,
1171310,
490860,
1125480,
702150,
335190,
600430,
835950,
727020,
1307090,
1076280,
1363850,
1395560,
919220,
1477060,
1480120,
1549030,
1656240,
1679320,
1678140,
1736840,
1766790,
1770380,
1812280,
1846920,
1978610,
1990740,
2163590,
1670460,
201510,
232450,
1798020,
3820,
6200,
18820,
60600,
18070,
70620,
211440,
218410,
105420,
202270,
232970,
228960,
225160,
243780,
226960,
252270,
253130,
247240,
255300,
257120,
258010,
254440,
261940,
269530,
227060,
281220,
281350,
283000,
283020,
116100,
294460,
297490,
298160,
299780,
300220,
302610,
302950,
304460,
305640,
307760,
311080,
314010,
315080,
313360,
315260,
317300,
327650,
330470,
331200,
203830,
336200,
340120,
341860,
342620,
342650,
235360,
345060,
345440,
348530,
349440,
350630,
372820,
380580,
389460,
397580,
808910,
996770,
1057750,
1103730,
1154830,
1203180,
1356240,
1645820,
1722760,
1502190,
1402110,
1267240,
371280,
444410,
447800,
463030,
530860,
554800,
555850,
548720,
576480,
582920,
621050,
637330,
531960,
853770,
1321450,
1596310,
1699860,
1754840,
2276930,
44100,
40930,
21970,
107200,
98800,
211360,
211260,
216890,
227200,
251830,
259060,
273070,
339190,
367600,
307670,
607080,
760650,
830590,
867210,
975510,"{'coming_soon': False, 'date': '21 Jul, 2020'}"
1478070,
1605220,
1675670,
623880,
800270,
915460,
1658870,
1951230,
1584660,
336520,
339130,
641960,
970840,
520950,
371180,
452780,
797470,
392020,
3300,
416630,
486120,
578850,
606690,
749880,
766280,
869880,
1011940,
1309000,
1477810,
1520500,
1619750,
1757490,
1802870,
1950450,
2069640,
2102760,
2291680,
2588590,
2745710,
390560,
539650,
1144170,
686260,
44650,
44670,
44680,
224340,
1386780,
290770,"{'coming_soon': False, 'date': 'May 30, 2014'}"
421170,
441790,
446610,
485380,
518660,
611750,
886040,
887720,
966870,
987400,
1182920,
1210110,
1296770,
1528000,
63200,
211600,
210170,
220780,"{'coming_soon': False, 'date': 'Nov 12, 2012'}"
251730,
272270,
280200,
307590,
319470,
338170,
253390,
311720,
365770,
370360,
317820,
394970,
400110,
420530,"{'coming_soon': False, 'date': 'Dec 2016'}"
461560,
382050,
500670,
369070,
709920,
867480,
983970,
1048740,
1111370,
1129190,
1140270,"{'coming_soon': False, 'date': '23 Oct, 2020'}"
1665190,
1733060,
1822910,
1874490,"{'coming_soon': False, 'date': 'Oct 17, 2022'}"
1969080,
1972710,
2070550,
2084930,
2108950,
470130,
458770,
587420,
625470,
999860,
1043340,
1150760,"{'coming_soon': False, 'date': '5 Sep, 2022'}"
1179080,
1384770,
1846170,
1935660,
2193490,
2275150,
402890,
876460,
11260,
9940,
15740,
211580,
230700,
242780,
242820,
95000,
238240,
244690,
244890,
241620,
249590,
242530,
252010,
231310,
45500,
259470,
260570,
207750,
262470,
262770,
262920,
263320,
263520,
263560,
263960,
264000,
264560,
265790,
244410,
268320,
269270,
271970,
257970,
277470,
278530,
279140,
284390,
284750,
284810,
284910,
286810,
287840,
290280,
291130,
291270,
300320,
301380,
276890,
306950,
310080,"{'coming_soon': False, 'date': '4 Sep, 2014'}"
312230,
312630,
313080,
313130,
316140,
316720,
317610,
319230,
319320,
320540,
320760,
320790,
323450,
297120,
324420,
324730,
325870,
327260,
328270,
330660,
330820,
330990,
331760,
331980,
332710,
333490,
334620,
334850,
335450,
335460,
335690,
335900,
336110,
337040,
337630,
339860,
333760,
340800,
341120,
341150,
341390,
341680,
341730,
310740,
342280,
342300,
342610,
343090,
335660,
343800,
345540,
345860,
346080,
294440,
347030,
207370,
207380,
348400,
348540,
349680,
350010,
346780,
349540,
351340,
351400,
352010,
352780,
352960,
353070,
353330,
354040,
348180,
354180,
354950,
355100,
356540,
356550,
356560,
356890,
334420,
356380,
357600,
358770,
359040,
359560,
360390,
360730,
360880,
361160,
361400,
363240,
363410,
363510,
363790,
363920,
364190,
356170,
364770,
365280,
365350,
365680,
366210,
293740,
367000,
367020,
367240,
367300,
367780,
368140,
368590,
368700,
368790,
368830,
368970,
369060,
369080,
369420,
369890,
370300,
370480,
370590,
370940,
371320,
371410,
371550,
371900,
372030,
332410,
373240,
373360,
373730,
328730,
373970,
375170,
375420,
375430,
375930,
375290,
378080,
379320,
380700,
381560,
379960,
383670,
383750,
383930,
383960,
384680,
384990,
385020,
385360,
384950,
386090,
386700,
386990,
387060,
387070,
387240,
388500,
390200,
390880,
390910,
391390,
308420,
392030,
385240,
392930,
393600,
393950,
393980,
394280,
395140,
395420,
332390,
396530,
370170,
397570,
400410,
400790,
401840,
402170,
402220,
402620,
402850,
403510,
379640,
405010,
407020,
407150,
407340,
407680,
409380,
410120,
410130,
409310,
411120,
412730,
413680,
414080,
416030,
416200,
416370,
417110,
418960,
419090,
420100,
420770,
421180,
421260,
421880,
428100,
429580,
430170,
427980,
416040,
444460,
402150,
449250,
452510,
460160,
462990,
464490,
483960,
490390,
496630,
449830,
593200,
1170820,
6800,
6810,
225300,
224300,
240600,
303800,
303830,
377450,
539300,
558780,
582810,
662190,
765870,
1985820,"{'coming_soon': False, 'date': '8 Mar, 2023'}"
1546970,
2306740,
61520,
298050,
360950,
21760,
21910,
25980,
23450,
48210,
207890,
224740,
227680,
18490,
232810,
252250,
256050,
227020,
291930,
310470,
289930,
334310,
326410,
341030,
344850,"{'coming_soon': False, 'date': '27 Aug, 2015'}"
667610,
736820,
773790,
911430,
954870,
987840,
1083300,
1099410,
1123830,
1157220,
1158420,
1176470,
1182110,
1287530,
840390,
1336180,
1380910,
1471040,
1489970,
1492360,
1511460,
1527950,
1538570,
1614550,
1620290,
1644320,
1649080,
1700870,
1937500,
1981570,
2198510,
2244130,
2370310,"{'coming_soon': False, 'date': 'May 18, 2023'}"
1937780,
1286880,
2170420,
2422090,
7200,
253690,
240460,
664430,
790740,
1444480,
1708520,
1967510,
418110,
294730,
454180,
542780,
728730,
1146940,
213120,
328060,
343630,
380770,
385380,
433280,
440740,
464080,
467760,
492800,
438490,
553310,
556180,
609940,
551170,
1158980,
1222800,
1316230,
1592110,
462110,
485500,
1239300,
1509820,
6370,
208030,
215870,"{'coming_soon': False, 'date': 'Mar 13, 2013'}"
389430,
434530,
514460,
557190,
645690,
579180,
888790,
1021770,
1230140,
1265240,
1345740,
1367550,
872410,
1567800,
1732330,
1879330,"{'coming_soon': False, 'date': 'Jul 12, 2022'}"
1811950,
2113920,
427950,
1942660,
339600,"{'coming_soon': False, 'date': '14 Dec, 2015'}"
511090,"{'coming_soon': False, 'date': 'Oct 25, 2016'}"
934430,
1283970,"{'coming_soon': False, 'date': '1 May, 2020'}"
1737340,"{'coming_soon': False, 'date': '13 Feb, 2023'}"
1230170,"{'coming_soon': False, 'date': '10 May, 2023'}"
1269370,"{'coming_soon': False, 'date': '17 Nov, 2022'}"
814540,"{'coming_soon': False, 'date': '4 Apr, 2018'}"
201830,"{'coming_soon': False, 'date': ''}"
613270,"{'coming_soon': False, 'date': '7 Jul, 2017'}"
790750,"{'coming_soon': False, 'date': '9 Nov, 2018'}"
338000,"{'coming_soon': False, 'date': '15 Jan, 2015'}"
570380,"{'coming_soon': False, 'date': '23 Jan, 2017'}"
672730,"{'coming_soon': False, 'date': '4 Sep, 2017'}"
689400,"{'coming_soon': False, 'date': '1 Sep, 2017'}"
735850,"{'coming_soon': False, 'date': '18 Apr, 2018'}"
523740,"{'coming_soon': False, 'date': '21 Dec, 2017'}"
1275640,"{'coming_soon': False, 'date': '17 Apr, 2020'}"
334030,"{'coming_soon': False, 'date': '5 May, 2015'}"
343270,"{'coming_soon': False, 'date': '16 Jan, 2015'}"
247370,"{'coming_soon': False, 'date': '21 Nov, 2013'}"
397690,"{'coming_soon': False, 'date': '4 Sep, 2015'}"
464780,"{'coming_soon': False, 'date': '21 Jun, 2016'}"
488660,"{'coming_soon': False, 'date': '25 Jul, 2016'}"
508410,"{'coming_soon': False, 'date': '4 Jun, 2018'}"
572890,"{'coming_soon': False, 'date': '24 Jan, 2019'}"
999020,"{'coming_soon': False, 'date': '25 Feb, 2020'}"
1016790,"{'coming_soon': False, 'date': '18 Jun, 2020'}"
1034910,"{'coming_soon': False, 'date': '29 Nov, 2019'}"
1601740,"{'coming_soon': False, 'date': '14 Feb, 2023'}"
1787820,"{'coming_soon': False, 'date': '2 Dec, 2021'}"
251450,"{'coming_soon': False, 'date': '15 Dec, 2016'}"
679740,"{'coming_soon': False, 'date': '3 Aug, 2017'}"
746910,"{'coming_soon': False, 'date': '5 Dec, 2017'}"
407060,"{'coming_soon': False, 'date': '31 Mar, 2016'}"
549090,"{'coming_soon': False, 'date': '1 Dec, 2016'}"
585860,"{'coming_soon': False, 'date': '7 Jun, 2017'}"
470260,"{'coming_soon': False, 'date': '14 Sep, 2016'}"
618690,"{'coming_soon': False, 'date': '15 Jun, 2017'}"
689580,"{'coming_soon': False, 'date': '28 Aug, 2017'}"
868020,"{'coming_soon': False, 'date': '25 Jun, 2019'}"
741820,"{'coming_soon': False, 'date': '11 Dec, 2018'}"
927270,"{'coming_soon': False, 'date': '18 Oct, 2018'}"
265690,"{'coming_soon': False, 'date': '13 Feb, 2014'}"
1039880,"{'coming_soon': False, 'date': '9 Sep, 2019'}"
1051200,"{'coming_soon': False, 'date': '4 Jun, 2019'}"
1205520,"{'coming_soon': False, 'date': '14 Nov, 2022'}"
1256230,"{'coming_soon': False, 'date': '14 Mar, 2022'}"
235780,"{'coming_soon': False, 'date': '28 Apr, 2013'}"
388620,"{'coming_soon': False, 'date': '4 Sep, 2015'}"
