ID del juego,Fecha de Lanzamiento
1124980,"{'coming_soon': False, 'date': '22 Oct, 2019'}"
33520,"{'coming_soon': False, 'date': '26 Jul, 2009'}"
33530,"{'coming_soon': False, 'date': '26 Jul, 2009'}"
342570,"{'coming_soon': False, 'date': '3 Mar, 2015'}"
331810,"{'coming_soon': False, 'date': '15 Jul, 2019'}"
440090,"{'coming_soon': False, 'date': '23 Mar, 2016'}"
672680,"{'coming_soon': False, 'date': '21 Oct, 2017'}"
798420,"{'coming_soon': False, 'date': '30 Nov, 2018'}"
819500,"{'coming_soon': False, 'date': '6 Feb, 2019'}"
880850,"{'coming_soon': False, 'date': '6 Feb, 2019'}"
1362420,"{'coming_soon': False, 'date': 'Aug 19, 2020'}"
1408680,"{'coming_soon': False, 'date': '16 May, 2022'}"
1560500,"{'coming_soon': False, 'date': '9 Mar, 2022'}"
2175210,"{'coming_soon': False, 'date': '15 Feb, 2023'}"
2337640,"{'coming_soon': False, 'date': '30 Nov, 2023'}"
1191330,"{'coming_soon': False, 'date': '20 Dec, 2019'}"
1232420,"{'coming_soon': False, 'date': '14 May, 2020'}"
1628760,"{'coming_soon': False, 'date': '4 Nov, 2021'}"
260430,"{'coming_soon': False, 'date': '1 Jun, 2015'}"
335220,"{'coming_soon': False, 'date': '15 Jan, 2015'}"
1005240,"{'coming_soon': False, 'date': '23 Feb, 2021'}"
406940,"{'coming_soon': False, 'date': '16 Feb, 2016'}"
493440,
623280,"{'coming_soon': False, 'date': '21 Jun, 2021'}"
914260,"{'coming_soon': False, 'date': '2 Aug, 2019'}"
1089980,"{'coming_soon': False, 'date': '7 Aug, 2020'}"
1196630,"{'coming_soon': False, 'date': '28 Aug, 2020'}"
1520370,"{'coming_soon': False, 'date': '16 Dec, 2021'}"
2073470,"{'coming_soon': False, 'date': '16 Jul, 2022'}"
2102520,"{'coming_soon': False, 'date': '4 Mar, 2023'}"
1259800,"{'coming_soon': False, 'date': '16 Dec, 2020'}"
206610,"{'coming_soon': False, 'date': '29 Mar, 2012'}"
1528080,"{'coming_soon': False, 'date': '28 Apr, 2021'}"
2671970,"{'coming_soon': False, 'date': '29 Nov, 2023'}"
17440,"{'coming_soon': False, 'date': '19 Dec, 2008'}"
322110,"{'coming_soon': False, 'date': '16 Aug, 2017'}"
328080,"{'coming_soon': False, 'date': '14 Oct, 2019'}"
329130,"{'coming_soon': False, 'date': '19 Feb, 2015'}"
371970,"{'coming_soon': False, 'date': '23 Jun, 2015'}"
448280,"{'coming_soon': False, 'date': '5 Apr, 2016'}"
469610,"{'coming_soon': False, 'date': '20 Apr, 2017'}"
587220,"{'coming_soon': False, 'date': '21 Sep, 2018'}"
598780,"{'coming_soon': False, 'date': '12 Nov, 2020'}"
726830,"{'coming_soon': False, 'date': '9 Apr, 2019'}"
780310,"{'coming_soon': False, 'date': '14 Oct, 2021'}"
858210,"{'coming_soon': False, 'date': '27 Mar, 2019'}"
877810,"{'coming_soon': False, 'date': '12 Aug, 2019'}"
1099170,"{'coming_soon': False, 'date': '17 Oct, 2019'}"
1277400,"{'coming_soon': False, 'date': '8 Jul, 2021'}"
1972440,"{'coming_soon': False, 'date': '12 May, 2022'}"
2342950,"{'coming_soon': False, 'date': '12 Sep, 2023'}"
340050,"{'coming_soon': False, 'date': '30 Jan, 2015'}"
377260,"{'coming_soon': False, 'date': '22 Aug, 2018'}"
384490,"{'coming_soon': False, 'date': 'Jul 2016'}"
528450,"{'coming_soon': False, 'date': '30 Jan, 2017'}"
543460,"{'coming_soon': False, 'date': '14 Mar, 2017'}"
613880,"{'coming_soon': False, 'date': '14 Sep, 2018'}"
652660,"{'coming_soon': False, 'date': '18 Jun, 2018'}"
746140,"{'coming_soon': False, 'date': '19 Jan, 2018'}"
768200,"{'coming_soon': False, 'date': '15 Feb, 2024'}"
787040,"{'coming_soon': False, 'date': '17 Aug, 2018'}"
799240,"{'coming_soon': False, 'date': '3 Apr, 2018'}"
885570,"{'coming_soon': False, 'date': '22 Apr, 2019'}"
530630,"{'coming_soon': False, 'date': '29 Mar, 2018'}"
1019940,"{'coming_soon': False, 'date': '19 Apr, 2019'}"
1112400,"{'coming_soon': False, 'date': '20 Dec, 2019'}"
764050,"{'coming_soon': False, 'date': '20 Sep, 2019'}"
1336560,"{'coming_soon': False, 'date': '10 Jul, 2020'}"
1344110,"{'coming_soon': False, 'date': '3 Jul, 2020'}"
1378080,"{'coming_soon': False, 'date': '22 May, 2021'}"
1431040,"{'coming_soon': False, 'date': '2 Nov, 2020'}"
1635450,"{'coming_soon': False, 'date': '24 Feb, 2022'}"
1694200,"{'coming_soon': False, 'date': '19 Aug, 2021'}"
2285150,"{'coming_soon': False, 'date': '11 Oct, 2023'}"
2379390,"{'coming_soon': False, 'date': '15 Jun, 2023'}"
1661270,"{'coming_soon': False, 'date': '15 Nov, 2021'}"
6210,"{'coming_soon': False, 'date': '21 Dec, 2006'}"
2780,"{'coming_soon': False, 'date': '12 Mar, 2008'}"
7840,"{'coming_soon': False, 'date': '6 May, 2009'}"
22340,"{'coming_soon': False, 'date': '16 Jun, 2009'}"
6830,"{'coming_soon': False, 'date': '15 Mar, 2007'}"
39550,"{'coming_soon': False, 'date': '29 Oct, 2009'}"
34010,"{'coming_soon': False, 'date': '1 Jun, 2010'}"
57970,
33420,
73210,"{'coming_soon': False, 'date': '15 Sep, 2011'}"
12830,"{'coming_soon': False, 'date': '6 Oct, 2009'}"
210950,"{'coming_soon': False, 'date': '13 Jun, 2012'}"
99410,"{'coming_soon': False, 'date': '24 Sep, 2012'}"
223330,"{'coming_soon': False, 'date': 'Dec 2012'}"
257730,"{'coming_soon': False, 'date': '5 Sep, 2014'}"
242800,
233210,"{'coming_soon': False, 'date': '2 Oct, 2013'}"
246740,"{'coming_soon': False, 'date': '13 Sep, 2013'}"
250520,
252870,
22180,
264280,
237870,
285500,
228180,
297350,
298950,
300080,
46270,
46280,
9800,
323220,
369440,
380570,
415030,
19000,
485980,
497180,
526160,
362960,
546230,
606500,
617160,
704450,
311290,
871420,
910490,
939520,
999220,
899440,
1033950,
1041720,"{'coming_soon': False, 'date': '8 Sep, 2020'}"
1042490,
1104280,
1123770,
1135230,
1159560,
1159690,
1178490,
1254370,
1263070,
1282410,
1358710,
1371690,
826940,
1413660,
1030210,
753650,
774241,
1481400,
1492070,
1569200,
1671280,
1676130,
1119980,
1837690,"{'coming_soon': False, 'date': 'Sep 30, 2022'}"
1097350,
2344520,"{'coming_soon': False, 'date': '17 Oct, 2023'}"
764570,
307960,
334920,
587650,
703510,
1269690,
46400,
11200,
34920,
46440,
46450,
41730,
45450,
41740,
96200,
105300,
46520,
24400,
9350,
94200,
99700,
26900,
4300,
6250,
46700,
46710,
46320,
46370,
46380,
399820,
524030,
2338770,
321800,
613730,
661790,
963710,
1064460,
1228520,
1245430,
1611490,
29900,
220090,
36630,
238260,
253530,
255370,
258200,
262150,
270010,
280140,
285070,
290470,
303840,
321950,
317440,
340650,
363620,
373680,
403740,
412880,
454910,
457590,
628730,
644540,
661130,
690510,
734910,
806510,
546050,
862570,
868980,
921940,
950460,"{'coming_soon': False, 'date': 'Oct 30, 2018'}"
952040,
963330,
1007840,
1047440,
1078000,
1096720,
1253870,
1263160,
814200,
1323420,
1343090,
1407420,
1446720,
1555110,
1602490,
2060080,
202200,
314970,
812810,
356040,
781030,
656970,
10150,
213330,
393080,
1369320,
1755350,
15210,
269470,
270090,
345370,
454670,
454690,
457680,
463110,
464960,
466840,
504210,
513620,
527750,
547470,
687750,
702050,
751630,
786520,
842780,
880950,
933940,
1021100,
1080020,
878380,
1218010,
1283960,"{'coming_soon': False, 'date': 'May 20, 2020'}"
1389550,
1416230,
1434480,
1577620,
1671350,
1730260,
2015620,
2198800,
40720,
202530,
235720,
237630,"{'coming_soon': False, 'date': '13 Aug, 2013'}"
292370,
301190,
301200,
301690,
312450,
340320,
346500,
357070,
336420,
395160,
400370,
400510,
421740,
422100,
230310,
431710,
448000,
450850,
453100,
461010,
461360,
463930,
467310,
468330,
473670,
474910,
491280,
496640,
499520,
501760,
508990,
522210,
526540,
530330,
531910,
533330,
539750,
541380,
547710,
550670,
574820,
575580,
577740,
586340,
588110,
596380,
596810,
601010,
375120,
618510,
626630,
778410,
788510,
816240,
838330,
402390,
274980,
1349040,
2010450,
444260,
488280,
1010860,
1436990,
41900,
90500,
465710,
475630,
366760,
374670,
433350,
442710,
205890,
817680,
80350,
337420,
363330,
364390,
370700,
374510,
399230,"{'coming_soon': False, 'date': 'Sep 2, 2015'}"
434260,
434310,
487700,
489360,
491620,
502740,
508550,
514360,
540610,
554310,
555670,
586790,
841350,
860910,
944220,
948900,
1035610,
1035930,
1109360,
1119730,
1153430,
1212620,
1227690,
1290070,"{'coming_soon': False, 'date': 'May 24, 2020'}"
1299120,
1334700,
1385730,
1463120,
1490130,
1794470,
254320,
330720,
338540,
316430,
391580,
415880,
418180,
723790,
858810,
1205950,
1213740,
1222730,"{'coming_soon': False, 'date': '1 Oct, 2020'}"
1266840,
1292690,
1024650,
2069180,
1669000,
1826980,
4540,
13640,
18300,
11370,
46430,
104600,
205840,
105800,
225360,
284460,
314650,
374030,
384740,
395350,
436230,
449000,
530890,
567670,
582890,
202370,
723610,
746710,
748370,
750130,
837380,
877200,
1347030,
313500,
342560,
388080,
391270,
363150,
653950,
726990,
857450,
860620,
891510,
502500,"{'coming_soon': False, 'date': '31 Jan, 2019'}"
970500,
730310,
1238680,
1307560,
1389560,
1441840,
1523390,
1588410,
1674890,
1770600,
1819160,
1856480,
1888070,"{'coming_soon': False, 'date': 'Mar 9, 2023'}"
2169830,
2258940,
962730,
1888430,
320040,"{'coming_soon': False, 'date': '10 Mar, 2016'}"
322450,
323460,
343860,
348360,
353640,
355980,
359230,
375530,
400180,
363890,
462770,
471550,
489370,
495560,
498240,
499440,
501320,
523650,
535230,
558990,
573080,
581270,
584980,
598940,
599460,
600090,
600990,"{'coming_soon': False, 'date': '19 Sep, 2018'}"
615970,
525360,
638000,
642560,
644550,
646500,
661430,
664180,
666870,
681820,
681830,
687650,
689910,
663300,
695630,
698540,
710190,
732370,
732400,
733790,
738530,
746850,
754350,
758190,
759740,
759940,
595520,
589780,
782570,
785780,
794540,
696170,
809240,
815210,
816340,
828740,
834740,
851800,
868360,
742300,
897820,
935270,
955170,
979120,
368610,
986130,
991560,
889510,
1000010,
1020820,
1040070,
1056390,
1088710,
690640,
1160490,
1178120,
728530,
1194930,
1072420,
1220010,
1267910,
1295510,
1354910,
1421790,
955900,
1530300,
1735700,
1859360,
1904540,
2304640,
529590,
578620,
746930,
804490,
884320,
1004750,
1514840,
209520,
254100,
324750,
329000,
336030,
377310,
391660,
403560,
412290,
412600,
375910,
423710,
438010,
438030,
448640,
449200,
451880,
453820,
454200,
455710,
457820,
462220,
467000,
467010,
468320,
469730,
473470,
485330,
486150,
486360,
487580,
487590,
487600,
489890,
489900,
491580,
493650,
493700,
493710,
497050,
497260,
498030,
498040,
498050,
499420,
500570,
502140,
509110,"{'coming_soon': False, 'date': 'Aug 9, 2016'}"
509840,
512640,
513590,"{'coming_soon': False, 'date': 'Oct 6, 2016'}"
514470,
514480,
514490,
514970,
515690,
521230,
526880,
528510,
531860,
532600,
535690,
540020,
542690,
542710,
542720,
542730,
542740,
544140,
545700,
546980,
546990,
557680,
569570,
586620,
498320,
1035120,
1243830,
1607130,
1754870,
1850550,
2299130,
252690,
468700,
654310,
394380,
1991140,
301760,
304530,
578330,
1170760,
1191420,
1510460,
2158500,
2279510,
1451810,
903950,
2316660,
300610,
1054430,
1027820,
1506620,
981600,
386070,
410700,
503180,
510500,"{'coming_soon': False, 'date': 'Oct 18, 2023'}"
573100,
596970,
669330,
738520,
816090,
973230,
1000360,
919640,
275610,
1295500,
1324530,
1324780,
1228510,
1325400,
1426450,
1494420,
1489630,
1611910,"{'coming_soon': False, 'date': '5 May, 2022'}"
1913370,
1949190,
2059170,
2138710,
2272250,
1681430,
7530,
383740,
303610,
545270,
482750,
841370,
1100600,
703860,
1569040,
502820,
690810,
843200,
1275630,
1285360,
1294760,
1086640,
427190,
567630,
911400,
1013310,
238280,
252470,
291860,
342640,
221560,"{'coming_soon': False, 'date': 'Feb 17, 2014'}"
384500,
416600,
447500,
454410,
455980,
463530,
466860,
506140,
562590,
582270,"{'coming_soon': False, 'date': '21 Apr, 2017'}"
587450,
606890,
625960,
630030,
685340,
705280,
715400,
733460,
745880,
747200,
763890,
817540,
836480,
867490,
890720,
892420,
909380,
931280,
1039890,
1040230,
1054510,
1058770,
1151440,
1151450,
1167450,
1249800,
1264670,
1337520,
1341170,
1371580,
1384380,
1487680,
1497950,
1538970,
1656780,
1713810,
1782120,
1810580,
824550,
1928870,
2094270,
2302140,
1324130,
2485640,
235820,
245050,
292480,
316890,
342380,
348240,
368640,
375200,
377680,
403190,
407330,
407980,
243970,
421700,
359060,
477870,
485870,
508190,
517000,
520520,
521500,
527270,
527280,
464450,
539670,
548840,
567090,
574740,
575510,
575550,
581520,
588050,
446790,
625980,
658260,
658630,
550080,
665090,
761830,
769560,
789760,
859150,
880510,
921590,
926390,
1016600,
1058530,
1064730,
1108370,
1126290,
1138100,
1147510,
1168660,
1174690,
1191210,
1211360,
1212830,
1163590,
1245540,"{'coming_soon': False, 'date': '1 Nov, 2021'}"
1263370,"{'coming_soon': False, 'date': '28 Aug, 2020'}"
1293860,"{'coming_soon': False, 'date': '5 Aug, 2020'}"
1330000,"{'coming_soon': False, 'date': '8 Mar, 2024'}"
1330250,"{'coming_soon': False, 'date': '8 Jul, 2020'}"
1332470,"{'coming_soon': False, 'date': '27 Aug, 2020'}"
1356670,"{'coming_soon': False, 'date': '10 Nov, 2020'}"
1393410,"{'coming_soon': False, 'date': '28 Aug, 2020'}"
1419730,"{'coming_soon': False, 'date': '30 Sep, 2020'}"
1232460,"{'coming_soon': False, 'date': '14 Oct, 2020'}"
1456820,"{'coming_soon': False, 'date': '26 Aug, 2021'}"
1199030,"{'coming_soon': False, 'date': '27 May, 2021'}"
1491170,"{'coming_soon': False, 'date': '24 Jun, 2021'}"
1520470,"{'coming_soon': False, 'date': 'Mar 2021'}"
1575710,"{'coming_soon': False, 'date': '28 Aug, 2021'}"
1732190,"{'coming_soon': False, 'date': '27 Oct, 2021'}"
1812300,"{'coming_soon': False, 'date': '12 Jan, 2023'}"
1967320,"{'coming_soon': False, 'date': '26 May, 2022'}"
1993150,"{'coming_soon': False, 'date': '19 Jun, 2023'}"
2020520,"{'coming_soon': False, 'date': '8 Aug, 2022'}"
2343600,"{'coming_soon': False, 'date': '8 Apr, 2023'}"
1592680,"{'coming_soon': False, 'date': '26 Aug, 2021'}"
251850,"{'coming_soon': False, 'date': '29 Oct, 2013'}"
254040,
263740,"{'coming_soon': False, 'date': '16 Apr, 2014'}"
297110,"{'coming_soon': False, 'date': '30 Oct, 2014'}"
308580,"{'coming_soon': False, 'date': '5 Sep, 2014'}"
322920,"{'coming_soon': False, 'date': '31 Mar, 2015'}"
352400,"{'coming_soon': False, 'date': '11 Jun, 2015'}"
42140,"{'coming_soon': False, 'date': '31 May, 2011'}"
649600,"{'coming_soon': False, 'date': '29 Jun, 2017'}"
896520,"{'coming_soon': False, 'date': '13 Oct, 2022'}"
1718130,"{'coming_soon': False, 'date': '13 Sep, 2022'}"
346250,"{'coming_soon': False, 'date': '26 Jan, 2015'}"
350990,"{'coming_soon': False, 'date': '2 Nov, 2015'}"
378300,"{'coming_soon': False, 'date': '9 Jun, 2015'}"
387970,"{'coming_soon': False, 'date': '24 Aug, 2015'}"
414730,"{'coming_soon': False, 'date': '21 Apr, 2016'}"
4550,
15900,"{'coming_soon': False, 'date': '10 Jun, 2008'}"
314000,"{'coming_soon': False, 'date': '7 Dec, 2015'}"
432310,"{'coming_soon': False, 'date': '13 Jun, 2016'}"
518120,"{'coming_soon': False, 'date': '11 Nov, 2016'}"
780350,"{'coming_soon': False, 'date': '23 Jan, 2019'}"
1484900,"{'coming_soon': False, 'date': '24 Aug, 2021'}"
1726400,"{'coming_soon': False, 'date': '14 Sep, 2022'}"
2431660,"{'coming_soon': False, 'date': '20 Jun, 2023'}"
307410,"{'coming_soon': False, 'date': '12 Jun, 2014'}"
491540,"{'coming_soon': False, 'date': '25 Mar, 2021'}"
497720,"{'coming_soon': False, 'date': '4 Aug, 2016'}"
431930,"{'coming_soon': False, 'date': '29 May, 2018'}"
1292910,"{'coming_soon': False, 'date': '16 Jul, 2020'}"
1369670,"{'coming_soon': False, 'date': '17 Dec, 2021'}"
1578390,"{'coming_soon': False, 'date': '10 Aug, 2021'}"
1450830,"{'coming_soon': False, 'date': '19 Nov, 2020'}"
1151050,"{'coming_soon': False, 'date': '19 May, 2022'}"
2064810,"{'coming_soon': False, 'date': '5 Jun, 2023'}"
3720,"{'coming_soon': False, 'date': '22 Jun, 2009'}"
250500,"{'coming_soon': False, 'date': '17 Oct, 2013'}"
363600,"{'coming_soon': False, 'date': '13 Jul, 2015'}"
702670,"{'coming_soon': False, 'date': '28 Aug, 2018'}"
758870,"{'coming_soon': False, 'date': '6 Dec, 2022'}"
985000,"{'coming_soon': False, 'date': '30 Oct, 2020'}"
1028350,"{'coming_soon': False, 'date': '20 Jan, 2022'}"
1082430,"{'coming_soon': False, 'date': '8 Apr, 2021'}"
1148760,"{'coming_soon': False, 'date': '25 Aug, 2022'}"
1152340,"{'coming_soon': False, 'date': '11 Oct, 2021'}"
1586800,"{'coming_soon': False, 'date': '14 Dec, 2022'}"
631130,"{'coming_soon': False, 'date': '16 May, 2017'}"
444770,"{'coming_soon': False, 'date': '22 Mar, 2016'}"
834280,"{'coming_soon': False, 'date': '18 Sep, 2018'}"
1166290,"{'coming_soon': False, 'date': '20 Feb, 2020'}"
1166990,"{'coming_soon': False, 'date': '2 Feb, 2024'}"
1547300,"{'coming_soon': False, 'date': '31 Aug, 2021'}"
1582680,"{'coming_soon': False, 'date': '21 Apr, 2022'}"
1801110,"{'coming_soon': False, 'date': '9 Aug, 2023'}"
1843090,"{'coming_soon': False, 'date': '18 Mar, 2022'}"
1985690,"{'coming_soon': False, 'date': '17 Jun, 2022'}"
2120900,"{'coming_soon': False, 'date': '9 Jan, 2023'}"
2506160,"{'coming_soon': False, 'date': '20 Oct, 2023'}"
262120,"{'coming_soon': False, 'date': '17 Feb, 2016'}"
346730,"{'coming_soon': False, 'date': '17 Nov, 2015'}"
366090,"{'coming_soon': False, 'date': '16 Jun, 2017'}"
377590,"{'coming_soon': False, 'date': '24 Feb, 2016'}"
378360,"{'coming_soon': False, 'date': '16 Mar, 2019'}"
351910,"{'coming_soon': False, 'date': '2 Dec, 2015'}"
405710,"{'coming_soon': False, 'date': '11 Apr, 2019'}"
428180,"{'coming_soon': False, 'date': '11 Feb, 2019'}"
524440,
499660,"{'coming_soon': False, 'date': '3 Jan, 2019'}"
502520,"{'coming_soon': False, 'date': '14 Jul, 2017'}"
773951,"{'coming_soon': False, 'date': '4 Oct, 2019'}"
841190,"{'coming_soon': False, 'date': '3 Nov, 2022'}"
867290,"{'coming_soon': False, 'date': '23 Oct, 2019'}"
1104330,"{'coming_soon': False, 'date': '18 Dec, 2020'}"
1115450,"{'coming_soon': False, 'date': '26 Feb, 2020'}"
1139980,"{'coming_soon': False, 'date': '28 Jul, 2020'}"
1266630,"{'coming_soon': False, 'date': '21 Jun, 2022'}"
1335240,"{'coming_soon': False, 'date': '10 Jun, 2021'}"
1415410,"{'coming_soon': False, 'date': '14 Jan, 2021'}"
1509510,"{'coming_soon': False, 'date': '24 Oct, 2022'}"
1541840,
1546540,"{'coming_soon': False, 'date': '9 Mar, 2021'}"
1731520,"{'coming_soon': False, 'date': '14 Oct, 2021'}"
1802860,"{'coming_soon': False, 'date': '10 Jan, 2022'}"
1863750,"{'coming_soon': False, 'date': '6 Apr, 2023'}"
1986010,"{'coming_soon': False, 'date': '17 Apr, 2023'}"
2101080,"{'coming_soon': False, 'date': '22 Feb, 2023'}"
2281410,"{'coming_soon': False, 'date': '6 Feb, 2024'}"
3010,"{'coming_soon': False, 'date': '24 Aug, 2006'}"
318950,"{'coming_soon': False, 'date': '6 Oct, 2014'}"
326990,"{'coming_soon': False, 'date': '28 Oct, 2014'}"
474830,"{'coming_soon': False, 'date': '3 May, 2017'}"
475240,"{'coming_soon': False, 'date': '20 May, 2016'}"
503900,"{'coming_soon': False, 'date': '26 Jul, 2016'}"
504810,"{'coming_soon': False, 'date': '8 Sep, 2016'}"
513340,"{'coming_soon': False, 'date': '9 Aug, 2016'}"
525190,"{'coming_soon': False, 'date': '12 Sep, 2016'}"
576540,"{'coming_soon': False, 'date': '10 Jan, 2017'}"
578590,"{'coming_soon': False, 'date': '17 Mar, 2017'}"
581840,"{'coming_soon': False, 'date': '1 Feb, 2017'}"
596590,"{'coming_soon': False, 'date': '20 Feb, 2017'}"
605190,"{'coming_soon': False, 'date': '9 Apr, 2017'}"
755500,"{'coming_soon': False, 'date': '14 Mar, 2019'}"
573680,"{'coming_soon': False, 'date': '20 Oct, 2017'}"
899390,"{'coming_soon': False, 'date': '26 Mar, 2019'}"
767390,"{'coming_soon': False, 'date': '25 Sep, 2018'}"
1106140,"{'coming_soon': False, 'date': '29 Jun, 2023'}"
1124660,"{'coming_soon': False, 'date': '19 Sep, 2019'}"
1239260,"{'coming_soon': False, 'date': '28 Feb, 2020'}"
1329600,"{'coming_soon': False, 'date': '15 Apr, 2021'}"
2181930,"{'coming_soon': False, 'date': '13 Feb, 2023'}"
882960,"{'coming_soon': False, 'date': '7 Jul, 2018'}"
641080,"{'coming_soon': False, 'date': '26 Feb, 2019'}"
1065200,"{'coming_soon': False, 'date': '31 Jul, 2019'}"
1526490,"{'coming_soon': False, 'date': '19 Oct, 2021'}"
1866180,"{'coming_soon': False, 'date': '3 Aug, 2022'}"
283430,"{'coming_soon': False, 'date': '19 Mar, 2014'}"
311010,"{'coming_soon': False, 'date': '20 May, 2016'}"
375850,"{'coming_soon': False, 'date': '23 Jul, 2015'}"
468930,"{'coming_soon': False, 'date': '16 Aug, 2016'}"
504770,"{'coming_soon': False, 'date': '29 Jul, 2016'}"
200390,"{'coming_soon': False, 'date': '25 Jan, 2012'}"
209120,"{'coming_soon': False, 'date': '11 May, 2012'}"
384630,"{'coming_soon': False, 'date': '21 Dec, 2015'}"
386620,"{'coming_soon': False, 'date': '13 Sep, 2017'}"
505730,"{'coming_soon': False, 'date': '14 Feb, 2017'}"
675690,"{'coming_soon': False, 'date': '12 Nov, 2020'}"
280740,"{'coming_soon': False, 'date': '15 Jul, 2014'}"
1241700,"{'coming_soon': False, 'date': '18 Mar, 2020'}"
496920,
807340,"{'coming_soon': False, 'date': '2 Mar, 2018'}"
1773180,"{'coming_soon': False, 'date': '26 Sep, 2022'}"
1641700,"{'coming_soon': False, 'date': '15 Aug, 2023'}"
24790,"{'coming_soon': False, 'date': '13 Nov, 2009'}"
42920,"{'coming_soon': False, 'date': '8 Oct, 2010'}"
70900,"{'coming_soon': False, 'date': '20 Sep, 2010'}"
220700,"{'coming_soon': False, 'date': '10 Dec, 2012'}"
227760,"{'coming_soon': False, 'date': '18 Feb, 2013'}"
219190,"{'coming_soon': False, 'date': '18 Mar, 2013'}"
269250,"{'coming_soon': False, 'date': '17 Jun, 2014'}"
281860,"{'coming_soon': False, 'date': '27 Mar, 2014'}"
283820,"{'coming_soon': False, 'date': '11 Dec, 2014'}"
295710,"{'coming_soon': False, 'date': '22 Aug, 2014'}"
222750,"{'coming_soon': False, 'date': '29 May, 2013'}"
240760,"{'coming_soon': False, 'date': '18 Sep, 2014'}"
404730,"{'coming_soon': False, 'date': '18 Sep, 2014'}"
313400,"{'coming_soon': False, 'date': '24 Oct, 2014'}"
348950,"{'coming_soon': False, 'date': '7 Jul, 2015'}"
358750,"{'coming_soon': False, 'date': '4 Mar, 2016'}"
368160,"{'coming_soon': False, 'date': '21 Jul, 2015'}"
377710,"{'coming_soon': False, 'date': '29 Jul, 2015'}"
377720,"{'coming_soon': False, 'date': '29 Jul, 2015'}"
383460,"{'coming_soon': False, 'date': '30 Oct, 2015'}"
386970,"{'coming_soon': False, 'date': '4 Nov, 2016'}"
391310,"{'coming_soon': False, 'date': '21 Jun, 2016'}"
426690,"{'coming_soon': False, 'date': '27 Jan, 2016'}"
438130,"{'coming_soon': False, 'date': '27 Apr, 2016'}"
451760,"{'coming_soon': False, 'date': '17 Jun, 2016'}"
527190,"{'coming_soon': False, 'date': '21 Dec, 2016'}"
555640,"{'coming_soon': False, 'date': '22 Nov, 2016'}"
611670,"{'coming_soon': False, 'date': '2 Apr, 2018'}"
712100,"{'coming_soon': False, 'date': '2 May, 2018'}"
691690,"{'coming_soon': False, 'date': '23 Mar, 2018'}"
1073440,"{'coming_soon': False, 'date': '10 Jun, 2019'}"
1450080,"{'coming_soon': False, 'date': '24 Mar, 2021'}"
1450090,"{'coming_soon': False, 'date': '24 Feb, 2021'}"
1450120,"{'coming_soon': False, 'date': '7 Feb, 2021'}"
1985810,"{'coming_soon': False, 'date': '8 Mar, 2023'}"
215100,"{'coming_soon': False, 'date': '31 Oct, 2013'}"
241680,"{'coming_soon': False, 'date': '16 Dec, 2014'}"
906200,"{'coming_soon': False, 'date': '18 Jan, 2019'}"
341070,"{'coming_soon': False, 'date': '4 Feb, 2015'}"
655790,"{'coming_soon': False, 'date': '16 Jul, 2017'}"
211280,"{'coming_soon': False, 'date': '8 Jan, 2013'}"
266090,"{'coming_soon': False, 'date': '27 Jan, 2014'}"
293760,"{'coming_soon': False, 'date': '12 Mar, 2015'}"
705340,"{'coming_soon': False, 'date': '28 Jan, 2020'}"
1163550,"{'coming_soon': False, 'date': '28 Sep, 2020'}"
1182020,"{'coming_soon': False, 'date': '13 Apr, 2020'}"
12340,
236970,
12450,
2163330,
1530,
34410,
246420,
262450,
248490,
270910,
277450,
369290,
373650,
374830,
375680,
383840,
387850,
390290,
352720,
400080,
392940,
425410,
425670,
440540,
450670,
457490,
474210,
497080,
502710,
512300,"{'coming_soon': False, 'date': 'Sep 5, 2016'}"
580720,
587430,
589170,
599080,
628200,
655100,
669290,
673610,
754850,
774791,
824280,
858060,
905970,
1178220,
1178780,
1211020,
311310,
1266700,
1331550,
1403020,
1523650,
335670,
404790,
668210,
1096900,
1598560,
1614040,
2324650,
44340,
12260,
223430,
226120,
355400,
448320,
449540,
513740,
610780,
611350,
622040,
646100,
753990,
766600,
799860,
858590,
869760,
966610,
1003360,
1127460,
703430,
853550,
1087460,
1261040,
1291500,
1372530,
391730,
666860,
689040,
1006710,
1121710,
2180600,
2203070,
504730,
44310,
240970,
312150,
230270,
340810,
559210,
665270,
792660,
924650,
941410,
1792250,
2500750,
711390,
205270,
842100,
1532690,
2347110,
804440,
1218210,
1223750,
2116260,
2261050,
2529820,
338050,
867140,
1150690,"{'coming_soon': False, 'date': '25 Dec, 2020'}"
1260390,
1446850,
204120,
1740720,
260190,
284240,
306760,
336280,
339040,
346940,
373990,
374400,
374900,
382300,
229580,
388340,
411970,
429780,
435060,
453270,
384250,
381120,
481510,"{'coming_soon': False, 'date': '21 Feb, 2017'}"
547680,
861650,
882560,
244630,
9880,
227180,
376570,
392060,
417890,
505750,
523070,
533780,
592890,
630140,
634070,
669580,
702320,
720380,
662320,
914320,
914700,
1083600,
2113050,
2325900,
1176710,
461520,
362930,"{'coming_soon': False, 'date': '16 Oct, 2015'}"
1142100,
1142500,
316240,
842500,
1263550,
583010,
839310,
862800,
1378990,
1388870,
1282590,
269190,
335620,
344860,
470310,
574720,
699170,
716490,
726840,
684450,
1488200,
330580,
944110,
958480,
1185520,
1310910,
2022180,
12520,
33730,
248290,
283040,
284970,
292200,
301050,
315940,
337940,
338800,
340130,
342090,
354640,
354960,
