ID del juego,Géneros,Categorías
455960,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play Together, Family Sharing"
456130,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
456160,"Action, Indie, Sports, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
456430,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
456690,"Adventure, Casual, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
456810,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
457450,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
457770,Action,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Leaderboards, Family Sharing"
457810,"Action, Adventure, Indie, Racing, Simulation, Sports","Single-player, Steam Trading Cards, Family Sharing"
457570,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Captions available, Partial Controller Support, Family Sharing"
458420,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
458470,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
458480,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
458510,Casual,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing"
458520,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing"
458660,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together"
458700,"Casual, Indie","Single-player, Multi-player, Co-op, Steam Trading Cards, Family Sharing"
459020,"Adventure, Indie, RPG, Simulation","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
459130,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
459410,"Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing"
460190,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing"
460560,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
460640,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
460700,Adventure,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
460910,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
460940,"Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
460970,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
461030,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
461230,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing"
461280,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing"
461580,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
461710,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
461760,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
461780,"Indie, RPG, Simulation","Single-player, Steam Trading Cards, Family Sharing"
461830,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
461850,"Casual, Indie, Strategy","Single-player, Steam Cloud, Family Sharing"
461860,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
461940,"Action, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
462130,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing"
462620,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
462730,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
463000,"Action, Massively Multiplayer","Multi-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
463180,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Remote Play Together"
464360,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Family Sharing"
464440,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing"
463870,"Action, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
465170,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
465360,"Action, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing"
465540,"Action, RPG","Single-player, Steam Trading Cards, Family Sharing"
465650,"Indie, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing"
465670,Indie,"Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
465720,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
465750,Strategy,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing"
465760,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
449420,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing"
466210,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Trading Cards, Family Sharing"
466300,"Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
466350,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
466420,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing"
466490,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
466830,"Adventure, Casual, Indie, Simulation","Single-player, Family Sharing"
454700,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
447120,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
467220,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
467320,"Action, Casual, Indie, RPG","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
467330,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
467430,Casual,"Single-player, Captions available, Steam Cloud, Family Sharing"
467680,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
467940,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
468080,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing"
468150,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play Together, Family Sharing"
468310,Action,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Family Sharing"
468570,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
469710,"Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing"
469980,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
470030,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
470060,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
470140,"Casual, Indie","Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing"
470270,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
470450,"Action, Adventure, Indie, Strategy","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
470480,"Action, Adventure, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing"
470780,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
467120,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Includes level editor, Family Sharing"
471170,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
471380,"Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing"
472870,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
473050,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
473480,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
473510,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards"
473530,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing"
473540,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing"
473840,"Action, Adventure, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing"
474810,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
475190,"Adventure, Indie","Single-player, Tracked Controller Support, VR Supported, Partial Controller Support, Family Sharing"
475470,,
476020,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
476410,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
477140,"Adventure, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing"
477310,Indie,"Single-player, Full controller support, Family Sharing"
477720,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
477730,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing"
477910,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
479110,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
479150,"Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
480480,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
480640,"RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing"
482300,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
482890,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing"
475250,,
485000,Strategy,"Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, In-App Purchases, Remote Play Together"
485080,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Family Sharing"
485160,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
485360,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud, Family Sharing"
485370,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
485490,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing"
485590,"Action, Indie","Multi-player, Co-op, Full controller support, Family Sharing"
485620,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together"
485690,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
485790,"Action, Racing, Early Access","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
486170,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
486540,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
486630,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
486640,"Casual, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
486660,"Indie, Early Access","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
486720,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
486810,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
486840,,
486880,"Casual, Indie, Strategy","Single-player, Steam Cloud, Family Sharing"
486890,"Action, Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing"
487030,"Adventure, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
487330,"Action, Adventure, Casual, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Steam Turn Notifications"
487530,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
487630,Indie,"Single-player, Steam Achievements, Full controller support, VR Supported, Steam Trading Cards, Family Sharing"
355800,"Indie, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
488220,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
488330,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
488460,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Steam Leaderboards, Family Sharing"
488680,,
486500,"Action, Adventure, Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing"
488890,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing"
489070,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing"
489470,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
489580,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing"
489610,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing"
489700,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
489730,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
361230,"Action, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
490880,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing"
490990,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Sports, Early Access","Single-player, Multi-player, PvP, Online PvP, Steam Trading Cards, Partial Controller Support, Family Sharing"
491020,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
491160,"Action, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
491510,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing"
492170,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
492220,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing"
492290,"Action, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing"
492340,"Action, Casual, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing"
490300,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
492490,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing"
492530,"Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing"
492430,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
492600,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
492660,,
492870,"Action, RPG","Single-player, Steam Achievements, VR Supported, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
493980,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
494090,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
494120,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
494160,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
252450,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
494580,"Action, Adventure, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
495010,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
495090,Casual,"Single-player, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
495110,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
495230,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
495960,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
496320,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
496340,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing"
496440,"Adventure, Indie, Early Access","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
496550,"Action, Casual, Indie, Massively Multiplayer","Multi-player, PvP, Online PvP, Steam Trading Cards, Family Sharing"
496590,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
496620,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
496690,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
496750,"Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing"
496980,"Action, Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Remote Play Together, Family Sharing"
497420,"Casual, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing"
497580,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
497590,"Action, Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
498620,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing"
498830,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing"
499580,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing"
499890,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing"
499900,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
500790,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
500940,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
501030,"Adventure, Indie, RPG, Strategy","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing"
501120,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
501190,"Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Commentary available, Remote Play Together, Family Sharing"
501530,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
501940,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing"
502070,"Action, Adventure, Casual","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing"
502150,Casual,"Single-player, Family Sharing"
502200,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing"
502380,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing"
502700,"Action, Indie, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
503460,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing"
503480,"Action, Adventure, Casual, Indie, RPG","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing"
503710,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing"
503950,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats"
503980,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing"
504000,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing"
503410,"Action, Indie","Single-player, VR Only, Steam Trading Cards, Family Sharing"
504240,"Action, Casual, Indie, Free to Play","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing"
504310,"Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Steam Leaderboards"
504400,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
504670,"Adventure, Casual, RPG","Single-player, Full controller support, Steam Trading Cards, Family Sharing"
504750,Strategy,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Family Sharing"
505110,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing"
505270,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor, Family Sharing"
506830,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Includes level editor, Family Sharing"
506840,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
507030,"Action, Indie, Racing, Simulation, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play Together, Family Sharing"
507050,"Action, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing"
507120,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing"
506590,"Casual, Indie, Racing, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
507340,"Action, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
507360,"Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing"
508200,"Casual, Indie, Strategy","Single-player, Steam Trading Cards, Family Sharing"
508230,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing"
508260,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing"
508300,"RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing"
508530,"Action, Indie, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Family Sharing"
508600,"Action, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing"
508740,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing"
508760,"Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing"
508730,"Action, Adventure, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing"
