ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Minutos jugadas,Fecha,Dias_Pasados,Minutos jugadas Totales
850170,"Action, Strategy, Free to Play","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, In-App Purchases","{'date': '15 Aug, 2023'}",1.0,755,0,1,,15/08/2023 00:00,237,942
866510,"Adventure, Casual, Indie","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '6 Jun, 2018'}",1.0,7,199,1,,06/06/2018 00:00,2133,765
820030,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing","{'date': '19 Jun, 2018'}",0.0,7,499,1,,19/06/2018 00:00,2120,769
967250,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '5 Nov, 2018'}",0.0,0,99,0,,05/11/2018 00:00,1981,10088
703880,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Captions available, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '6 Nov, 2018'}",1.0,0,999,0,,06/11/2018 00:00,1980,1664
994910,"Casual, Massively Multiplayer, Simulation, Strategy, Free to Play","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases","{'date': '23 Sep, 2020'}",1.0,116,0,1,,23/09/2020 00:00,1293,1
1013320,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Free to Play, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet","{'date': '26 Sep, 2019'}",1.0,2182,0,1,,26/09/2019 00:00,1656,101992
500710,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, MMO, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases","{'date': '18 Dec, 2017'}",1.0,14,0,1,,18/12/2017 00:00,2303,2370
1098340,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '24 Jun, 2019'}",0.0,2,199,0,,24/06/2019 00:00,1750,3460
1015500,"Simulation, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '21 Oct, 2019'}",1.0,14,0,0,,21/10/2019 00:00,1631,2887
1245610,"Casual, Free to Play, Massively Multiplayer","Multi-player, MMO, Co-op, Online Co-op, In-App Purchases","{'date': '4 Apr, 2020'}",1.0,69,0,1,,04/04/2020 00:00,1465,9
287630,"Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV","{'date': '13 Mar, 2018'}",0.0,26,0,0,,13/03/2018 00:00,2218,299
