ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Minutos jugadas,Fecha,Dias_Pasados,Minutos jugadas Totales
328080,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing",,0.0,59,749,0,,-1,708,1232
329130,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,0.0,29,1499,0,,-1,708,8896
371970,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Includes level editor, Remote Play Together, Family Sharing",,1.0,643,1999,0,,-1,708,1724
448280,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, VR Support, SteamVR Collectibles, Family Sharing",,0.0,60,1999,0,,-1,708,1057
469610,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, SteamVR Collectibles, Family Sharing",,0.0,16,2999,0,,-1,708,897
587220,"Action, Adventure, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Tracked Controller Support, VR Only, Family Sharing",,1.0,1,1999,0,,-1,708,283
598780,"Action, Early Access","Multi-player, PvP, Online PvP, Full controller support, Family Sharing",,1.0,0,399,0,,-1,708,760
726830,"Action, Adventure, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Captions available, Family Sharing",,0.0,15,2999,0,,-1,708,794
780310,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on TV, Family Sharing",,0.0,347,2999,0,,-1,708,8777
858210,"Action, Indie, Early Access","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,136,1799,0,,-1,708,3737
877810,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,1,1999,0,,-1,708,4
1099170,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,0,799,0,,-1,708,14
1277400,"Adventure, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,1.0,223,3999,0,,-1,708,23863
1972440,"Action, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",,0.0,105,749,0,,-1,708,1273
2342950,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,215,599,0,,-1,708,4844
340050,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,1.0,9,499,0,,-1,708,847
377260,"Action, Free to Play, Indie","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Partial Controller Support",,1.0,0,0,1,,-1,708,597
384490,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,1.0,5,2999,0,,-1,708,1429
528450,"Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements",,1.0,0,0,0,,-1,708,1
543460,Action,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,1.0,25,2999,0,,-1,708,8218
613880,Simulation,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing",,1.0,26,1999,0,,-1,708,475
652660,"Action, Indie, Simulation, Sports, Strategy","Single-player, Family Sharing",,0.0,0,999,0,,-1,708,476
746140,"Action, Casual","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",,1.0,0,499,0,,-1,708,128
768200,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing",,1.0,320,3499,0,,-1,708,978
787040,"Action, Adventure, Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing",,1.0,3,499,0,,-1,708,1109
799240,"Casual, Free to Play, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, In-App Purchases",,1.0,81,0,1,,-1,708,181
885570,"Action, Indie, Simulation, Free to Play, Early Access","Multi-player, Co-op, Online Co-op, LAN Co-op",,1.0,231,0,0,,-1,708,112
530630,"Free to Play, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Leaderboards",,1.0,23,0,0,,-1,708,279
1019940,"Indie, Massively Multiplayer, Racing, Simulation","Multi-player, MMO, PvP, Online PvP, Family Sharing",,1.0,0,499,0,,-1,708,546
1112400,"Free to Play, Massively Multiplayer, Racing","Single-player, Multi-player, MMO, PvP, Online PvP, In-App Purchases, Partial Controller Support",,1.0,28,0,1,,-1,708,601
764050,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Partial Controller Support, Steam Cloud",,1.0,2,0,0,,-1,708,12705
1336560,"Indie, Massively Multiplayer, Racing, RPG, Simulation, Sports","Single-player, Multi-player, MMO, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Family Sharing",,1.0,1,199,1,,-1,708,744
1344110,Simulation,"Single-player, Family Sharing",,0.0,0,699,0,,-1,708,31
1378080,"Action, Adventure, Casual, Indie, Simulation","Single-player, Family Sharing",,0.0,0,199,0,,-1,708,79
1431040,"Casual, Sports","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",,1.0,0,899,0,,-1,708,23
1635450,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Early Access","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Partial Controller Support",,1.0,253,1899,0,,-1,708,1293
1694200,"Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Free to Play","Multi-player, MMO, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",,1.0,18,0,1,,-1,708,764
2285150,"Action, Indie, Massively Multiplayer, Simulation, Early Access","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op",,1.0,427,1999,0,,-1,708,3687
2379390,Action,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",,1.0,69,3999,1,,-1,708,390
1661270,"Indie, Simulation","Single-player, Full controller support",,0.0,13,0,0,,-1,708,430
6210,Strategy,"Single-player, Family Sharing",,0.0,2,499,0,,-1,708,3
2780,Action,"Single-player, Multi-player, Includes level editor, Family Sharing",,1.0,1,799,0,,-1,708,65
7840,Racing,"Single-player, Steam Cloud, Family Sharing",,0.0,1,299,0,,-1,708,4
22340,,"Single-player, Family Sharing",,0.0,8,499,0,,-1,708,232
6830,Strategy,"Single-player, Multi-player, Co-op, Family Sharing",,1.0,36,499,0,,-1,708,3601
39550,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Cloud, Includes level editor, Family Sharing",,1.0,59,1499,0,,-1,708,237
34010,"Action, RPG","Single-player, Family Sharing",,0.0,17,0,0,,-1,708,87
73210,"RPG, Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards, Family Sharing",,1.0,2,999,0,,-1,708,461
12830,Action,"Single-player, Partial Controller Support, Family Sharing",,0.0,15,999,0,,-1,708,1527
210950,"Action, Adventure","Single-player, Multi-player, Steam Achievements, Family Sharing",,1.0,1,999,0,,-1,708,24
99410,"Action, Indie","Single-player, Partial Controller Support, Family Sharing",,0.0,0,499,0,,-1,708,7
223330,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,73,1499,0,,-1,708,1562
257730,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Free to Play","Single-player, Multi-player, PvP, Online PvP, In-App Purchases",,1.0,5,0,1,,-1,708,2746
233210,"Action, Simulation","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,1.0,0,1499,0,,-1,708,4
246740,"Action, Adventure, Indie","Single-player, Family Sharing",,0.0,1,899,0,,-1,708,173
250520,"Indie, RPG","Single-player, Steam Achievements, Family Sharing",,0.0,193,1499,0,,-1,708,5430
252870,"Action, Adventure, Indie, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud, Family Sharing",,1.0,69,2499,0,,-1,708,7834
22180,"Action, Adventure, Indie","Single-player, Captions available, Family Sharing",,0.0,6,999,0,,-1,708,420
264280,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,499,0,,-1,708,262
237870,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Trading Cards, Steam Workshop, Partial Controller Support",,0.0,11,0,0,,-1,708,17960
285500,"Action, Racing, RPG","Single-player, Steam Trading Cards, Family Sharing",,0.0,21,199,0,,-1,708,2533
228180,"Audio Production, Education, Software Training, Utilities, Video Production, Web Publishing",,,,392,2999,0,,-1,708,110467
297350,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",,0.0,0,599,0,,-1,708,1
298950,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,1,999,0,,-1,708,24
300080,"Free to Play, Strategy","Single-player, Multi-player",,1.0,Error,0,0,,-1,708,1103
46270,"RPG, Strategy","Single-player, Steam Cloud, Family Sharing",,0.0,6,399,0,,-1,708,26
46280,"RPG, Strategy","Single-player, Family Sharing",,0.0,0,399,0,,-1,708,1
9800,"Action, Adventure","Single-player, Steam Cloud, Family Sharing",,0.0,3,499,0,,-1,708,187
323220,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",,1.0,44,1499,0,,-1,708,4865
369440,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,6,1099,0,,-1,708,32
380570,"Action, Indie, RPG","Single-player, Multi-player, Steam Trading Cards, Family Sharing",,1.0,0,0,0,,-1,708,327
415030,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,499,0,,-1,708,499
19000,Adventure,"Single-player, Family Sharing",,0.0,9,3999,0,,-1,708,705
485980,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,29,1399,0,,-1,708,67
497180,"Racing, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",,0.0,22,599,0,,-1,708,2951
526160,"Action, Adventure, Indie, RPG, Simulation","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Remote Play on TV, Family Sharing",,1.0,14,2499,0,,-1,708,6812
362960,"Adventure, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,0.0,96,2999,0,,-1,708,2225
546230,Action,"Single-player, Family Sharing",,0.0,3,1499,0,,-1,708,755
606500,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Family Sharing",,0.0,1,1999,0,,-1,708,632
617160,"Adventure, Indie","Single-player, Full controller support, Remote Play on TV, Family Sharing","{'date': '26 Sep, 2017'}",0.0,6,1599,0,,26/09/2017 00:00,2386,36
704450,RPG,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing",,1.0,1126,1999,0,,-1,708,18378
311290,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,1.0,24,3999,0,,-1,708,2193
871420,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,2,1499,0,,-1,708,509
910490,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,1.0,1,2999,0,,-1,708,740
939520,"Action, RPG","Single-player, Family Sharing",,0.0,19,1299,0,,-1,708,537
999220,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Workshop, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '20 Oct, 2020'}",0.0,22,2999,0,,20/10/2020 00:00,1266,1676
899440,Action,"Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,1.0,71,5999,0,,-1,708,16261
1033950,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,4,1599,0,,-1,708,751
1041720,"Action, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Family Sharing",,0.0,228,3999,0,,-1,708,2615
1042490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",,0.0,12,1999,0,,-1,708,600
1104280,"Action, Adventure, Indie, RPG, Early Access","Single-player, Full controller support, Steam Cloud, Family Sharing",,0.0,44,1499,0,,-1,708,29
1123770,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,104,1999,0,,-1,708,2950
1135230,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",,1.0,262,1999,0,,-1,708,5801
1159560,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,18,2499,0,,-1,708,208
1159690,"Action, Adventure, Indie, RPG, Simulation, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Partial Controller Support, Steam Cloud, Family Sharing",,1.0,201,2999,0,,-1,708,4045
1178490,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",,0.0,13,1299,0,,-1,708,30
1254370,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,8,699,0,,-1,708,7
1263070,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Partial Controller Support, Family Sharing",,1.0,2,1999,0,,-1,708,204
1282410,"Action, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,41,2999,0,,-1,708,304
1358710,"Action, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, PvP, Online PvP, LAN PvP, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",,1.0,20,1000,0,,-1,708,34
1371690,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Full controller support, Steam Cloud, Family Sharing",,1.0,3,2499,0,,-1,708,97
826940,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,6,2499,0,,-1,708,923
1413660,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play on TV, Family Sharing",,0.0,6,1999,0,,-1,708,11
1030210,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Remote Play on Tablet, Family Sharing",,1.0,39,3999,0,,-1,708,408
753650,"Action, Adventure, Indie, Simulation, Strategy, Early Access","Multi-player, PvP, Online PvP",,1.0,0,1499,0,,-1,708,711
774241,"Action, Adventure, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",,1.0,35,2999,0,,-1,708,6823
1481400,"Adventure, Casual, Indie, Free to Play","Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Cloud",,0.0,6,0,0,,-1,708,230
1492070,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",,1.0,10,2499,0,,-1,708,248
1569200,Simulation,"Single-player, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Family Sharing",,0.0,9,1799,0,,-1,708,75
1671280,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",,0.0,1,699,0,,-1,708,20
1676130,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,54,2499,0,,-1,708,1219
1119980,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,22,3499,0,,-1,708,610
1837690,"Action, Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",,0.0,0,1199,0,,-1,708,48
1097350,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,152,3999,0,,-1,708,837
2344520,"Action, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",,1.0,4073,6999,1,,-1,708,8400
764570,"Casual, Indie, Simulation, Early Access","Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Steam Cloud, Remote Play Together",,1.0,8,0,0,,-1,708,140
307960,"Action, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, VR Supported, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",,1.0,385,4999,0,,-1,708,6136
334920,"Free to Play, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Cloud",,1.0,147,0,0,,-1,708,1849
587650,"Action, Free to Play",Single-player,,0.0,2,0,0,,-1,708,112
34920,"Action, Casual, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,799,0,,-1,708,38
46440,Strategy,"Single-player, Multi-player, Shared/Split Screen, Remote Play Together, Family Sharing",,1.0,0,499,0,,-1,708,5
46450,"Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing",,0.0,0,999,0,,-1,708,6
41730,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0.0,0,999,0,,-1,708,312
45450,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",,0.0,1,199,0,,-1,708,379
41740,"Action, Adventure, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",,0.0,0,999,0,,-1,708,9
96200,"Action, Indie","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing",,1.0,0,1499,0,,-1,708,785
105300,"Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,0,199,0,,-1,708,54
46520,"Action, Indie","Single-player, Steam Achievements, Partial Controller Support, Steam Leaderboards, Family Sharing",,0.0,0,499,0,,-1,708,36
24400,"RPG, Strategy","Single-player, Multi-player, Family Sharing",,1.0,0,499,0,,-1,708,1432
9350,Strategy,"Single-player, Multi-player, Family Sharing",,1.0,107,1299,0,,-1,708,7070
94200,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,3,999,0,,-1,708,367
99700,"Casual, Indie, Strategy","Single-player, Family Sharing",,0.0,1,999,0,,-1,708,103
26900,"Casual, Indie","Single-player, Family Sharing",,0.0,2,1999,0,,-1,708,394
4300,"Action, Indie","Single-player, Partial Controller Support, Includes level editor, Family Sharing",,0.0,0,999,0,,-1,708,10
6250,"Action, Strategy","Single-player, Multi-player, Family Sharing",,1.0,3,399,0,,-1,708,3
46700,Strategy,"Single-player, Family Sharing",,0.0,0,199,0,,-1,708,1
46710,Strategy,"Single-player, Family Sharing",,0.0,0,199,0,,-1,708,2
46370,Simulation,"Single-player, Steam Cloud, Family Sharing",,0.0,1,499,0,,-1,708,97
46380,Strategy,"Single-player, Steam Cloud, Family Sharing",,0.0,0,399,0,,-1,708,2
399820,"Action, Indie, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",,1.0,4,599,0,,-1,708,323
524030,"Action, Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,499,0,,-1,708,215
2338770,"Simulation, Sports","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",,1.0,9550,5999,1,,-1,708,52280
321800,"Adventure, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing",,1.0,123,1999,0,,-1,708,2318
613730,"Action, Adventure, Casual, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,0,199,0,,-1,708,128
661790,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,0,999,0,,-1,708,270
963710,Indie,"Single-player, Partial Controller Support, Family Sharing",,0.0,10,1199,0,,-1,708,299
1064460,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",,0.0,7,1199,0,,-1,708,302
1228520,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",,0.0,13,299,0,,-1,708,186
1245430,"Action, Adventure, Indie","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",,1.0,7,1999,0,,-1,708,588
1611490,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",,0.0,5,299,0,,-1,708,213
29900,Action,"Single-player, Multi-player, Partial Controller Support, Family Sharing",,1.0,1,999,0,,-1,708,586
220090,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,699,0,,-1,708,1136
238260,"Free to Play, Simulation","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support",,1.0,28,0,0,,-1,708,1080
253530,"Action, Free to Play, Indie","Multi-player, Includes level editor, Includes Source SDK",,1.0,3,0,0,,-1,708,77
255370,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",,0.0,0,999,0,,-1,708,1465
258200,"Indie, RPG, Strategy","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,0,0,,-1,708,1646
262150,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing",,1.0,0,224,0,,-1,708,4082
270010,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Commentary available, Family Sharing",,0.0,0,499,0,,-1,708,399
280140,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",,0.0,1,89,0,,-1,708,949
285070,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,499,0,,-1,708,3267
290470,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, In-App Purchases, Partial Controller Support",,1.0,22,0,1,,-1,708,290
303840,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",,0.0,0,499,0,,-1,708,57
321950,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,199,0,,-1,708,1205
317440,"Action, Casual, Indie, Racing, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",,0.0,0,999,0,,-1,708,859
340650,"Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",,0.0,0,0,0,,-1,708,3078
363620,"Action, Indie, Simulation","Single-player, Steam Achievements, VR Supported, Steam Trading Cards, VR Support, Family Sharing",,0.0,0,999,0,,-1,708,1944
403740,"Casual, RPG","Single-player, Steam Trading Cards, Family Sharing",,0.0,0,99,0,,-1,708,1946
412880,"Action, Indie, Massively Multiplayer, Racing, Simulation, Sports","Single-player, Multi-player, Co-op, Steam Trading Cards, Partial Controller Support, Family Sharing",,1.0,3,499,0,,-1,708,2872
454910,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases, Family Sharing",,1.0,0,0,1,,-1,708,2657
457590,"Adventure, Casual, Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, PvP, Online PvP, In-App Purchases",,1.0,0,0,1,,-1,708,628
628730,"Adventure, Casual, Indie, Free to Play",Single-player,,0.0,0,0,0,,-1,708,24
644540,Adventure,Single-player,,0.0,7,0,0,,-1,708,25
661130,"Action, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Multi-player, MMO, Co-op, Online Co-op, Tracked Controller Support, VR Supported",,1.0,52,0,0,,-1,708,238
690510,"Free to Play, Indie, Strategy","Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support, Family Sharing","{'date': '19 Mar, 2019'}",1.0,1,0,1,,19/03/2019 00:00,1847,1928
734910,"Adventure, Casual, Free to Play, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud",,0.0,0,0,0,,-1,708,138
806510,"Casual, Free to Play, Indie",Single-player,,0.0,0,0,0,,-1,708,101
