ID del juego,Géneros,Categorías,Fecha de Lanzamiento,Multiplayer,Cantidad de descargas,Precio,In-Purchased,Fecha,Dias_Pasados
330450,"Action, Casual, Indie","Single-player, Multi-player, Steam Achievements, Steam Trading Cards","{'date': '16 Oct, 2015'}",1,0,0,0,16/10/2015 00:00,3097
330680,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '18 Nov, 2014'}",0,0,599,0,18/11/2014 00:00,3429
275060,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'date': '11 Jun, 2015'}",1,1,399,0,11/06/2015 00:00,3224
331190,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Captions available, Family Sharing","{'date': '8 Sep, 2015'}",0,0,999,0,08/09/2015 00:00,3135
331220,"Action, Indie","Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '4 Dec, 2014'}",1,0,799,0,04/12/2014 00:00,3413
331340,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '29 Jan, 2015'}",0,0,299,0,29/01/2015 00:00,3357
331400,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '24 Nov, 2014'}",0,0,299,0,24/11/2014 00:00,3423
331570,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'date': '5 Jun, 2015'}",0,0,399,0,05/06/2015 00:00,3230
331720,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '16 Nov, 2015'}",0,0,99,0,16/11/2015 00:00,3066
332330,Action,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing","{'date': '21 Oct, 2015'}",1,1,999,0,21/10/2015 00:00,3092
332360,"Animation & Modeling, Design & Illustration, Utilities",Steam Trading Cards,"{'date': '14 Nov, 2014'}",0,4,5999,0,14/11/2014 00:00,3433
332540,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards","{'date': '21 Jun, 2017'}",0,0,0,0,21/06/2017 00:00,2483
332580,"Adventure, Casual, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '20 Jan, 2015'}",0,2,119,0,20/01/2015 00:00,3366
332620,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '3 Nov, 2015'}",0,0,599,0,03/11/2015 00:00,3079
332730,"Action, Indie","Multi-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '12 Feb, 2015'}",1,0,499,0,12/02/2015 00:00,3343
332830,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '10 Dec, 2014'}",0,0,399,0,10/12/2014 00:00,3407
246110,"Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'date': '1 Jun, 2015'}",0,4,1999,0,01/06/2015 00:00,3234
333210,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '23 Apr, 2015'}",0,1,399,0,23/04/2015 00:00,3273
333330,"Action, Indie, RPG","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '13 Jan, 2015'}",1,0,499,0,13/01/2015 00:00,3373
333340,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Early Access","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing","{'date': '6 Jul, 2016'}",1,0,1199,0,06/07/2016 00:00,2833
333660,"Action, Indie, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'date': '5 Jan, 2015'}",1,0,299,0,05/01/2015 00:00,3381
333730,"Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '26 Jan, 2015'}",0,0,399,0,26/01/2015 00:00,3360
333970,"Indie, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '25 Feb, 2015'}",1,0,799,0,25/02/2015 00:00,3330
334270,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '16 Dec, 2014'}",0,0,999,0,16/12/2014 00:00,3401
334710,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '25 Nov, 2014'}",0,1,299,0,25/11/2014 00:00,3422
276810,"RPG, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '19 Nov, 2015'}",1,131,1999,0,19/11/2015 00:00,3063
334840,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '30 Jan, 2015'}",1,0,499,0,30/01/2015 00:00,3356
335010,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '9 Feb, 2015'}",0,0,499,0,09/02/2015 00:00,3346
335090,"Action, Indie, Racing","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '16 Jan, 2015'}",0,0,499,0,16/01/2015 00:00,3370
335100,"Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Includes level editor, Family Sharing","{'date': '23 Dec, 2014'}",1,1,99,0,23/12/2014 00:00,3394
335200,"Action, Adventure","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing","{'date': '17 Apr, 2015'}",1,0,699,0,17/04/2015 00:00,3279
335840,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '6 Feb, 2015'}",0,0,499,0,06/02/2015 00:00,3349
335920,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '3 Feb, 2015'}",0,0,0,0,03/02/2015 00:00,3352
336060,"Action, Casual","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '13 Feb, 2015'}",0,0,499,0,13/02/2015 00:00,3342
336080,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '5 Mar, 2015'}",0,3,999,0,05/03/2015 00:00,3322
336090,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Steam Turn Notifications, Includes level editor, Commentary available, Remote Play Together, Family Sharing","{'date': '16 Dec, 2014'}",1,0,999,0,16/12/2014 00:00,3401
336250,"Action, Racing, Sports","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '10 Jun, 2015'}",0,0,0,0,10/06/2015 00:00,3225
336710,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'date': '29 Jan, 2015'}",0,0,599,0,29/01/2015 00:00,3357
336730,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","{'date': '29 Jan, 2015'}",0,0,599,0,29/01/2015 00:00,3357
337180,Action,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '19 Aug, 2015'}",0,0,0,0,19/08/2015 00:00,3155
337270,"Adventure, Casual, Indie, RPG","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '8 Jan, 2015'}",1,0,499,0,08/01/2015 00:00,3378
337210,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing","{'date': '10 Aug, 2015'}",0,0,299,0,10/08/2015 00:00,3164
337730,"Action, Casual, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing","{'date': '17 Mar, 2015'}",1,0,999,0,17/03/2015 00:00,3310
338110,"Adventure, Casual","Single-player, Captions available, Family Sharing","{'date': '12 Jan, 2015'}",0,0,399,0,12/01/2015 00:00,3374
338120,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '12 Nov, 2015'}",0,4,1499,0,12/11/2015 00:00,3070
338130,Strategy,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '22 Apr, 2016'}",1,5,999,0,22/04/2016 00:00,2908
338140,"Action, Adventure, Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '23 Jan, 2015'}",0,2,999,0,23/01/2015 00:00,3363
338190,"Action, Adventure, Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '30 Jan, 2015'}",0,0,499,0,30/01/2015 00:00,3356
338310,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Stats, Family Sharing","{'date': '8 Apr, 2016'}",0,0,1999,0,08/04/2016 00:00,2922
338320,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '6 Feb, 2015'}",0,3,99,0,06/02/2015 00:00,3349
338330,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '24 Dec, 2018'}",1,0,79,0,24/12/2018 00:00,1932
338760,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Family Sharing","{'date': '17 Sep, 2015'}",0,0,499,0,17/09/2015 00:00,3126
332530,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '25 Aug, 2015'}",1,0,499,0,25/08/2015 00:00,3149
338830,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '29 Dec, 2014'}",0,0,99,0,29/12/2014 00:00,3388
338930,Action,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '6 Oct, 2015'}",0,3,4999,0,06/10/2015 00:00,3107
222180,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '10 Mar, 2015'}",0,0,299,0,10/03/2015 00:00,3317
339460,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Remote Play on TV, Family Sharing","{'date': '30 Mar, 2015'}",0,0,1199,0,30/03/2015 00:00,3297
339500,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Includes level editor, Family Sharing","{'date': '8 Jan, 2015'}",0,0,499,0,08/01/2015 00:00,3378
339590,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '2 Jun, 2017'}",0,0,99,0,02/06/2017 00:00,2502
339690,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play Together, Family Sharing","{'date': '31 Mar, 2015'}",1,0,999,0,31/03/2015 00:00,3296
339710,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '23 Nov, 2016'}",0,0,99,0,23/11/2016 00:00,2693
339820,"RPG, Early Access","Single-player, Steam Trading Cards, Family Sharing","{'date': '23 Dec, 2014'}",0,0,399,0,23/12/2014 00:00,3394
337150,"Indie, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play Together, Family Sharing","{'date': '22 Dec, 2014'}",1,17,999,0,22/12/2014 00:00,3395
340000,Action,"Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Remote Play on TV, Family Sharing","{'date': '25 Jul, 2016'}",0,0,1999,0,25/07/2016 00:00,2814
340030,"Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '23 Jun, 2016'}",0,0,499,0,23/06/2016 00:00,2846
340280,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '8 Jan, 2015'}",0,0,199,0,08/01/2015 00:00,3378
340330,"Adventure, Indie, RPG, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '20 Jan, 2015'}",1,0,399,0,20/01/2015 00:00,3366
340340,"Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '10 Apr, 2015'}",0,0,499,0,10/04/2015 00:00,3286
340360,"Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '25 Jun, 2015'}",0,0,799,0,25/06/2015 00:00,3210
340390,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '13 Feb, 2015'}",0,0,0,0,13/02/2015 00:00,3342
340440,"Action, Indie, RPG, Strategy","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '20 Jul, 2018'}",1,0,499,0,20/07/2018 00:00,2089
340470,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '19 Feb, 2015'}",0,0,99,0,19/02/2015 00:00,3336
340490,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '21 Jan, 2016'}",0,8,1699,0,21/01/2016 00:00,3000
340570,"Casual, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Family Sharing","{'date': '2 Jan, 2015'}",1,0,299,0,02/01/2015 00:00,3384
340580,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '1 Jun, 2017'}",1,2,249,0,01/06/2017 00:00,2503
340720,"Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '30 Jan, 2015'}",0,0,699,0,30/01/2015 00:00,3356
340860,"Action, Indie, Simulation","Single-player, VR Supported, Steam Trading Cards, VR Support, Partial Controller Support, Family Sharing","{'date': '1 Jun, 2015'}",0,0,1999,0,01/06/2015 00:00,3234
341270,"Indie, RPG, Early Access","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '18 Mar, 2016'}",0,0,499,0,18/03/2016 00:00,2943
341380,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '9 Jan, 2015'}",0,0,99,0,09/01/2015 00:00,3377
341470,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '23 Jan, 2015'}",0,0,699,0,23/01/2015 00:00,3363
341530,"Action, Casual, Indie","Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing","{'date': '30 Jan, 2015'}",1,0,399,0,30/01/2015 00:00,3356
341690,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '25 Feb, 2015'}",0,0,299,0,25/02/2015 00:00,3330
340750,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '14 Jan, 2015'}",1,0,899,0,14/01/2015 00:00,3372
341780,"Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '16 Jan, 2015'}",0,0,0,0,16/01/2015 00:00,3370
341870,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Leaderboards, Family Sharing","{'date': '21 Jul, 2015'}",0,1,1499,0,21/07/2015 00:00,3184
341950,"Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Includes level editor, Family Sharing","{'date': '1 May, 2015'}",1,17,499,0,01/05/2015 00:00,3265
342100,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Family Sharing","{'date': '7 May, 2015'}",0,0,799,0,07/05/2015 00:00,3259
342130,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Includes level editor, Family Sharing","{'date': '1 Jun, 2016'}",0,0,0,0,01/06/2016 00:00,2868
342350,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '7 Apr, 2015'}",0,0,299,0,07/04/2015 00:00,3289
342360,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing","{'date': '13 Jan, 2015'}",0,0,999,0,13/01/2015 00:00,3373
342450,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '13 Feb, 2015'}",0,0,124,0,13/02/2015 00:00,3342
342500,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '21 Jan, 2015'}",0,0,1999,0,21/01/2015 00:00,3365
342510,"Casual, Indie, RPG","Single-player, Steam Trading Cards, Family Sharing","{'date': '29 Jan, 2015'}",0,0,499,0,29/01/2015 00:00,3357
342890,"Casual, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Family Sharing","{'date': '5 Mar, 2015'}",1,0,199,0,05/03/2015 00:00,3322
343020,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '30 Jan, 2015'}",0,0,799,0,30/01/2015 00:00,3356
343280,"Action, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing","{'date': '24 Jul, 2015'}",0,0,1299,0,24/07/2015 00:00,3181
343340,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '29 May, 2015'}",0,0,199,0,29/05/2015 00:00,3237
343390,Casual,"Single-player, Steam Trading Cards, Family Sharing","{'date': '16 Apr, 2015'}",0,0,199,0,16/04/2015 00:00,3280
240620,"Action, Adventure, Indie, RPG","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '10 Aug, 2015'}",1,0,999,0,10/08/2015 00:00,3164
342490,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '13 Feb, 2015'}",0,0,0,0,13/02/2015 00:00,3342
343930,"Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '22 May, 2015'}",0,0,899,0,22/05/2015 00:00,3244
340250,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Family Sharing","{'date': '11 Aug, 2015'}",0,0,799,0,11/08/2015 00:00,3163
344440,"Adventure, Casual","Single-player, Steam Trading Cards, Family Sharing","{'date': '2 Jul, 2015'}",0,2,299,0,02/07/2015 00:00,3203
344500,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '20 Mar, 2015'}",0,0,499,0,20/03/2015 00:00,3307
344630,Adventure,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '27 Mar, 2015'}",0,0,3499,0,27/03/2015 00:00,3300
344840,"Indie, Simulation, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing","{'date': '16 Apr, 2015'}",1,1,999,0,16/04/2015 00:00,3280
344880,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '13 Mar, 2015'}",1,0,0,0,13/03/2015 00:00,3314
345090,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '3 Feb, 2015'}",0,5,499,0,03/02/2015 00:00,3352
345340,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '29 Apr, 2015'}",0,0,599,0,29/04/2015 00:00,3267
345750,"Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '18 Feb, 2015'}",0,0,499,0,18/02/2015 00:00,3337
345640,"Adventure, RPG","Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '24 Feb, 2015'}",1,0,499,0,24/02/2015 00:00,3331
346090,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '17 Sep, 2015'}",0,0,1199,0,17/09/2015 00:00,3126
346140,"Adventure, Casual","Single-player, Steam Trading Cards, Family Sharing","{'date': '26 Feb, 2015'}",0,10,999,0,26/02/2015 00:00,3329
346180,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Leaderboards, Family Sharing","{'date': '16 Feb, 2015'}",0,0,59,0,16/02/2015 00:00,3339
346200,"Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing","{'date': '4 Feb, 2015'}",0,0,499,0,04/02/2015 00:00,3351
346340,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","{'date': '20 May, 2015'}",0,0,499,0,20/05/2015 00:00,3246
343810,"Adventure, Indie","Single-player, Family Sharing","{'date': '26 Jan, 2015'}",0,0,209,0,26/01/2015 00:00,3360
343830,"Adventure, Indie","Single-player, Family Sharing","{'date': '26 Jan, 2015'}",0,0,209,0,26/01/2015 00:00,3360
346430,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '24 Jul, 2015'}",0,0,999,0,24/07/2015 00:00,3181
342020,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","{'date': '9 Jun, 2015'}",0,0,999,0,09/06/2015 00:00,3226
346490,"Action, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Stats, Steam Leaderboards, Family Sharing","{'date': '28 May, 2015'}",1,0,1199,0,28/05/2015 00:00,3238
346810,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","{'date': '4 Mar, 2015'}",0,6,599,0,04/03/2015 00:00,3323
346830,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing","{'date': '11 May, 2015'}",0,15,1599,0,11/05/2015 00:00,3255
346850,"Action, Adventure, Free to Play, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","{'date': '28 May, 2015'}",0,19,0,0,28/05/2015 00:00,3238
347040,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing","{'date': '27 Mar, 2015'}",0,0,999,0,27/03/2015 00:00,3300
347060,"Simulation, Sports","Single-player, Steam Cloud, Family Sharing","{'date': '14 Jan, 2016'}",0,0,1499,0,14/01/2016 00:00,3007
347160,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing","{'date': '1 Oct, 2015'}",1,4,1299,0,01/10/2015 00:00,3112
347730,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","{'date': '29 Oct, 2015'}",0,0,799,0,29/10/2015 00:00,3084
346370,"Action, Indie","Multi-player, Steam Achievements, Partial Controller Support, Stats, Family Sharing","{'date': '2 Dec, 2015'}",1,0,0,0,02/12/2015 00:00,3050
348270,"Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","{'date': '27 Feb, 2015'}",0,0,799,0,27/02/2015 00:00,3328
348340,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '30 Jul, 2015'}",0,0,199,0,30/07/2015 00:00,3175
348450,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing","{'date': '9 Feb, 2015'}",0,0,499,0,09/02/2015 00:00,3346
348730,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing","{'date': '30 Apr, 2015'}",0,0,499,0,30/04/2015 00:00,3266
348650,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing","{'date': '6 Feb, 2015'}",1,0,999,0,06/02/2015 00:00,3349
348800,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","{'date': '20 Feb, 2017'}",0,0,0,0,20/02/2017 00:00,2604
348840,"Indie, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together","{'date': '2 Jun, 2015'}",1,0,0,0,02/06/2015 00:00,3233
348870,"Adventure, Casual","Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","{'date': '26 Feb, 2015'}",0,0,1099,0,26/02/2015 00:00,3329
