ID del juego,Repeticiones,Minutos Totales
1692250,18,56584
1849250,1,634
1924170,1,9188
1953520,3,7067
2108330,13,34561
1650010,1,3826
2440510,4,18585
351290,6,9466
227860,12,6932
249130,30,33355
354240,8,2412
389170,1,69
399670,8,1729
428690,21,14260
436820,6,191
445980,30,12337
450390,30,1606
370770,13,1406
302590,42,6991
616110,4,2125
679900,4,3022
699180,1,121
667870,8,2639
931690,24,826
992070,1,97
1017100,1,220
1147690,4,777975
1243130,1,210
1391220,2,107
1574000,2,19
574760,1,1
1740070,1,29
1827980,4,957
1919460,2,3609
1966900,11,6994
2116850,2,380
252530,6,21306
267550,3,780
234140,88,1003899
385730,5,44582
444520,1,12
515040,8,1048
510510,5,24921
577800,10,93752
675010,39,23883
325210,6,559
2248760,8,2484
7670,61,15957
22000,13,1058
70400,5,2866
110630,1,46
35000,10,3020
221020,4,4899
218130,12,3198
235400,2,43
286100,12,700
233230,4,193
230050,9,1515
233470,9,1274
224760,19,3048
236730,14,2270
206190,22,6897
231160,13,2083
244810,2,136
242940,1,18
248710,4,90
249990,13,4476
252770,2,434
255480,5,13479
260790,1,96
275200,5,1012
313690,14,9115
316480,1,99
320140,7,829
266510,24,7206
8850,32,7558
357300,2,258
365660,1,26
397550,4,617
400630,13,2098
294000,4,549
210970,18,9676
457550,14,1398
425220,15,5716
553640,20,4971
597220,5,1960
633130,6,972
686200,16,7156
736260,14,2973
753640,26,13117
837470,8,1270
829110,5,2014
874260,3,894
972660,13,11413
1286580,4,1535
1607680,14,1899
1931770,3,1532
368260,9,22494
32510,12,7768
2668050,1,62
298610,23,5154
2399830,9,51658
215510,11,1195
756880,6,1337
787790,7,82
2305790,13,1723
332310,18,8215
348250,15,1249
605230,3,4137
757130,8,62
1250410,15,136729
11360,2,77
203560,1,8
33670,2,1164
42850,1,75
212800,16,1252
236370,7,1019
317470,23,30053
682130,3,10022
682290,5,121
700030,15,6082
707680,13,632
746010,1,4
898590,5,25
525510,11,2801
730430,1,83
739080,1,8
785740,11,4373
882100,14,22086
970960,3,2020
1084160,5,37390
538030,3,269
266430,12,956
293500,7,563
330760,2,47
345520,13,6125
356310,13,879
356670,32,3160
404580,1,359
451960,2,123
467990,3,107
209670,42,8787
836940,1,2
1184140,31,4611
1203710,3,1848
1260320,43,40880
1268750,15,6674
441380,16,1532
1361510,4,752
1515210,17,5243
1515950,38,9446
1570080,2,137
2155600,1,11
577940,7,3039
235900,5,481
315600,3,49
496890,7,892
991710,2,7
329110,8,53099
1465360,28,45886
1469250,13,733
1661260,8,392
71240,4,40
99890,3,1841
15560,5,26
214970,3,1439
221260,14,3798
221640,18,4494
228400,6,1028
233150,9,3346
227160,2,1153
244770,7,1687
3900,7,3337
253030,20,3599
253630,2,197
243040,2,26
231140,8,811
245470,13,5295
289760,3,783
290300,11,3135
382110,6,964
397340,13,1503
397460,12,3858
404410,5,85
424250,2,48
441010,1,162
446800,8,11491
478010,9,1536
494840,10,16877
595690,4,7026
599750,1,50
620980,45,76246
726760,1,1
744430,1,1
758930,1,12
784150,10,14911
787810,5,1748
805820,1,1
823500,17,10598
844610,1,1
866310,2,2
1061880,1,144
1066780,16,47083
1132670,1,4
1134710,1,10
546560,44,26099
1211630,6,2380
939510,15,685
1233410,11,831
1404090,1,159
1495860,2,262
1552350,6,1255
1839880,4,1458
1850960,3,978
1849900,6,644
1944790,4,4008
949230,19,34705
6100,3,22
6550,7,3218
13560,6,2535
17460,18,25060
13580,3,141
23310,13,3821
22120,3,445
29720,3,2225
13570,8,234
45700,4,932
33220,17,3771
25900,4,2700
63910,4,4501
18000,2,305
18020,2,245
48190,26,30647
201280,5,1559
39160,7,973
39200,1,6
204030,3,3450
22320,21,41873
209830,1,76
213030,2,14
208200,21,7580
214830,7,459
219600,1,175
223220,8,5055
50620,32,17369
223870,3,238
39140,20,4059
234080,10,3140
251150,11,1397
246580,3,969
39150,7,7540
267530,14,4917
237990,11,5508
278080,13,8911
282140,28,9528
285160,32,15389
290930,29,6252
215530,20,6485
330390,1,755
330840,11,9075
304240,23,8914
291650,24,47146
345350,15,9157
363440,10,3564
368370,4,1189
312790,4,770
413410,26,16487
376300,6,521
460870,14,6652
449800,2,1983
465840,1,5
441830,3,1442
495050,1,156
692850,18,12195
775500,10,11974
613830,4,849
637650,39,283833
870780,35,36039
985890,5,4371
921570,9,28461
1101190,5,36764
601050,3,5600
1133760,1,2853
1121560,11,15858
1229240,5,8778
1113000,20,67563
1328670,14,40261
1349230,9,3256
1113560,5,1207
1257290,6,11342
1502970,1,3653
1502980,1,39
740130,13,25758
1623940,1,320
1088850,11,9771
1173770,2,125
1173810,1,17
1173820,3,5715
1809700,5,10104
1817230,9,3249
1836450,17,730
1850510,4,7758
1866420,1,1
1866430,1,1261
1895880,10,21564
1462040,14,24120
1954200,8,800
2012840,24,1210
1608070,5,5722
1182900,4,4556
2238900,3,9995
1693980,13,12743
1999770,3,7310
2161700,5,22874
225260,49,38189
233190,8,8123
265830,2,632
270150,37,40498
331690,2,2409
340520,4,1886
344770,10,3521
420110,44,38830
423580,14,5935
434460,16,2924
435120,19,2510
412170,18,5392
438020,14,2258
444480,16,2619
448630,13,2816
533820,13,2246
563120,12,2062
587790,2,1938
591560,5,949
778840,1,1
368390,6,991
465520,12,498
468920,11,6270
483980,4,703
489140,12,3514
503560,42,12893
505170,3,382
402570,18,1446
532110,11,6075
537110,4,2504
537340,13,1315
546080,1,448
550040,17,1581
589120,5,575
601840,10,5369
602520,30,30632
604450,6,524
629000,1,7
656350,6,7502
665180,14,3654
680320,8,1831
554620,34,30860
705120,13,978
711990,11,3127
712050,14,2287
712840,14,4927
720280,5,1404
724970,8,4520
736190,28,35682
739000,8,1663
744190,10,5621
745890,1,1392
761620,16,6734
770990,1,1
788130,4,575
788910,1,124
464920,64,57693
850000,1,604
904310,1,653
905690,2,16
933450,2,127
942970,14,4496
977500,1,1
998940,16,8367
1045720,3,1184
1046030,15,1195
791470,5,234
1145960,8,1622
1147550,14,2651
1225560,2,837
1225570,12,2608
1240210,7,2247
1291010,6,5125
1368430,3,43
788100,18,22588
1540150,5,43
1570070,3,2066
2322560,7,4378
381990,7,257
225600,20,4438
1278060,3,374
1881200,2,260
1986760,5,372
2022330,4,405
1575870,8,3760
2173600,5,224
2304990,8,1125
660160,5,239
915130,1,230
1079160,1,19
224540,43,35697
501300,23,4463
681280,20,33753
240720,42,8239
757240,23,2559
905340,8,1958
470740,4,675
336760,1,6
977950,25,12740
1644960,12,62922
1137970,1,11
1778820,10,30012
1670,1,36
15120,14,5926
424030,7,68516
589290,29,134179
871530,7,1814
979920,13,11067
1206240,5,469
232770,39,6519
1611600,8,74819
1911390,5,238
16900,18,36382
2306590,5,281
2131630,3,1011
2131640,1,200
2131650,2,524
606280,17,13499
606880,8,4700
611360,9,1353
710920,11,4593
928960,4,4282
955050,23,1625
1178830,17,2358
1008710,19,1853
794260,25,42828
1110910,13,5049
1207780,2,755
1282690,8,3465
1343240,4,912
1429150,1,18
1766100,2,1801
1276790,6,5929
1283400,2,769
2239550,7,3852
13250,7,322
13240,6,4791
1930,36,16468
21660,3,1431
39690,3,676
78000,9,25926
55140,11,3522
40380,5,265
92000,8,478
46500,18,26170
91700,17,30120
47790,20,4377
47830,10,564
91100,7,168
45410,1,2553
204340,49,27380
102500,11,16659
58230,3,1831
92600,3,287
98400,15,3083
212030,4,2982
215790,16,1946
214870,20,8479
204960,2,69
105000,6,1359
233630,5,1444
234330,5,131825
250600,15,302
203250,3,492
208730,3,403
232750,7,1308
238170,3,122
242110,6,2030
225640,4,964
246960,5,735
249680,6,4733
245280,5,1960
252890,1,3155
253470,5,1023
208610,6,183
227600,12,1741
243800,9,3613
231330,7,2773
256350,2,57
257790,3,2609
259550,7,2816
260250,2,739
247830,4,331
263620,12,4369
263680,3,671
228940,2,2140
272060,16,976
275830,1,51627
277110,1,10
277270,1,5
282530,4,785
284730,4,1195
284790,5,1674
243930,9,3311
214320,2,42
299860,2,4487
304350,1,501
306480,2,551
239250,13,5371
307770,1,85
307900,1,310
307920,1,181
307990,1,55
311850,3,263
313240,4,876
313810,1,614
258160,22,1437
249230,11,3868
320670,6,1000
242640,17,5143
272470,11,9753
331120,7,45
336610,1,6188
339160,4,2473
2420,15,6279
2430,5,70
346560,7,3480
347590,2,265
357480,5,7352
369400,4,11
365160,5,2774
388450,1,1233
389140,13,5289
392950,2,10
396800,5,3443
407840,11,1500
411960,6,1294
412530,1,2128
414660,5,1607
418670,1,107
425210,5,5207
428110,2,3181
436110,5,128
439800,3,1458
443860,1,231
451350,3,320
431180,2,9519
463060,1,3
475150,44,33869
345390,4,659
491330,3,1259
497400,4,837
500150,1,1
500590,8,1972
503050,1,59706
509420,2,83
311730,34,4202
540360,1,62578
545590,3,519
545960,3,951
564530,1,1984
567800,1,811
604980,1,426
619930,1,2943
629810,1,255
630390,1,19648
630470,1,543
632820,1,391
632830,1,685
636020,1,88
636030,1,839
636050,1,10412
236150,22,2483
652570,1,2120
654520,1,1682
655610,1,17
656890,1,43
659940,1,96
659950,1,550
685370,1,367
689740,1,177
587860,13,736
767420,2,952
778340,1,37
806830,1,20
3390,3,390
3320,7,1544
3430,1,35
3620,5,1509
263300,17,3981
263720,3,280
283680,7,1621
306350,20,3088
65980,16,12678
335820,4,2880
237890,6,1807
415480,7,2188
438270,5,400
461510,1,16
616720,8,15754
672590,1,245
751440,5,342
774801,9,5869
785640,1,32
803050,6,6432
854570,1,283
939600,3,1067
945710,2,618
1008080,9,88336
1079260,5,542
1097580,2,1562
1009290,4,2180
1282210,2,1061
1284820,4,1577
1307550,19,15734
1368910,13,818
1403370,4,1376
1581800,1,1121
2348100,2,84
237850,6,1152
48160,1,53
212370,4,7009
341770,1,63
17500,22,3566
6910,21,11765
2280,12,1619
2300,9,453
244730,6,651
315440,4,689
319170,3,194
287920,9,973
345240,2,27
428950,15,2235
438180,15,3171
488440,10,249
402560,24,1806
593620,2,63
599390,8,3330
624910,5,190
792220,47,1112
842420,3,22
834530,19,15439
987350,3,14
1104640,18,1968
594770,3,2191
1469280,13,2071
1092630,3,19
57200,1,58
385370,4,155
427270,29,1888
615050,13,451
645260,10,229
455020,4,32
758980,4,174
227240,4,405
242590,3,18
251670,6,1393
319570,4,224
336670,4,34
338180,15,1732
342480,6,397
360760,14,291
393410,5,154
415860,7,78
264120,13,1940
214850,8,11653
513560,23,451
643270,15,441
646270,12,5726
673560,22,30560
473690,24,22253
763410,10,395
915320,29,2040
345330,7,202
13600,6,757
259020,7,1495
257850,14,1069
247580,4,315
261760,13,2963
39210,31,1083426
264360,10,1415
295550,11,3574
269910,3,159
322770,2,302
359900,7,2404
320590,2,52
366440,2,488
378610,4,693
404590,5,787
408520,1,21
424370,26,38951
428900,9,1191
440630,1,112
446750,6,112
446770,2,26
348460,6,387
394230,12,3532
488760,1,11
489380,1,18
496240,7,5006
497820,4,23
500360,1,5
503770,2,105
504420,1,18
506900,1,43
510930,1,9
512220,3,105
527100,4,1575
527430,10,17505
529670,2,72
536270,7,2365
544510,1,16
544590,1,10
552080,2,66
553420,5,1725
565030,3,13
575600,1,10
584170,2,28
600140,2,56
635200,6,451
515220,13,13054
652190,2,265
493840,3,630
891360,2,588
714080,2,205
939100,5,1046
992640,2,420
1007040,10,23895
1042800,5,97
1061910,9,1884
1084600,9,10551
1114220,2,3570
851850,23,39698
428660,3,522
1157390,2,212
1171690,8,9843
1089090,9,8723
1307660,1,29
1450180,3,391
1493640,1,35
1531430,20,6111
1571440,25,5912
597820,13,5703
1592290,1,227
1641960,3,1106
1648610,2,519
1649240,3,2579
1715730,5,1123
1726730,1,23
377300,11,4446
1813170,1,166
1680880,3,2597
1475810,11,8490
1892370,4,7633
1928980,5,1123
1929610,28,14119
1916310,1,606
1029690,17,13988
1544020,8,4988
1065310,3,660
1938010,1,200
2141730,8,1173
2009100,1,432
2201710,2,291
2239150,14,4334
2242760,3,391
1282100,37,78955
1501750,9,4390
315210,3,4498
1458140,5,1369
578650,11,13503
617830,25,4849
753420,5,6643
774181,6,1583
742120,7,21929
585710,2,1045
1149460,23,30931
1404850,5,2202
2289970,18,707
1272080,28,24819
2600,11,5619
371660,38,38722
523660,5,2921
699130,21,20426
750050,2,2301
1919590,20,73554
41300,11,2276
1548850,7,1801
1850570,22,35610
15000,1,9
212580,9,6477
262810,1,37
269170,1,3
277390,2,18
286000,8,748
299480,7,458
317410,4,103
690040,18,6797
337480,5,1172
351920,15,4069
353360,5,539
347290,3,713
385710,8,1030
390720,1,53
392190,1,2736
400910,16,18687
404820,1,28
407560,3,505
411830,4,1094
413420,17,16581
415740,1,43
416680,9,2562
418340,18,6065
418650,5,211
423230,17,6036
426000,11,4614
428200,1,71
428370,4,256
354380,12,3142
359600,4,1652
443630,3,550
450540,11,35906
451840,1,81
451980,3,129
456670,9,2344
457210,9,1423
375600,7,558
468110,1,35
453170,1,9
469990,11,36
480490,45,41619
486780,2,68
490820,10,2097
492710,1,4
495990,8,6338
503340,1,21
518580,4,77
519930,1,1
521340,7,301
523080,1,58
523710,1,19
524640,3,1719
526090,1,8
533540,11,12696
535520,4,385
555950,4,3301
567290,18,3478
568220,17,17331
575050,1,27
580040,1,85
581630,5,1249
588040,6,2338
595140,8,2172
610960,2,294
627690,20,23929
635730,27,6135
639780,8,2541
639790,9,5503
520440,13,9087
671620,2,60
567640,13,20565
743450,11,6979
767930,1,265
770460,1,2
775940,3,270
791330,2,218
816080,1,1
840140,2,1179
859680,5,1063
886200,1,17
887530,1,48
892760,1,32
919370,5,1834
927250,4,687
932850,5,438
937170,10,2975
951000,2,167
959880,1,1
959890,2,716
965670,2,940
986020,1,87
992300,12,1552
994220,8,2201
1003520,10,1788
1004770,1,55
1015720,1,109
1015730,1,381
1015770,1,1
1017410,1,125
1042600,1,58
1046480,5,7629
1049320,2,1301
1049890,3,339
1056490,2,126
1058060,1,125
1070020,1,142
1077440,1,24
1078320,1,211
1078330,1,178
1078350,1,30
1083210,7,385
1094520,21,19371
1111460,4,4244
1135830,1,249
1141100,1,27
1144400,6,5280
1146630,9,1117
1147450,1,23
1160220,4,1053
1163070,1,97
1173200,4,558
1186400,7,134
1187130,1,160
1188930,6,8356
1198850,1,7
1202540,2,781
1203420,5,983
1216710,5,2623
1217570,1,64
1250760,5,5185
1256670,4,5363
1260810,6,1388
1267470,1,51
1269810,1,11
1271740,1,1
1277930,6,4785
1278390,1,13
1279260,1,74
1287140,1,62
1290490,8,277
1306630,5,1093
1310990,4,1446
1328530,1,303
1328890,1,65
1328900,1,20
1328910,1,27
1328920,1,127
1335790,13,3014
1342040,1,89
1342080,1,72
1342090,1,8
1342120,1,5
1346770,1,81
1368030,5,1589
1378040,1,194
1388880,11,8878
1392820,11,3414
1405470,1,133
1406990,8,3160
1410980,1,43
1413960,1,64
1413970,1,12
1413980,2,2028
1414000,1,52
1419750,1,24
1429500,2,92
1451940,19,5640
1139900,38,20754
1462650,1,1
1477070,6,1846
1506280,3,181
1508680,4,285
1518430,3,188
1546570,2,730
1546710,1,32
1551510,1,174
1551520,1,49
1551540,1,101
1551560,1,35
1551570,1,44
1551670,2,1789
1556980,1,27
1566390,2,777
1585540,1,24
1602010,4,2950
1605010,2,126
1608290,5,4040
1158850,1,48
1648590,1,55
1666510,1,145
1668690,2,651
1668940,3,75
1669980,14,9264
1672670,2,747
1689910,5,3462
1701520,4,444
1724320,1,181
1731200,2,18
1748660,1,50
1770390,1,87
1770400,2,1369
1772830,1,39
1783360,1,39
1803960,1,1
1812620,5,3734
1816670,20,15414
1829980,3,3210
1848710,1,33
1902690,4,6320
1932160,2,26
1933650,4,984
1933660,1,926
1956600,3,906
1964200,1,2
1981500,2,126
1983970,1,33
1997680,3,230
2050590,2,85
2052410,5,11773
2078780,1,18
2081400,1,1
2099790,1,10
2109460,5,2906
2123140,1,60
2141910,13,29206
2166140,1,153
2183230,1,12
2185760,1,123
2190290,5,1947
2194530,6,6797
2215650,1,14
2219800,1,5
2219820,3,362
2230650,5,9527
2273430,5,7207
2279310,1,33
2287970,2,632
2292060,1,3
2303800,1,8
2303810,1,8
2321210,1,79
2377420,1,49
2379780,8,10607
2400340,1,79
2582660,1,30
2072450,3,2148
2622000,8,449
2687990,1,73
2157560,2,518
2734310,2,98
429790,25,7711
342150,4,172
621880,1,112
32360,6,1335
1267540,1,360
1271700,15,3099
1900,20,5478
710030,2,19869
1184990,1,4742
1335200,9,529
2569170,1,3178
536950,1,8
1338770,9,7873
2111170,1,4609
271640,11,2310
291410,15,4866
858460,6,472
495910,18,61263
528230,18,19379
648430,8,984
743090,4,2658
768520,11,24731
839910,2,137
953490,7,1047
961200,5,1281
1097840,14,83856
1102190,10,22004
1249200,38,1637
1341230,3,114
1399780,38,7659
1904230,4,156
1940340,10,22074
1106750,3,554
215830,16,9598
985810,43,46214
835570,25,63665
474220,1,179
638490,6,50100
530070,6,2067
562260,4,714
1190000,33,64091
1314140,1,71
1364210,1,466
1422130,1,1940
1803190,6,381
19830,4,2698
19840,2,2
35420,13,102
22490,28,76774
9050,11,2798
271500,7,228
32610,1,460
32620,1,5
32630,1,7
32640,1,6
32650,1,4
32660,1,121
32680,1,1341
32710,1,1
32720,1,7
32730,1,3
32740,1,3
32750,3,29
32760,1,4
32770,1,780
1202950,6,11957
394760,7,1865
539720,25,5488
562360,22,4385
513000,9,1757
521890,8,1976
552100,15,24513
825310,12,1266
963930,4,703
1009850,14,281761
1011670,5,603
1012790,10,4951
1053680,13,2027
1070580,19,3815
916840,14,2910
368180,8,597
432870,1,22
1533390,24,20121
1591520,9,892
3920,9,11399
22300,22,11700
250380,4,766
250620,4,925
264200,30,13460
236510,11,733
296710,6,472
302180,1,1
311770,9,2656
326950,5,960
359390,5,50071
296830,7,2587
385830,7,1663
431540,2,74
436500,3,330
641320,20,8387
686190,11,2957
739980,2,248
873190,6,94
973060,1,8
1088790,14,5108
1115690,12,1960
973580,14,8959
1357870,2,1030
1576060,3,9385
1807080,5,4380
1243960,2,644
875210,4,4688
1307890,6,16485
1437830,4,3615
1437840,3,35
1437850,2,111
1437880,4,107
281920,14,2608
351150,6,1608
380020,7,1468
572430,7,3714
1160750,4,155
1216200,8,5389
15710,2,2486
322850,3,1216
314660,7,7226
760640,1,348
2497920,4,688
364110,5,321
665490,2,16
835860,9,2841
1127500,17,12597
4850,6,1558
207730,2,51
218740,16,2401
333420,13,14760
953900,1,131
427100,10,13135
1062160,10,2064
1132190,3,333
1262560,28,10745
1396240,26,2188
1554790,5,1622
1566060,12,1384
1664360,1,23
1781160,11,632
48800,4,2645
252550,5,1303
997010,17,9415
1184250,1,248
1455630,5,1109
317400,31,18342
3700,19,5888
39000,37,2310
459820,26,80734
221680,11,9756
573090,9,38840
600480,3,160
826480,3,44
886250,7,747
1024800,4,41
1129540,11,2216
1150080,9,2323
1173400,2,164
1377430,1,39
1528560,3,257
1749630,21,712
1900020,1,89
1372110,2,2361
20570,16,6421
33100,14,4127
33120,21,4783
207690,6,1250
227000,3,610
221810,5,1281
269390,4,73
217920,13,2385
248550,7,1899
250580,4,598
254000,9,103
254080,25,4305
1283190,14,3178
262280,30,11899
263080,2,318
232790,10,3485
279640,11,1809
279720,17,2757
281750,12,2809
283230,9,2058
284930,12,1928
214550,11,1598
289800,3,92
294020,11,3008
300620,3,676
243200,13,3943
301300,4,450
306830,12,8862
307950,30,55592
311060,3,535
312710,2,30
313830,4,813
314410,8,2548
319760,6,1431
319970,3,754
322210,5,1992
322970,8,2107
323720,14,2184
326120,15,2768
326360,6,890
331480,5,759
331870,14,2583
333740,4,548
334690,2,448
339470,13,2053
340270,4,451
340830,7,2089
341060,6,894
341820,1,87
344300,12,1743
346630,6,945
346950,9,1698
347520,2,1265
351030,3,991
353550,8,1382
353700,3,624
350810,16,3524
351860,4,835
354860,4,1546
355920,10,1984
355970,3,611
356790,3,768
360970,13,2338
362680,7,4388
363930,6,393
364910,7,1245
366320,6,1556
367670,8,9210
371450,2,312
371670,7,1079
372490,7,1336
376920,4,769
377280,2,911
377600,9,1212
377760,3,1219
378100,17,3200
379530,7,1308
382080,4,826
382120,19,5014
383950,1,3
388210,5,684
393530,8,19903
394540,8,1117
394680,6,921
394870,14,2607
244710,8,929
396360,10,3235
396850,4,1024
398680,10,2537
401190,20,2906
402840,7,1962
402980,7,1494
403860,1,2
404700,3,784
406090,15,3657
407300,9,1582
409160,11,344
414920,6,1138
416110,4,754
419500,4,976
420850,5,1179
420970,13,4367
421810,9,1373
422250,24,7755
429490,1,329
432990,8,1591
865040,2,13
434250,13,1752
434820,9,1099
435440,2,2
437160,6,378
438080,14,3018
439250,16,2324
439910,12,11042
444220,14,2871
444280,4,884
444490,7,1358
446270,6,408
446640,16,2268
447850,21,3998
447890,11,2196
435600,2,437
449210,5,997
450190,3,1063
457710,9,1837
458710,7,5533
460060,3,59
460340,1,293
460960,6,1374
461730,10,1614
461840,6,1257
461910,9,418266
463220,16,2730
463350,8,5207
466730,10,1659
467370,14,1759
468490,15,3534
473520,7,749
476240,11,1765
476480,14,3872
484830,2,343
485310,22,4190
485350,4,448
485440,11,2890
485450,13,2496
485730,12,2145
489570,1,296
491000,4,881
491040,1,279
491260,5,1091
491650,15,2919
493200,4,1300
494230,3,364
494430,3,189
496650,4,671
497700,3,649
417910,12,690
499340,2,486
486480,9,1270
502240,6,982
502880,1,1
504130,19,3943
504490,8,1978
505210,17,4247
508180,11,2150
508540,4,607
508820,6,1246
509220,6,913
510070,1,1
510660,2,412
513210,1,9
514660,6,794
514900,6,1464
515470,13,1902
517370,1,348
518800,10,2076
521920,4,1418
20500,21,22724
55110,18,5392
522570,20,4252
523150,7,1527
525150,2,334
526740,6,1620
526790,13,2917
527760,6,1128
527770,9,1668
375230,17,6464
527990,8,1269
528660,15,3169
528740,1,1
531640,11,1731
531890,3,71
532840,5,90
534010,8,930
534550,5,1669
538070,5,2377
541370,13,2467
541570,9,2945
542400,7,1679
545580,2,440
545820,1,1
546200,2,425
546220,1,253
550420,3,664
552130,1,239
552390,6,1604
555210,11,1684
555710,11,1666
556130,5,478
556160,12,2003
556280,13,2869
557180,5,1316
562270,9,2028
562500,5,1780
564210,7,1905
501590,10,2738
567160,2,523
568440,1,225
569610,10,2487
569970,11,1477
573210,5,628
574030,4,550
574310,1,283
574640,10,2042
575490,12,2442
575700,9,1001
575720,5,11903
575900,2,532
575950,8,1682
576130,10,2103
576440,8,1410
576470,12,2198
577460,10,1342
463150,12,1663
583490,4,1018
583760,16,3621
584100,5,1011
585830,9,1855
586060,3,4475
586380,10,1733
586960,14,3085
586970,13,2508
587810,7,1269
589360,12,26225
589770,2,731
596870,13,2593
597230,15,2210
602890,6,1305
602910,5,510
603030,13,2753
603150,3,542
603190,11,1717
511800,16,998
607680,2,375
610080,22,34152
610660,3,741
614910,6,894
618140,24,3908
619400,12,1326
623580,6,1229
628750,8,1447
629030,1,134
634230,10,1783
644760,1,1
654990,11,2292
675260,7,2143
411480,6,318
683830,5,780
747350,6,112
692920,2,108
696590,2,384
635320,9,2618
711660,3,735
719640,3,10
308040,22,3732
450860,14,4369
777130,2,38
784950,9,108889
790600,5,825
793350,4,570
810670,8,2335
850170,7,942
866510,2,765
820030,5,769
967250,13,10088
703880,4,1664
994910,1,1
1013320,7,101992
500710,5,2370
1098340,13,3460
1015500,4,2887
1245610,1,9
287630,6,299
1333350,5,45
1463920,1,1
1535560,3,52
1540960,1,1
1269260,7,12849
1641650,4,767
1022310,7,660
1353300,9,56233
1690710,1,1
1777760,10,4002
937310,9,1938
1878910,2,82
1891700,13,2446
1964220,1,1
1985170,5,416
1990690,2,34
2066550,2,100
2067850,5,14475
1117350,1,12
1582500,1,1
2333480,1,193
2349820,4,482
2368470,2,589
544610,8,1934
226620,7,3240
2391710,9,1355
1092040,1,1
443910,5,9860
2484110,2,405
2529130,3,139
2594640,6,720
2140510,5,7891
630360,2,246
1188260,1,13
1035510,7,1098
311250,4,433
334670,1,199
7860,3,429
32330,5,4612
21120,6,1163
42670,3,1247
99810,3,1155
63950,1,43
57900,14,8101
12130,12,2516
212630,9,7681
4720,4,1240
3270,4,106
6920,4,32
6980,4,1059
8080,14,2557
242960,2,454
407810,6,2170
259170,2,30
460810,11,3502
728740,6,1746
964800,2,569
969990,15,4272
996580,29,31735
548570,7,6418
1920490,2,1741
2096610,5,806
17710,8,1283
608110,2,63
15380,1,383
1630,3,15435
1640,2,13430
65600,5,89
227260,5,54
1281800,8,410
1286530,2,3
1287840,3,378
34190,5,587
3330,4,3484
280180,9,3574
439350,16,65976
513510,13,3088
529110,6,142
542310,2,10
589870,29,6999
624270,2,218
637850,6,400
659190,2,117
696140,2,836
715220,19,1402
809870,2,1086
813630,9,4738
553660,9,698
885640,1,138
908050,1,54
519860,5,987
1028570,1,12
1037130,2,2078
1086410,3,1469
1105620,1,11
1122720,3,255
382560,9,5499
1227800,5,240
555000,29,4320
1377150,15,2397
584640,5,724
2231450,10,9215
2291760,2,2821
19980,6,1670
356330,6,384
650700,7,173
740250,3,1025
1761390,7,1316
33900,10,2550
245130,3,603
241560,23,61830
12250,5,496
1526180,1,64
672630,3,718
691020,13,474
1136380,1,128
1179680,1,19
816180,2,4
1421230,2,65
1449690,15,12227
320240,22,11149
914620,7,6803
1743830,1,5117
40400,13,3362
65560,3,67
729460,1,1
802200,10,243
321400,33,8590
703940,8,762
822240,6,1530
2237980,5,126
298520,21,3050
1238000,7,10845
215550,5,1129
251270,3,287
252610,7,3569
253250,6,13095
264260,1,473
269770,9,12805
270410,3,790
284410,2,1287
284990,9,2833
324060,11,3101
301990,4,1260
312780,2,534
345080,1,292
314320,1,1669
315460,5,2449
317100,3,272
241260,6,3140
323490,6,2880
324160,9,10584
325120,6,3720
327070,14,8681
334280,1,398
339230,1,786
341000,5,6222
326480,14,13282
349320,3,1295
350310,2,2313
353560,6,164
350500,1,467
355000,7,4346
356050,4,1104
359610,5,2066
360170,34,8179
363130,2,6112
363680,2,332
364050,9,2435
366040,2,711
230230,16,5642
373600,3,1250
373620,2,838
375710,4,1183
376480,2,419
377530,5,31683
385980,2,666
386140,4,1495
386160,6,2371
242840,7,1328
389810,4,1179
391170,5,1885
224460,2,867
245370,3,927
275670,5,1932
313010,4,1381
399600,2,693
405590,2,1035
303210,8,578
407310,5,9484
377670,5,2984
415200,16,37351
417290,2,11
378120,6,55503
425340,3,669
426790,4,429
430960,10,2507
2820,5,374
2870,5,1483
201310,3,243
444140,2,5149
259680,10,6994
446390,2,659
448440,5,1170
451630,2,520
452440,3,1010
281640,5,1120
458730,1,471
460120,10,5169
467930,2,499
467960,8,2774
470590,2,503
473460,3,1824
485040,2,1830
486690,1,502
489460,3,838
491060,1,579
491420,3,1385
496810,5,1998
500440,2,575
352550,3,1003
504390,2,483
514310,2,386
542240,1,474
542930,4,953
549100,9,1851
337340,13,3762
551730,3,967
552410,3,921
552620,11,20307
555260,5,3289
555280,2,532
559610,4,1310
570770,4,761
571530,5,2863
576770,5,2501
577000,1,520
597120,1,452
602930,2,535
610310,1,1
618610,4,829
619340,5,1735
512020,7,1187
549240,2,598
234270,9,1880
629540,1,375
639450,1,427
392110,44,162460
644200,2,397
649580,1,544
650760,2,2310
656200,3,3141
676090,1,169
684300,1,5
689070,2,171
716340,1,422
741260,3,615
587620,12,5665
787480,13,25051
793460,15,6208
825630,8,6060
560130,17,48492
836640,4,1583
849740,2,1547
882790,7,17982
899970,10,1512
907270,4,6245
912370,1,524
640820,21,64052
933300,1,372
392160,9,14542
952860,5,5735
994730,7,9638
1000080,5,1439
1089630,1,1416
1108320,1,326
1128920,4,5472
1182620,5,1539
1189490,7,13770
1189630,5,40185
1305300,2,519
1235140,5,12349
1342330,5,12671
