ID del juego,Repeticiones,Minutos Totales
495010,1,241
495090,1,210
495110,2,418
495230,1,211
495960,2,531
496320,1,210
496340,1,275
496440,1,91
496550,4,917
496590,2,484
496620,3,506
496690,1,122
496750,6,708
496980,1,211
497420,1,159
497580,1,122
497590,2,309
498620,5,799
498830,3,780
499580,1,90
499890,5,925
499900,1,216
500790,1,121
500940,1,91
501030,3,646
501120,2,183
501190,1,223
501530,1,121
501940,1,178
502070,1,156
502150,1,241
502200,2,538
502380,1,148
502700,1,203
503460,1,151
503480,3,542
503710,1,125
503950,1,259
503980,1,41
504000,2,463
503410,1,211
504240,2,475
504310,2,5986
504400,4,683
504670,1,179
504750,1,99
505110,1,81
505270,1,160
506830,1,79
506840,1,276
507030,1,83
507050,1,305
507120,1,188
506590,2,334
507340,2,332
507360,1,241
508200,2,150
508230,1,90
508260,2,338
508300,2,458
508530,6,1658
508600,3,659
508740,2,456
508760,2,345
508730,2,415
508950,1,232
509170,1,93
509390,4,551
509570,3,1088
509600,3,540
509910,1,216
509920,1,121
509960,2,691
510590,1,91
510620,3,281
510650,2,362
510780,1,55
511160,1,221
511380,1,210
511390,1,90
511430,1,246
511470,3,870
511630,1,90
511670,2,377
511750,2,343
511820,2,224
511330,3,609
512250,5,1020
512420,1,40
512600,1,91
512700,2,278
512740,3,798
512770,2,424
513320,2,605
513370,2,242
513580,2,888
513610,3,523
513840,1,216
513880,2,717
513960,1,120
513970,1,140
514090,2,876
514220,1,184
514240,1,185
514290,1,210
514340,1,269
514620,1,266
514810,1,109
514990,2,406
515650,1,270
515910,5,958
516010,1,150
516560,1,189
516840,1,277
516920,1,185
517010,2,342
517110,1,169
517360,1,205
517470,1,231
517660,1,227
518280,1,120
518650,2,424
518670,1,196
519870,2,413
492610,1,211
519990,1,250
520290,1,178
520820,2,457
521100,2,428
521130,3,500
521210,1,243
521280,1,50
521540,1,322
521580,1,350
521980,5,1297
522010,1,193
522080,1,121
522220,2,93
522490,2,455
522890,1,69
522990,1,212
523210,3,353
523730,2,361
523780,8,1586
521000,1,211
517330,2,296
525330,1,91
525600,1,136
526490,4,1505
517190,3,133
526750,1,185
527380,1,213
527420,2,363
527510,1,214
483420,3,755
527810,1,180
528070,5,1185
528180,1,91
528670,3,987
528720,3,768
528770,1,182
528950,1,166
529160,1,211
529480,2,399
525070,5,1414
529500,1,117
529000,1,301
529660,3,781
529950,2,161
530020,4,1884
530390,1,151
530520,1,91
530740,1,90
530920,1,160
532090,1,211
532660,1,180
532700,2,399
533320,1,91
533660,1,56
533890,1,151
534200,1,121
511490,2,448
535460,1,176
535840,1,270
535890,1,90
536320,1,166
536470,1,91
536780,1,90
537200,1,90
537700,3,492
538060,3,436
538590,7,863
538700,1,211
539380,1,125
539440,5,1559
540640,1,185
540860,1,212
541240,1,119
541720,1,181
542200,1,442
542260,1,210
542350,2,640
542550,3,495
542570,1,90
543270,1,211
544190,1,90
545200,1,181
545230,1,272
545400,1,91
545410,4,854
545670,1,90
545860,3,594
546070,2,309
546170,2,431
546340,5,621
546490,1,90
546550,1,8
546610,1,170
546700,1,213
547040,1,91
547090,1,208
548230,1,185
548710,2,558
548930,1,211
548950,1,180
297660,1,273
549900,1,210
550310,1,210
550580,2,184
551100,1,204
551680,1,211
552160,3,3662
552190,1,212
404170,1,208
446600,2,449
552870,1,93
553000,1,102
553210,6,2932
553450,1,94
553780,1,184
553830,1,346
553960,2,314
554660,2,383
555060,1,66
555080,2,666
555290,1,182
555750,2,364
555830,1,121
555890,1,178
555920,5,1027
556000,1,59
556090,1,266
526920,3,526
556230,1,107
556250,1,229
556340,1,90
556770,2,508
557580,1,90
557830,1,212
557890,1,1
558340,1,90
558790,1,90
559130,1,91
559350,1,186
559450,1,161
560220,1,215
560250,1,151
560640,1,93
560720,1,109
560730,1,109
560740,2,419
560750,2,378
560820,1,108
561420,1,211
562050,1,209
562160,1,91
562330,1,153
562490,1,245
562570,1,90
562600,5,506
562660,2,451
563150,2,364
563250,1,145
563520,1,90
563910,1,320
564280,1,139
564720,1,157
564810,1,91
565200,1,57
565380,1,90
565660,2,147
565880,1,91
566180,1,93
566270,1,96
565860,1,172
564420,1,121
566880,2,156
567060,2,128
567200,1,151
567210,2,422
567370,2,748
567690,2,300
567890,1,141
568040,1,99
568090,2,241
568200,1,90
568670,1,150
568860,2,184
569360,1,91
569380,1,109
570350,1,90
570500,1,200
570550,1,215
570910,1,211
571520,3,584
572010,4,519
572330,1,151
572760,1,90
573260,1,90
574580,1,263
574690,2,680
575090,3,708
575590,1,163
575630,1,100
575880,1,302
576160,1,67
576380,2,403
576660,1,234
576670,1,121
576980,2,652
552350,1,120
577280,1,151
577380,1,90
577480,2,501
577690,3,534
577760,3,152
579230,3,850
579330,1,215
579760,3,665
575670,1,255
580300,1,90
580590,2,309
580680,1,90
581060,1,91
581810,1,121
582620,2,261
584220,3,306
584780,3,201
585180,2,552
585360,1,131
585430,1,217
585750,1,120
585770,2,248
585890,2,816
585970,2,322
586160,1,91
586170,2,303
586670,1,121
586880,1,90
587390,1,333
588560,1,90
588630,1,302
588890,1,228
589370,1,271
589430,1,271
589730,1,90
590870,4,535
591750,1,181
592020,1,155
592200,1,266
592320,1,90
592330,1,90
592730,1,90
593330,1,90
593680,2,368
595460,3,859
595560,1,121
597990,1,91
598230,1,91
598480,1,211
599630,1,90
599840,1,90
600330,3,159
600370,2,337
600440,1,91
600600,1,86
600630,1,229
601180,4,639
601640,2,452
601870,1,91
601930,2,310
602120,1,91
558490,1,90
603080,1,129
603250,1,151
599880,1,90
604010,4,612
605110,1,121
608660,1,90
608760,1,90
610120,1,137
610750,2,2193
611140,2,278
477740,3,982
612110,2,127
612600,1,90
613010,1,90
613130,1,233
613420,1,93
613790,1,90
613970,1,90
614900,1,90
616040,1,91
616240,1,79
614030,1,181
616880,1,91
617420,1,124
617590,2,446
618260,3,517
618360,1,90
618570,1,90
620130,3,466
228360,3,809
620710,1,151
625940,2,345
628570,1,96
629410,1,180
629770,3,416
630160,1,100
635310,1,84
589850,1,91
651340,1,201
659540,3,1004
667690,1,121
669050,2,498
676820,1,112
680380,1,1
687920,2,407
535480,4,973
691150,2,656
695110,1,6
700740,1,212
709310,3,439
716680,1,122
723090,2,667
733990,2,235
743660,1,2
745850,1,212
762220,1,20
804010,1,56
804830,1,142
298900,4,254
853500,1,3
929850,1,14
948740,3,1011
973810,5,1672
673000,2,127
984800,5,870
989440,2,238
1044500,1,4
1045580,2,227
1070710,3,276
1237730,1,175
1294420,2,63
1353900,1,72
1405790,2,82
1424980,1,130
1730250,1,238
1789370,1,88
1877960,1,2
2134770,1,291
2687190,3,73
24920,2,210
390730,2,486
560050,1,150
825380,1,36
1015890,1,745
2247570,1,1230
263200,1,202
261510,4,644
315130,1,71
373800,1,18
567840,1,1
655080,1,23
705070,1,1
2553050,1,55
259300,2,5
1092730,2,193
641780,2,1968
889040,1,5314
351140,2,2
452230,2,5
468530,2,20
468560,4,34
513440,3,65
542560,1,1
554640,3,697
690060,2,22
712770,2,2
839260,1,34
777640,1,4
372190,1,10
1205240,4,42
1205260,2,24
1357210,2,1119
486860,2,948
886900,2,2066
918820,1,198
978460,5,879
1003090,2,135
1148150,2,244
1212020,1,39
1224160,1,46
1242980,4,1332
1289340,1,585
1358250,1,189
1360980,4,599
1388130,1,29
1493730,1,13
1595030,1,75
1684170,3,613
1695680,1,184
1724190,4,930
1732050,2,195
1737100,4,3263
1768640,1,216
1775530,1,101
1823380,2,515
1847240,3,981
1858500,2,221
1916270,1,117
1924480,2,494
2065800,1,134
2126680,2,616
2231010,2,317
2275560,1,39
2536490,1,155
740260,4,1761
1114130,2,4188
671810,1,18
290140,4,1209
497940,1,307
1226640,2,139
1991860,1,61
2061440,2,23
11330,4,68
1156590,1,105
586210,1,172
2389240,3,194
388550,1,68
486430,1,86
535260,3,487
595550,1,50
415840,1,55
1125890,1,29
1137750,2,326
1244630,4,2090
1571100,1,24
335210,5,799
343690,1,77
355020,3,400
360600,2,345
364370,1,101
365420,1,55
378850,1,44
381000,1,105
416060,3,640
420210,5,1028
438820,2,187
448050,1,160
451920,3,410
463830,1,183
465190,5,704
486020,4,434
512410,3,322
513720,3,287
529630,1,22
531520,3,324
551500,4,811
552200,3,402
552210,2,414
552580,3,406
554770,2,237
557970,3,510
564980,2,366
566560,7,1428
569430,1,55
576410,2,65
578440,4,319
578830,3,371
581340,2,331
586600,2,66
597810,2,167
601590,2,109
604830,3,316
607020,3,625
607030,2,114
607440,3,492
620790,2,412
628960,1,55
519890,3,390
243360,1,473
478960,3,22
720250,3,1477
2540,1,12
2545,1,52
2550,1,2
545150,1,2
1096710,3,365
1442670,5,339
1868300,2,1125
2144740,5,2127
340460,2,24
342980,5,151
581120,2,57
249360,1,3
274880,2,67
65270,1,4
205190,1,9
231200,1,19
246680,1,26
279990,3,118
271900,4,346
304410,2,226
403700,1,1
404620,1,51
444270,1,4
454060,2,294
469790,1,12
388320,1,196
473950,3,894
517910,1,22
524390,2,102
540510,1,8
604740,1,6
1043390,1,5
1059990,6,1111
1136370,2,971
1158160,3,7419
1337010,2,414
1366560,1,15
1411740,1,2
1727420,1,10
1804270,1,5
994020,1,100
831560,4,3861
1861970,4,158
447240,1,3
553130,1,8
589460,1,1
843660,2,2
971620,3,1051
1180320,3,50
1662850,1,2513
977570,1,62
1045080,1,134
1094060,2,547
25830,1,28
225020,3,38
292990,2,31711
403400,1,2
403430,1,3
476360,1,245
477770,1,693
480450,1,2
9460,3,172
543140,1,672
569810,2,493
635410,1,237
678560,1,2706
1902710,7,2109
2315040,3,1399
2602730,1,6
431810,5,1246
782100,1,1
579110,3,3
976590,2,1418
280560,1,90
340350,2,26
464350,1,901
1901370,3,864
410340,2,28093
1432320,1,45
915580,5,2486
658470,3,48
6300,1,528
212200,4,17277
269050,1,35
292930,1,11
411000,1,3
416360,1,268
377840,5,10973
215160,1,1
525480,4,10670
548370,1,252
720620,1,869
552700,4,4848
1284240,1,21
1574580,1,7
70210,1,403
684580,6,1276
588970,3,161
1131620,1,16
319250,1,416
364420,5,4869
383230,2,408
427700,2,120
758370,2,461
977880,10,8790
991270,1,3249
1078490,1,362
1198090,1,874
1292940,3,450
1710100,2,2443
1948800,1,482
2103140,2,1589
2351560,3,2097
1491000,1,195
38230,2,64
102820,2,1419
261470,4,13710
325600,3,1928
958530,1,297
1170950,3,1109
853140,1,75
368430,3,537
556820,1,939
2211280,3,2989
986800,1,1915
487720,3,497
719730,1,1
726590,3,1398
759610,1,1
1135910,1,1530
289840,1,29
556050,3,880
407700,1,12
738500,1,22
367570,2,9
254460,2,191
522340,2,344
525460,3,168
538920,2,316
541960,2,187
586320,4,592
855860,3,589
1392060,4,601
1889640,1,128
1292630,9,393
694130,2,20
2392040,1,1
38480,1,5
41600,1,233
241660,2,757
237370,2,714
263840,1,19
301610,1,225
317110,2,15
1072710,2,674
1335830,3,1980
1337760,4,5442
914160,1,42
1892030,1,274
254020,3,11
8800,5,33732
397100,3,46
410540,1,2
410550,1,1
542120,1,2
613800,1,12
616220,4,38
628440,2,7
679400,3,21
691540,1,1
202710,3,693
264080,1,86
336930,1,9
342230,1,1
1146970,2,331
638230,6,771
1238040,2,6883
1731070,1,59
246360,1,3
314430,5,476
457760,1,5
511070,1,5
470040,1,1
629220,3,420
679430,1,4
706490,2,83
763520,1,4
1031140,4,547
1142390,5,645
1210250,3,328
1249880,1,16
1339460,3,180
1345890,1,401
1477700,1,392
1111760,1,2
1145660,2,104
57600,4,1076
282400,5,1115
743370,3,94
11040,2,1703
11140,2,1086
7210,1,1238
7220,1,353
58570,1,517
310060,5,2592
600420,1,2
2272420,4,503
514580,2,223
535160,2,224
561340,3,296
603220,2,242
618070,2,220
758670,1,12260
1543080,1,8
1618230,3,197
1776970,5,7652
553290,1,24
304890,6,184
586030,4,618
853230,1,45
989690,1,1622
1157560,1,1707
1626880,1,85
1686820,4,3667
1338610,2,4264
655500,4,38688
703950,5,998
272230,3,3579
397740,1,350
698670,4,798
821890,1,418
1286710,1,88
1380420,2,1770
1449280,1,980
1522960,1,170
2075070,1,87
286750,1,740
1328840,1,485
2559270,1,302
747970,1,31
13540,1,2
7610,1,1
683900,2,119
952440,2,81
1357610,2,2072
844300,1,1
597840,1,139
601400,1,57
534370,3,481
887830,2,150
1329500,2,267
1604000,5,3886
265650,1,1
463920,1,2
529830,2,65
1451740,1,29
212780,2,3836
611040,1,907
2216360,1,113
1573630,1,4
1700,2,2
391000,1,1558
435250,1,404
518060,2,336
1018010,1,6
1002,1,4
237950,1,2
290020,1,72
592260,1,1017
612930,1,46
468630,2,157
724300,2,302
725480,1,648
787760,1,320
1124560,1,184
1216060,1,1576
755980,2,13
1342340,1,3
2087460,1,199
218760,2,1050
931180,1,35
919280,2,253
209710,1,212
497640,3,25
864010,1,1
342550,2,3
1232130,3,54
1428470,3,134
458960,1,1
439370,3,105
906810,2,1978
32380,2,12
259130,4,16
493080,1,41
560170,2,743
743890,2,518
361300,10,3110
521350,2,37
606960,2,836
557260,5,723
1140890,1,54
1420350,2,63
1590360,1,28
1755580,2,873
1739300,1,22
324310,2,937
815780,2,13978
1071940,1,274
1100620,1,1221
1127980,1,187
1164250,1,158
1290170,2,33
1494840,1,951
1540560,1,12
1621070,2,1844
568780,1,205
694490,2,7
708920,1,1
709700,1,198
715470,3,77
770350,1,1
777020,1,1
793990,1,1
797060,1,1
801060,1,1
801280,1,1
806240,2,2
809320,1,1
823100,1,1
823360,1,1
829080,1,1
839730,1,1
859610,1,1
1100410,1,508
649870,1,2
857240,3,127
1451480,2,116
1562700,3,1875
1920480,2,2500
1096570,3,1874
256460,1,90
340200,2,52
360130,2,134
375820,6,1909
386320,1,6
2148940,1,28
502940,4,556
287310,1,91
402130,1,81
4530,1,6
24810,4,2721
497850,2,1043
531680,4,629
612020,3,437
685310,2,109
804730,1,199
1469160,1,13
2198070,2,474
612300,1,885
612520,1,137
1608640,3,1644
1705180,2,484
2610,1,8
850320,1,683
1045520,3,80
1361320,4,607
1559570,1,235
1608700,2,827
1158370,2,1789
1812090,1,259
1969100,1,313
2154230,1,228
2294130,1,444
2384600,1,242
2553870,1,1273
681410,1,129
798290,2,5063
1931730,1,220
468240,1,31
575110,1,1
612170,2,32
644610,1,341
730090,1,1
783140,1,324
889730,1,1
1343670,3,1234
2179630,2,116
1214470,2,253
1482910,1,360
1887930,3,37655
252230,1,4
589500,1,35
1038300,1,203
1213700,2,358
1259530,1,49
1359980,4,1300
1399930,3,865
1462490,1,1
1532770,1,231
1567080,2,368
1635590,2,284
1694960,2,550
1731720,1,242
1750200,1,296
1813430,1,153
1233550,2,7874
1277920,1,8
1684350,1,27
2004320,5,5379
2216770,1,110
434510,3,21
277460,3,78
236790,3,84
404920,1,233
2546690,1,460
597170,3,2565
1081650,1,144
2651330,2,188
491130,4,18
338390,4,1395
782670,1,5
890550,1,179
1015480,1,31
1501690,2,660
1611460,2,257
412770,2,663
611770,1,301
636170,1,210
439880,1,284
506870,1,360
520380,1,9
743390,3,732
585000,1,10
1460200,1,533
12800,4,1318
27300,1,37
11340,4,151
21010,4,236
96800,3,60
71420,1,247
108100,1,2
210390,1,1
214310,1,1
9340,6,6494
31100,1,28
240660,1,11
277930,1,4
289280,1,12
354650,1,50
408330,1,1
429570,4,917
431500,2,31
446560,2,2527
678900,4,620
743860,1,190
792710,3,1371
914010,4,1135
1000030,5,890
1138660,4,1159
1293180,2,249
1322300,1,97
1038250,3,1040
7800,4,1096
2334220,1,10
346970,1,137
414120,1,332
727850,5,1816
823940,1,367
840820,1,102
957790,1,304
1090250,1,44
1129310,2,2414
1310510,1,87
1493750,1,72
1579880,2,1124
1756160,1,42
2085920,1,38
992310,4,83
1975180,1,31
2189640,1,59
404480,1,6
1388590,2,1514
1410710,11,3352
1466640,12,10444
1770550,1,748
1896170,4,7822
2377240,1,59
2635340,1,18
2740180,1,20
409510,5,172
1305720,2,2
1541760,3,23
2390,1,3
850980,1,37
215120,1,9
372390,1,19969
587520,3,1455
682570,2,302
1018830,2,346
1582510,1,603
1815530,1,680
1134100,2,168
1815630,2,10
560260,2,46
705220,5,791
717950,2,56
866140,1,434
952290,1,776
978300,3,2790
1091920,1,1322
17580,5,1180
499950,1,39
211740,2,2
1506510,2,153
729740,1,1
521200,4,570
521570,3,99
42500,4,381
700570,1,73
334370,3,391
367270,3,595
397680,4,2112
430210,1,285
541200,3,3696
616090,1,1
644320,1,20
581910,2,329
1125390,2,284
1152100,1,1
1837750,2,1753
590280,2,387
651090,1,12
1664350,2,29
1755120,1,124
12790,1,12
283330,1,4
266290,1,64
576310,5,1086
693190,1,10
1812290,3,37
964570,1,53040
458000,1,514
510420,3,799
663380,2,309
748610,2,518
289460,1,137
1042550,7,6052
437630,5,500
597210,1,3
667310,1,2
679660,1,1
685790,1,1
692200,2,2
704190,1,4
728990,2,492
732070,1,1
773240,1,17
860670,1,1
739010,1,1
686570,1,1
956500,1,1
682920,1,1
1827180,3,9104
319730,1,778
485460,1,26
368950,3,9
1573360,1,4
61700,2,238
340150,3,761
11240,3,8
19200,1,1
60350,1,1
204440,1,1
205830,1,1
208640,1,1
208630,1,1
208620,1,1
223000,2,332
32160,1,1
319850,2,8
400020,2,536
419080,3,23
513550,1,1
655930,1,1
668660,1,1
70120,3,29
367700,1,13
503010,1,180
627620,1,76
931000,1,19
982270,2,735
312210,1,141
322520,2,4005
328590,2,220
357940,1,326
436290,1,882
575330,3,671
582330,1,3937
644670,1,110
607160,1,42
710610,2,537
835650,1,25
837400,2,321
965580,4,3979
990920,2,106
995050,2,241
1037940,1,22
1282760,1,15
1445790,1,34
1580520,1,57
1664220,2,201
1671480,2,104
1799930,1,270
1886070,1,714
1897120,1,80
2009450,1,11
2246880,1,14
2281940,1,72
2321880,1,12
1794490,1,5
1310520,5,245
1368340,1,13
660920,1,4292
488310,2,280
733210,2,1132
1544360,4,767
1830720,1,240
1427890,1,94
105400,1,370
91810,1,35
207190,1,102
256030,1,284
1012610,3,1854
1147660,4,39282
1227780,2,924
1689350,1,260
1968730,3,2156
343180,2,2
546390,4,100
562410,2,3203
1171140,2,389
33610,1,16
57640,1,37
335000,1,231
1194110,1,58
1454900,1,11611
2060130,1,136
988910,1,3110
1101140,3,1249
1239320,2,751
1684720,1,4
976010,2,587
1092700,2,34
1373880,1,10
1150640,5,2762
711980,2,221
1236300,3,160
766940,1,1
718560,5,210
1036890,1,81
598070,1,10
682960,1,27
972740,1,39
530830,2,58
1354830,1,757
1552810,2,844
1574270,1,198
1577250,1,567
730280,2,492
932980,1,52
1760250,1,581
2140330,2,8539
201210,2,30
233550,1,25
259570,1,354
330460,1,76
351040,1,126
354200,6,249
363360,2,333
377140,1,5
413110,1,154
427940,1,653
469920,1,2279
474020,1,758
544550,1,3495
551860,1,300
617030,1,5
623310,2,345
656240,2,76
1059900,1,103
1069640,2,1538
1121640,5,2598
1133730,2,110
1239430,1,465
1269710,2,943
1380220,2,266
1450900,1,1443
1386900,2,269
1153640,2,1588
2000270,1,3473
2005160,1,480
865610,1,183
982720,1,38
94000,2,29
691450,1,15
1202310,2,527
1271190,2,262
1301620,1,1
1383680,1,8
1409770,1,1
1849890,1,26
94500,2,289
70650,1,31
1303990,1,1
209690,1,302
215710,1,6
240180,1,2
267960,1,20
237350,1,2
115200,3,220
298340,2,11
310790,1,356
311820,2,396
205020,2,427
322980,1,7
221180,2,732
335080,1,7
343990,1,667
347660,1,21
354560,1,38
360520,1,6
332250,1,10
366700,1,16
356420,1,306
376680,2,1596
376880,1,6
390890,1,142
396590,1,3
397600,1,33
408170,1,7
412410,1,664
420020,1,40
436870,1,44
449560,1,7
453000,1,14
464170,1,650
471160,1,28
486990,1,32
490040,1,40
490490,1,27
493060,2,500
501350,1,185
513330,1,6
513790,1,10
515020,1,1
517140,1,4
522020,1,24
528250,1,61
534920,1,1
566900,1,14
566980,1,14
568690,1,5
570000,1,7
570460,3,449
577700,1,213
598810,3,3365
610840,1,30
618920,1,48
626570,1,29
627070,1,17
636100,1,231
641910,1,11
654050,1,1940
646370,1,7
695660,1,167
710760,1,5
711440,1,2
721090,2,23
726260,1,10
766040,1,59
788420,1,183
863470,1,25
926520,1,115
1088950,1,23
1147940,1,17
1270990,2,38
217120,1,4
548280,1,3
1201400,2,101
343170,1,2
348790,1,1
383690,1,2000
515570,1,1
556240,2,806
563130,1,4
564900,1,218
568750,1,457
605990,1,347
656210,4,203
695760,1,2
704690,2,502
719430,5,1299
734920,2,451
776580,2,27
776890,1,2
840180,1,1
935560,2,320
1006930,1,202
1073310,1,8
1357830,1,232
617820,1,1
1172450,5,680
2235150,1,255
339790,1,22
385590,1,2
392070,1,46
698740,1,8
1361670,1,15
1762270,2,230
706440,1,44
235520,1,223
270210,4,711
280220,3,2231
303310,4,2443
392080,1,12
432350,2,1348
449840,2,2941
524850,2,760
741140,2,9627
780670,1,172
790850,1,32
833360,2,3161
859340,1,31
860890,2,1722
871930,1,56
935930,1,9
970510,1,798
989450,1,453
1033420,2,1030
1109680,1,163
1142830,2,532
1149550,1,2562
1150440,2,158
1154040,1,1
1162750,2,3850
1211600,1,25
1222210,1,46
1255650,2,117
1286280,1,24
1424660,2,781
1468720,2,181
1504500,1,492
1531540,3,2359
1548680,1,36
1765350,1,466
1839960,1,1
1860510,2,2585
1908250,1,1737
1994370,1,80
1451090,2,9543
2162780,3,68
2258770,1,26
2567190,1,124
2617400,1,44
785790,5,961
799640,1,828
845880,3,782
886960,2,2557
990630,6,1946
1104660,4,1566
1233270,3,1355
1597730,1,393
1746030,2,93
1764390,3,356
1967430,2,1801
1976440,3,3809
2058180,2,5133
2058190,2,5441
2458530,2,820
571350,1,50
1963370,2,364
1747650,3,320
286770,1,4
400660,1,3
612470,3,748
855010,2,1363
1003120,1,109
1207650,5,3914
1464670,1,5
201190,1,1
238110,2,378
279500,1,1
332570,1,200
342630,2,7
580820,2,113
658690,1,81
703180,1,260
800530,1,1
881320,1,8
1690,1,247
3980,1,1452
7650,1,2962
10430,2,6144
7660,1,862
4460,1,1153
19930,2,567
25910,2,20963
12530,1,98
33740,1,94
33750,1,100
16810,3,11383
80200,1,419
73220,1,698
201760,1,1189
201290,2,2708
205530,2,182
254980,1,677
314980,2,10453
325630,1,20
403950,1,4610
449040,3,106
476530,2,745
722060,2,156425
889080,2,2660
896160,1,124
979640,4,421
1154840,2,24089
1412570,3,35
2511500,2,3914
375180,1,24
1250790,1,106
1351500,1,13
1428420,1,156
727310,1,1
219870,3,20
576860,1,49
762490,1,86
547850,1,14
32390,3,10
1027220,1,73
337410,3,589
373720,2,8
2051120,1,130
1676580,1,5
290040,1,9
334490,1,47
369110,1,4
390030,1,2
390520,2,91
393190,3,354
438420,1,1
463700,1,23
463850,1,5
465280,1,6
365190,1,1
492500,1,2
520600,1,1
522470,1,21
531930,1,4
541670,1,9
573600,2,12
590590,4,118
592990,1,1
626580,1,2
640120,2,92
677480,1,1
756490,1,1
772480,1,1
837800,1,94
849360,1,1
854390,1,1
900010,2,20
324510,2,127
921780,3,889
959520,4,760
965680,5,435
1018850,4,559
1116580,4,481
1177720,1,21
1179210,4,861
1186640,5,1414
1220150,2,47
1249110,2,60
1266220,1,20
1647940,1,6
1931950,1,7068
772470,1,16
895600,1,46
413170,2,205
437900,1,3
510630,2,27
1415140,2,63
1561980,1,20
1628620,1,7
2020860,1,7
1907900,1,153
15300,2,148
562450,1,2
4770,1,141
8890,1,522
17020,2,6243
60800,1,2727
58540,1,8498
230170,1,1
307290,4,213
344190,1,79
406290,3,174
451020,3,257
471810,1,283
502370,2,815
545040,1,21
553540,1,69
556440,1,91
573410,3,562
603460,1,59
612570,3,684
633060,4,558
661940,2,110
236690,4,10757
674930,1,119
679110,1,44
716500,1,1
716640,1,2
798490,5,2023
812160,2,81
812550,1,12
839770,2,211
842910,1,35
854940,2,55
885970,4,1817
898920,1,154
899310,1,239
909320,1,660
559100,4,3897
957720,2,2281
995980,2,1700
1075190,1,31
1075740,3,602
1155970,2,1069
1162700,3,353
1174640,1,43
1181400,1,34
1194590,1,83
1302050,2,243
1370050,2,232
1511830,1,521
1543150,1,773
1578650,1,22
1654660,1,116
1741640,1,970
1920780,1,155
1989270,2,384
1046790,1,93
2067780,1,26
1191120,1,167
2196420,1,45
612230,1,219
1675970,1,1
246070,1,3
852480,1,1161
22140,2,170
846110,2,155
881690,1,241
936490,2,419
405780,1,139
1560250,1,782
1847990,1,72
409000,3,35
511740,1,1
823910,1,211
1111380,1,1
1229900,1,2439
1239020,2,564
1536470,1,7
1569090,1,836
1767170,1,109
1621310,1,2998
1918530,1,910
2171630,1,16
2411910,1,6638
407900,3,140
250740,1,1
612620,2,281
12500,1,214
200050,1,517
218450,2,71
2810,1,42
205810,1,27
257030,1,228
239120,1,584
315330,2,334
370020,1,286
299420,2,22
409890,1,21
450500,1,57
537100,1,128
541450,1,2060
542290,1,166
562470,2,505
603390,1,5862
638160,2,614
657090,1,74
538680,1,31
731040,1,396
749520,1,487
788050,1,240
789660,1,1278
800180,1,310
887570,2,292
975120,1,2
983150,1,329
990050,2,604
1020730,1,3710
1031460,1,33
1032590,1,268
1042170,1,89
1077970,1,648
1094530,1,589
1109570,2,216
1116880,2,215
1143810,1,772
1161190,1,156
1163870,1,1459
1167700,1,9
1184050,2,2062
1200110,1,8
1380410,1,25
1386650,1,205
1405500,1,596
1407450,1,96
1449200,1,1025
1457620,1,519
1515900,1,497
1545560,1,758
1546320,1,160
1570510,1,116
1579380,2,1104
1627680,1,439
1637230,1,1745
1649010,1,245
1689010,1,551
1723260,1,207
1741400,1,49
1777430,1,159
1815570,1,107
1856750,1,659
1868000,2,262
1876890,1,1418
1900340,1,66
1910790,1,388
2010370,1,14
2094190,1,326
2095300,2,800
2106840,1,493
2124420,1,663
2126870,1,313
2159730,1,311
2161440,2,1428
2179300,1,3
2187220,1,2533
2399220,3,124
2425410,1,4
2455060,1,1
2477950,2,163
2539350,1,5
2243710,1,22
2719290,1,282
551550,2,105
628070,3,22212
2185870,1,569
2383760,1,25
764920,3,14323
862690,2,1881
1156250,1,119
764030,1,23
652150,1,1
783240,1,10
602320,7,1161
781480,1,573
1011610,1,322
1264280,1,15
1469610,2,654
1708010,1,263
1857080,1,532
289780,1,59
574050,2,538
252910,2,62
273760,2,21
273820,1,7
454350,1,68
715670,3,24
849100,1,97
1193090,1,78
1697880,2,336
390100,1,2
520910,2,118
744810,5,26
1894080,1,147
1955330,1,309
2062550,1,61
2668080,1,1262
1683860,2,38
306000,1,60
820610,1,843
1098940,1,2
21600,1,2
204580,1,131
218330,1,189
250560,2,189
262960,1,118
39520,1,3
388800,3,1461
628900,1,23
1460540,1,1
642390,5,107
711540,1,471
750350,1,1
779650,1,7
837440,1,7
2378900,2,623
732090,1,243
259410,1,167
349790,3,365
11150,1,105
11130,1,9
588950,1,59
907710,1,238
792100,3,117
1003890,2,127
1409530,1,130
1482860,1,82
1137300,2,1249
1949030,1,112
719890,3,13202
994140,5,1207
360870,6,50
1165530,1,19
2479290,1,391
33440,2,1519
304270,2,62
366690,1,172
239090,1,424
333640,3,5992
357340,1,130
555630,1,26
721700,1,313
1040420,1,520
1944570,2,599
619880,1,484
1215390,1,3240
2262770,1,163
2311190,1,648
350020,1,4
2485460,2,218
1253950,2,578
695970,1,86
1408230,2,355
1105670,2,1754
1461600,1,511
2132430,2,898
611980,3,298
869840,2,9
1195290,3,201
734290,1,18
829420,1,1
910880,1,275
1493800,3,73
2756830,1,20
466170,1,8136
1036950,2,931
1690730,1,1148
578120,1,148
798510,3,5435
1521580,4,509
673870,1,2
796480,1,34
834760,1,138
1134050,1,138
1323900,2,794
700100,1,2
244030,2,3004
317790,2,382
353220,3,202
